seuil,composante,cote,rang,mot,date,surprise,coefficient,parlant
6,2,negatif,8,promotion,20171231,6.87,-2.5664,0
6,2,negatif,9,dorénavant,20220813,6.57,-2.554,0
6,2,negatif,10,christopher,20150612,8.85,-2.5357,1
6,2,negatif,11,hauts,20200329,6.58,-2.491,0
6,2,negatif,12,manifestement,20201019,8.11,-2.491,0
6,2,negatif,13,soulagement,20080703,7.44,-2.4905,0
6,2,negatif,14,reconstituer,20230110,9.86,-2.4686,0
6,2,negatif,15,delta,20081031,6.22,-2.4598,1
6,3,positif,1,combien,20200501,7.81,3.2012,0
6,3,positif,2,quotidiens,20200513,7.19,3.1617,0
6,3,positif,3,magnifique,20210905,6.86,3.1449,0
6,3,positif,4,clientèle,20200531,8.66,3.1326,0
6,3,positif,5,mandat,20260322,7.45,3.1123,1
6,3,positif,6,d'ordinaire,20200510,11.08,3.0211,0
6,3,positif,7,étiquette,20260316,7.48,3.0014,0
6,3,positif,8,habituel,20200510,10.97,2.9453,0
6,3,positif,9,modernisation,20080721,6.11,2.9193,0
6,3,positif,10,semaines,20200510,11.27,2.9127,1
6,3,positif,11,frères,20130815,17.55,2.9097,0
6,3,positif,12,petite,20120904,6.35,2.895,0
6,3,positif,13,porte,20081227,6.83,2.894,0
6,3,positif,14,écrans,20240829,6.44,2.8781,0
6,3,positif,15,prévoir,20090827,10.69,2.8741,0
6,3,negatif,1,bp,20100503,18.74,-3.2224,1
6,3,negatif,2,pétrolière,20100503,6.32,-3.1727,0
6,3,negatif,3,alexandre,20190101,11.5,-3.1129,0
6,3,negatif,4,spécialité,20220512,8.27,-3.0524,0
6,3,negatif,5,rurale,20240201,15.8,-3.0468,0
6,3,negatif,6,qualifié,20110805,7.34,-3.0265,0
6,3,negatif,7,coordination,20240201,9.99,-2.9837,0
6,3,negatif,8,pompe,20260310,10.41,-2.9555,0
6,3,negatif,9,puits,20100503,12.05,-2.9366,0
6,3,negatif,10,xvi,20110820,6.51,-2.9053,1
6,3,negatif,11,camus,20091122,15.65,-2.8995,1
6,3,negatif,12,damien,20220524,33.66,-2.8924,1
6,3,negatif,13,armand,20240925,17.86,-2.8891,0
6,3,negatif,14,négatif,20201224,9.03,-2.8734,0
6,3,negatif,15,l'est,20140720,6.19,-2.8687,0
6,4,positif,1,craintes,20081016,7.33,3.7225,0
6,4,positif,2,connaître,20200419,9.07,3.5842,0
6,4,positif,3,durement,20200413,6.95,3.5208,0
6,4,positif,4,reçoivent,20100319,8.03,3.4806,0
6,4,positif,5,spécialiste,20240814,6.72,3.4722,0
6,4,positif,6,chuter,20081001,7.49,3.4556,1
6,4,positif,7,heure,20200419,9.2,3.447,1
6,4,positif,8,plongé,20081001,6.79,3.3845,0
6,4,positif,9,partiellement,20200802,10.24,3.2939,0
6,4,positif,10,fiche,20101018,6.79,3.2556,1
6,4,positif,11,universitaires,20090219,7.48,3.2535,0
6,4,positif,12,durant,20200501,7.19,3.2233,0
6,4,positif,13,améliorer,20240829,7.03,3.2004,0
6,4,positif,14,volée,20080413,6.58,3.198,0
6,4,positif,15,annan,20110422,300.0,3.1814,1
6,4,negatif,1,dunkerque,20120320,7.08,-2.5201,1
6,4,negatif,2,xvi,20090511,8.42,-2.5139,1
6,4,negatif,3,privée,20200216,6.82,-2.5078,0
6,4,negatif,4,fixant,20160730,6.98,-2.3694,0
6,4,negatif,5,intérieure,20260127,6.03,-2.3687,0
6,4,negatif,6,coopérative,20120105,12.01,-2.3659,0
6,4,negatif,7,budapest,20100813,11.37,-2.3391,0
6,4,negatif,8,navire,20150101,8.54,-2.3269,0
6,4,negatif,9,treizième,20110721,12.74,-2.326,0
6,4,negatif,10,saut,20100729,7.33,-2.2871,0
6,4,negatif,11,madagascar,20090318,12.68,-2.2426,1
6,4,negatif,12,l'assaut,20110504,6.61,-2.2339,0
6,4,negatif,13,puissances,20190823,6.19,-2.2281,0
6,4,negatif,14,rda,20091107,13.92,-2.2259,0
6,4,negatif,15,football,20180714,8.52,-2.2251,1
