mot,date,surprise,c1_s4,c2_s4,c3_s4,c4_s4,c1_s6,c2_s6,c3_s6,c4_s6
président,20080703,4.6202,1.0841,1.0735,0.172,1.0792,,,,
président,20081106,5.4655,-1.7095,-1.7642,0.0867,-1.0389,,,,
président,20120507,9.9554,1.0179,0.8679,0.9293,0.1933,0.9991,0.5698,0.8826,0.05
président,20170508,6.4965,2.3521,-0.3646,1.1995,1.065,2.2709,-0.7789,1.0767,0.9112
grand,20190125,6.3361,1.696,2.3083,-2.3889,1.4723,1.6995,2.4611,-1.6384,2.0645
cinq,20080323,6.9553,-1.9435,-0.0777,-0.1726,-0.0558,-2.0354,0.1493,-0.0968,0.2273
cinq,20100918,5.3614,1.0168,-0.663,0.5341,-0.2297,,,,
cinq,20220424,14.9932,-1.1994,1.0934,-1.1115,0.5913,-1.3243,1.2799,-0.6184,0.891
devant,20150110,4.8436,0.4242,-0.6097,0.6432,-1.9231,,,,
devant,20151115,7.0972,0.9853,-2.1446,-0.4675,0.0858,0.6455,-2.1149,-0.8279,0.3749
jour,20090710,4.0952,2.6662,0.1112,-1.274,1.384,,,,
jour,20141226,4.798,0.7003,1.1789,0.5369,-0.4394,,,,
jour,20200329,17.7592,3.7576,1.278,-2.2002,1.0461,3.6386,1.2589,-1.97,1.6663
jour,20211225,4.8104,1.8673,0.7362,0.1591,-0.4357,,,,
jour,20241224,4.6967,1.6097,0.3826,0.9431,0.4075,,,,
jour,20251225,4.0979,0.535,1.2585,2.3317,-0.4729,,,,
dernier,20080314,4.143,1.9167,-1.0178,-0.9579,-0.4009,,,,
fin,20090731,4.5779,0.3334,-2.9369,0.2526,-0.625,,,,
fin,20121221,5.9854,2.0203,1.9525,0.4859,0.5975,,,,
fin,20200612,4.1216,-1.7892,0.7445,2.5271,-0.0785,,,,
fin,20210502,4.6306,1.2051,1.3418,-0.113,1.8696,,,,
jours,20200329,8.6745,2.7266,2.6605,-1.8245,0.9943,2.7765,2.6256,-1.312,1.4381
jours,20220103,4.5714,0.0583,2.9937,-0.7839,-0.4416,,,,
jours,20250716,4.0062,1.6908,-1.7136,-2.4679,1.6365,,,,
grande,20140903,4.85,-2.3244,0.0419,1.9765,-1.5524,,,,
grande,20160624,4.7303,2.8392,1.1829,-0.1191,0.4207,,,,
grande,20170523,5.4316,1.5284,-1.5362,0.3551,-0.1118,,,,
grande,20181108,7.6773,1.2118,2.2661,0.5145,-1.3072,1.3485,1.9925,0.2826,-1.5025
français,20080817,7.3836,1.0295,2.4956,1.1855,-0.5957,1.3247,2.2819,1.1484,-0.8158
français,20120507,4.1007,-1.9483,1.8836,1.3884,0.824,,,,
français,20151115,4.7706,0.9768,0.2285,1.5327,-0.3571,,,,
mois,20081224,8.0259,-1.2366,1.0903,0.4033,1.6879,-1.1562,1.1645,1.0117,1.5014
place,20150110,4.1818,-2.2189,0.1808,0.181,-0.1266,,,,
place,20220611,6.8189,-0.5371,-2.0227,-1.3037,0.6105,-0.9949,-1.7417,-1.2382,1.2477
pays,20080609,6.3276,2.7532,0.5556,0.7871,1.0962,2.8611,0.2846,0.7559,0.809
pays,20220301,6.2005,2.9008,2.0122,-0.7271,-0.0903,2.9318,1.8161,-0.8884,0.0663
nouveau,20080323,23.6427,-0.5088,1.0824,-0.6573,-1.0164,-0.6911,1.138,-0.6742,-0.6069
nouveau,20081106,5.7023,0.6662,-1.7308,-0.1878,-0.026,,,,
nouveau,20101114,8.9081,0.697,-0.883,1.4494,-0.6322,0.5384,-1.2094,0.9552,-0.8119
nouveau,20120516,11.0987,1.1993,1.3436,-1.3739,0.1979,1.0609,1.3497,-1.1008,0.6797
nouveau,20140403,11.5121,1.6688,1.6008,0.2008,-1.5074,1.7266,1.3634,-0.3601,-1.5136
nouveau,20170508,8.5997,2.7852,-0.7369,1.5084,1.5214,2.7861,-1.1085,1.4057,1.3901
nouveau,20200706,10.5536,-1.3532,1.409,1.6517,-0.7121,-1.0674,1.4041,1.4357,-1.0474
nouveau,20201028,4.0166,1.9369,0.8486,1.4455,0.203,,,,
nouveau,20211128,4.8869,2.3193,-1.3655,-0.362,-1.3056,,,,
nouveau,20240630,18.2848,0.8485,2.3816,0.3739,1.7843,1.0168,2.1549,1.0608,1.6117
nouveau,20260325,4.2491,1.687,1.87,-0.0073,-0.7225,,,,
part,20080422,5.1187,0.6895,1.7804,-0.8327,2.0608,,,,
part,20220611,5.5739,-0.5312,-1.7098,-0.6859,-0.1514,,,,
faut,20080615,4.6022,-0.6567,2.3319,0.7647,1.2222,,,,
faut,20200320,4.2833,3.5958,0.583,-0.0769,0.6135,,,,
politique,20120507,5.3739,0.3074,2.2448,1.1533,0.2604,,,,
politique,20140825,7.2456,2.3256,-0.9911,-0.8115,-0.0367,1.9694,-1.1115,-1.2022,0.3731
politique,20170508,5.2255,0.3506,0.9472,0.8732,0.8233,,,,
partie,20191221,6.7362,2.0106,0.3038,-0.6929,2.2026,1.9651,0.2276,-0.2519,2.2492
partie,20200501,4.654,1.4386,-0.5292,-3.4978,1.2732,,,,
partie,20200823,7.7843,-1.7132,3.0268,0.9264,1.5457,-1.2869,3.0653,1.7339,0.9838
partie,20210502,4.8374,0.4948,1.9418,-0.438,2.0262,,,,
dix,20080820,6.6798,0.7483,-0.1527,0.8848,0.3677,0.7836,-0.2699,0.8415,0.2632
dix,20110910,6.2587,0.2875,0.8132,-0.7131,-0.0067,0.1497,0.8793,-0.7285,0.3965
dix,20111230,4.3337,-1.397,-0.9459,1.2106,-1.3639,,,,
dix,20251113,6.0124,-0.5746,0.4122,-1.861,-0.4012,-0.892,0.637,-1.7343,0.2698
point,20081019,5.3419,-0.2612,-2.1543,-0.6684,1.5918,,,,
point,20181117,23.7457,3.4318,-0.491,0.9014,0.8843,3.3701,-0.9027,0.6548,0.648
point,20240129,4.0881,-0.0731,2.1573,-1.8691,-0.7714,,,,
point,20250911,7.3704,1.312,-0.5983,0.3701,-0.4564,1.0995,-0.8381,-0.0354,-0.3099
cours,20090908,9.7004,3.9042,1.3504,-0.9936,0.9903,3.8833,1.1327,-0.9633,1.2396
cours,20120904,7.7027,3.8208,0.88,-1.0259,1.3596,3.7492,0.6929,-0.977,1.6167
cours,20130902,5.6897,4.0039,0.6263,-0.4768,0.7279,,,,
cours,20140903,4.4012,3.4214,1.1594,0.3068,0.4646,,,,
cours,20200907,4.9419,-1.1616,3.5413,1.0892,1.7627,,,,
pris,20160814,4.7831,1.2975,1.0109,1.7577,1.5442,,,,
certains,20200320,6.8571,4.5888,-0.7125,-1.99,0.8601,4.3932,-0.6987,-2.2069,1.5631
certains,20201103,4.5002,3.0312,1.0853,-0.303,0.691,,,,
ministre,20101114,11.1378,0.4739,-0.8579,0.8403,-0.4231,0.2275,-1.0764,0.5326,-0.353
ministre,20120516,9.646,2.4815,0.1743,0.121,0.8976,2.3404,-0.1448,0.1811,0.9627
ministre,20140403,5.6593,0.4113,1.189,-0.7343,-0.8705,,,,
ministre,20140825,9.4065,1.1586,-0.7392,1.2132,-0.2857,0.9839,-1.0395,0.8301,-0.3787
ministre,20170517,5.4814,2.0786,-1.1513,-2.148,0.2703,,,,
ministre,20200706,4.6469,0.4303,-0.5421,1.4574,-0.1002,,,,
ministre,20240111,4.4651,1.4899,0.3193,-0.6278,-0.9121,,,,
ministre,20240922,4.5873,1.8169,-0.063,-0.0656,1.2191,,,,
ministre,20241224,5.3769,-0.7944,-0.6468,0.3124,1.2634,,,,
nouvelle,20120904,4.6001,2.6678,0.3298,-1.0466,-0.1999,,,,
nouvelle,20140903,4.7544,2.5298,1.6973,-0.4639,-0.3815,,,,
nouvelle,20201221,4.3132,1.899,-0.6949,-1.0007,1.3141,,,,
nouvelle,20210902,4.1127,2.0829,1.5551,-0.1213,-0.4979,,,,
nouvelle,20220629,30.5515,-1.7832,-0.6305,0.2313,0.3224,-1.9765,-0.5078,0.4151,0.5327
nouvelle,20230907,4.8999,1.0504,1.1709,-1.3015,-1.0423,,,,
nouvelle,20240516,5.0121,2.3946,0.0787,1.5465,-0.244,,,,
nouvelle,20250102,8.8565,1.3625,-0.5663,-0.0645,-0.1177,1.0934,-0.7501,-0.3457,0.0183
lieu,20251128,7.798,-1.6071,3.386,-0.0584,0.5206,-1.3289,3.4977,0.6496,0.4377
lieu,20260623,6.8557,1.8993,1.3118,-0.6111,-0.3654,1.8886,1.1401,-0.8719,-0.2752
près,20140726,4.4701,1.0719,2.2812,-0.6172,1.9048,,,,
chef,20080703,6.1718,1.883,-0.3422,-0.4641,0.963,1.7745,-0.387,-0.5642,1.4362
chef,20110504,4.6178,1.5717,0.3869,0.1727,-2.4724,,,,
chef,20120129,4.665,-1.0014,-0.2878,-0.4557,0.7098,,,,
chef,20120516,4.4848,-1.2049,2.1633,0.7882,0.4239,,,,
chef,20170719,5.4202,-1.2995,1.1386,-0.7025,-1.3871,,,,
vie,20251228,4.6748,2.3448,-1.6967,-0.7709,-0.8695,,,,
question,20080425,4.7382,0.4396,-1.0897,-2.473,1.0997,,,,
reste,20080314,6.3158,1.5645,-1.6372,-2.4038,-0.4718,1.2081,-1.3098,-2.7524,0.3784
gouvernement,20101114,7.7106,-1.641,-0.9063,2.054,-1.086,-1.6573,-0.9792,1.6563,-1.2956
gouvernement,20120516,7.3696,1.3043,1.0918,-0.2429,0.5139,1.1938,0.9257,-0.0398,0.67
gouvernement,20140403,4.0104,0.8623,0.9204,-1.0861,-1.1298,,,,
gouvernement,20140825,11.3099,0.8388,-0.9672,0.2281,-0.5168,0.5238,-1.1474,-0.11,-0.3408
gouvernement,20241203,4.6595,1.5531,-0.1265,0.1047,0.4983,,,,
cas,20090502,5.5285,1.4386,0.985,-0.4086,-1.0676,,,,
cas,20200323,9.9485,2.7384,2.6739,-1.4708,1.3812,2.8364,2.5882,-0.9356,1.6273
cas,20220103,6.3629,0.1272,3.6827,0.3722,-0.2072,0.4566,3.5544,0.6514,-0.3764
cas,20240422,6.2423,2.5873,-1.1301,0.9432,-0.3492,2.4769,-1.4679,0.4767,-0.3405
cas,20240829,6.0739,-1.8419,2.485,0.8091,2.7398,-1.4636,2.6994,2.0726,2.5756
prendre,20200323,13.5373,2.5717,2.3558,-2.0041,0.2086,2.5281,2.3593,-1.8176,0.7154
prendre,20210114,4.4547,1.5936,-0.6128,0.3646,-1.0999,,,,
prendre,20220226,4.1834,0.3249,0.8493,0.6946,1.8305,,,,
compte,20130402,7.7924,1.0188,0.7659,2.5007,1.3631,1.2273,0.3449,2.6072,0.7021
compte,20210108,4.3623,2.5652,-1.1248,0.7033,-0.1065,,,,
guerre,20141111,5.0978,0.382,1.9077,0.6725,-1.4124,,,,
guerre,20151115,6.2776,0.4002,0.5679,0.7495,-1.3745,0.2879,0.3364,0.3749,-1.3709
guerre,20181111,9.7765,-0.5758,2.8708,-1.0211,-1.1233,-0.521,2.9734,-0.8747,-0.8379
guerre,20220301,11.3925,4.4774,0.303,-1.1114,0.8318,4.3871,0.1129,-1.3344,1.1676
guerre,20230224,5.5902,-0.8343,0.9585,-1.3088,-1.5573,,,,
guerre,20260304,5.0214,4.3228,-0.731,-1.2492,1.0989,,,,
six,20080401,4.9562,-3.2837,1.4262,2.0236,2.0318,,,,
six,20080703,4.927,2.2698,-1.3434,-1.0178,-0.5285,,,,
six,20081224,4.0814,2.3079,-0.0192,-0.5283,1.6484,,,,
six,20260316,6.1035,0.2614,2.0856,-0.2021,0.8292,0.4037,2.0534,0.1402,0.9115
seul,20080323,10.4492,-1.534,0.5028,-1.3853,0.1631,-1.7221,0.8475,-1.0737,0.538
seul,20080823,6.0072,-1.8929,-1.4695,-0.245,2.2031,-1.9493,-0.9465,0.4088,2.4864
mis,20180723,4.1533,-0.6538,0.7796,1.5014,-0.9946,,,,
mis,20200329,6.6476,3.9869,1.0476,-2.2801,1.1611,3.8786,1.0534,-2.0054,1.8666
nationale,20120618,4.1496,-1.1196,0.8006,1.5584,0.4694,,,,
nationale,20170619,6.5938,-0.0439,0.494,0.5037,0.986,-0.1036,0.4207,0.7254,1.0315
nationale,20220620,14.2695,0.6397,-0.8304,0.2463,0.3345,0.3709,-0.989,0.114,0.4523
nationale,20230317,4.0923,0.208,1.9465,1.6509,-1.1247,,,,
nationale,20240609,10.6224,2.9438,-1.9459,-0.778,0.4574,2.5999,-2.0485,-1.0761,0.8702
seulement,20080504,4.1867,-0.6115,-1.0579,-0.8917,-0.8661,,,,
seulement,20080928,4.5187,-0.2603,-2.2958,-0.7894,1.153,,,,
seulement,20231124,4.8861,-0.5556,2.3116,-0.5503,0.5956,,,,
pouvoir,20080425,4.3393,0.6274,-1.4691,-1.5881,2.1704,,,,
pouvoir,20081224,4.5817,-0.8972,0.9166,2.5062,0.776,,,,
pouvoir,20110212,4.248,-1.0452,1.8141,-0.3355,1.3455,,,,
française,20080814,9.3875,-0.5651,1.1635,1.3151,-1.2165,-0.262,1.2547,0.8657,-1.2931
française,20240727,9.7515,2.1852,0.0786,1.2266,0.1981,2.1678,-0.2787,0.954,0.0672
unis,20081106,11.509,-1.8137,0.6021,0.5859,-0.9834,-1.8249,0.6496,0.4078,-1.011
unis,20110808,4.4402,0.2939,-0.0769,-2.237,-0.1141,,,,
unis,20161109,7.6966,0.2941,-0.554,0.8733,0.0196,0.098,-0.793,0.6782,-0.0341
unis,20250120,4.995,2.2989,-1.9935,-2.093,0.5897,,,,
unis,20260301,5.8089,0.4162,-1.0018,1.1542,-0.8234,,,,
nombre,20200329,8.3935,3.9448,0.2436,-2.4973,1.4623,3.7392,0.2763,-2.257,2.218
déclaré,20080913,4.1872,-1.9635,0.2034,1.6205,1.0108,,,,
déclaré,20110724,4.4302,-1.6826,-1.1855,-0.2632,-0.1626,,,,
déclaré,20120507,4.1688,-0.2969,1.3339,0.8238,1.89,,,,
travail,20120501,5.3083,-0.8408,-0.694,-1.7437,-0.694,,,,
travail,20160525,9.8746,1.0647,0.8935,0.4349,1.9712,1.1523,0.6905,0.8724,1.6552
travail,20170607,6.0825,0.5602,0.2415,-1.1412,2.241,0.4816,0.3665,-0.5342,2.3699
travail,20170911,4.8669,1.3923,1.2814,-1.412,2.1363,,,,
situation,20200320,10.1238,4.3279,0.6771,-1.5508,0.6999,4.227,0.5409,-1.6905,1.153
situation,20201028,4.3623,2.9591,1.0423,-0.5671,2.584,,,,
presse,20080528,4.3808,-1.323,-0.7413,-1.2937,3.1279,,,,
presse,20081001,5.7232,0.0622,1.2992,1.2807,2.4525,,,,
presse,20100620,4.3205,1.2817,0.782,-0.1026,0.6218,,,,
presse,20120615,5.527,-3.2242,-0.2653,1.7671,0.379,,,,
presse,20140115,8.2431,1.2764,1.1904,-1.1015,1.0212,1.1273,1.121,-0.7113,1.2565
presse,20150107,9.3738,2.336,-0.1626,1.8768,0.9349,2.3765,-0.6163,1.7787,0.5046
presse,20190425,4.4169,-0.8715,0.4618,-0.5221,-0.0216,,,,
dernière,20090818,4.0836,-0.4588,3.1561,0.5077,1.0316,,,,
dernière,20100726,4.174,2.7376,-1.139,-1.646,2.8231,,,,
parti,20081124,5.7487,-0.06,3.7434,-0.6748,1.1083,,,,
parti,20090607,9.2134,-0.7398,-0.6161,-0.4427,-0.9231,-1.0516,-0.5575,-0.6232,-0.5974
parti,20120507,5.7015,1.7643,-0.1886,-0.2159,1.3376,,,,
parti,20140527,5.7937,-0.4423,1.2926,-1.5754,-0.7435,,,,
parti,20150323,5.5241,-0.0672,-0.5734,0.0218,0.9235,,,,
parti,20151206,4.6532,0.9984,-0.3452,2.0926,0.2479,,,,
parti,20170610,5.4321,-0.757,0.3947,2.8677,-0.5117,,,,
parti,20190525,6.1539,1.0961,1.1414,1.4658,-0.7903,1.1737,0.7659,1.2054,-1.1592
parti,20240609,7.1277,3.3143,-0.5835,0.2504,1.084,3.1895,-0.8847,0.1146,1.038
conseil,20080323,14.0613,-1.2716,2.039,-0.5712,-0.7625,-1.2757,2.1991,-0.3912,-0.4881
conseil,20140331,4.7641,1.8183,0.6749,1.7727,-0.017,,,,
conseil,20260322,5.1299,1.8765,0.4251,1.8572,-0.0083,,,,
hommes,20080817,5.2348,0.6867,0.9566,0.7061,0.9639,,,,
hommes,20140307,4.08,-1.7462,1.0414,-0.3551,0.0621,,,,
hommes,20180307,5.7837,-1.925,0.0522,0.4921,-1.4109,,,,
hommes,20190308,5.89,-1.0709,0.1044,-1.1739,-0.0093,,,,
hommes,20240805,4.4737,1.444,1.75,-1.517,-0.4809,,,,
suite,20110516,4.6481,-0.7341,-0.5256,0.9794,0.77,,,,
suite,20151115,5.384,1.8479,-0.3595,1.9127,1.1795,,,,
suite,20220611,5.1495,-2.8143,-0.8045,0.457,0.0227,,,,
jean,20080323,8.5631,-3.4147,2.0383,0.8054,0.2192,-3.0999,2.3804,1.4454,0.1339
jean,20140331,5.1392,-1.0639,1.4431,1.3874,0.8478,,,,
porte,20081227,6.8326,-0.2489,2.7322,2.672,0.4021,0.2397,2.4137,2.894,-0.3483
porte,20110320,7.2883,0.7469,1.4788,0.5508,0.6601,0.8004,1.2839,0.7281,0.5976
porte,20150110,12.2018,0.0861,-0.3545,0.3233,-0.7504,-0.1406,-0.5301,0.0793,-0.5879
soir,20151115,7.1188,1.0088,-1.4397,0.1074,0.3289,0.7315,-1.5582,-0.0816,0.4316
début,20191230,9.0898,0.7237,3.0945,-0.3671,1.3083,0.9629,3.0488,0.4572,1.1847
début,20200501,11.4579,-0.3982,3.0401,-0.6907,1.6352,-0.1688,3.1398,0.2228,1.6587
début,20200823,9.5454,-1.7926,2.9027,0.6235,1.133,-1.4176,3.0306,1.3162,0.7365
début,20210502,5.5363,0.1043,1.9987,0.5688,1.8874,,,,
l'un,20151115,10.6033,-0.0358,-0.2848,0.188,-0.6432,-0.2365,-0.3404,0.0961,-0.3441
l'un,20160727,6.3409,1.6709,0.217,1.1577,0.6185,1.7013,-0.0943,0.9437,0.3364
millions,20080730,7.275,-0.0646,0.9507,-1.0447,1.8793,0.0149,1.2701,-0.2864,2.1074
millions,20081215,4.7816,-1.0186,0.9873,1.6247,0.7119,,,,
droit,20080320,5.1895,0.3698,-3.4496,-1.6242,0.3635,,,,
droit,20220626,5.4448,0.5839,0.177,0.7221,-1.4091,,,,
vingt,20080618,4.8922,1.6108,0.9146,0.7475,0.8555,,,,
vingt,20081230,5.5906,-2.8907,1.5145,1.6813,-0.0797,,,,
vingt,20180714,5.2632,-0.0742,1.7771,0.9362,-2.0145,,,,
vingt,20210911,4.5838,0.7858,1.1489,-1.4503,0.8718,,,,
demande,20081203,4.295,-1.4543,1.662,0.6159,1.639,,,,
demande,20200326,6.0981,3.5292,1.0418,-2.5937,1.2527,3.3735,1.1355,-2.2965,1.9368
raison,20100109,6.107,-0.2943,1.4757,-0.0364,-0.4977,-0.2481,1.4148,0.1657,-0.5101
raison,20101220,4.7716,-0.7405,1.7024,1.7436,0.2756,,,,
raison,20200317,4.5223,4.1688,0.1588,-2.1634,0.9504,,,,
nord,20180611,4.5509,-2.5996,-0.9001,0.5709,-0.497,,,,
nord,20200516,9.8142,0.3403,1.0979,0.0697,1.2356,0.5305,1.1535,0.1919,1.1215
nord,20200823,28.8795,-1.256,2.7145,0.3088,1.1959,-0.9382,2.8089,0.9029,0.9073
nord,20210207,7.8021,0.3368,0.1917,-1.6863,-0.6821,0.1421,0.474,-1.4759,0.0297
nord,20210523,12.2479,-3.8799,2.067,0.055,1.4825,-3.5221,2.5134,1.1736,1.3067
secrétaire,20081124,8.1226,-0.6644,2.7296,-1.2071,0.2118,-0.5957,2.8663,-0.7429,0.4836
secrétaire,20101114,4.4816,-1.1331,0.4898,0.7345,0.4016,,,,
vue,20100801,4.5564,0.7103,1.3751,-0.8459,0.0498,,,,
vue,20110416,8.0352,1.3853,-1.0737,-0.4069,-1.5527,1.1109,-1.1632,-1.0132,-1.0603
vue,20140702,9.1001,-0.0125,-1.1738,-0.9779,0.2897,-0.3364,-1.0213,-1.0061,0.713
vue,20160718,6.1512,1.2978,-0.6602,1.0424,0.302,1.2052,-0.881,0.7547,0.2852
vue,20180720,4.0727,1.1115,-0.261,-0.8505,-0.4436,,,,
vue,20181208,4.3788,2.2331,-0.8986,-1.7288,1.7738,,,,
vue,20250327,5.8173,-1.0785,0.4933,-0.9205,-1.7423,,,,
vue,20260403,4.4007,0.9541,-0.0491,-0.3023,0.8095,,,,
matin,20101018,5.9254,0.4254,1.1027,0.8743,-1.7137,,,,
matin,20140903,4.6713,-1.354,0.4272,0.2574,-1.5236,,,,
matin,20151115,4.339,-0.0359,-0.8369,2.0739,-0.2126,,,,
mettre,20080305,4.2188,-3.1399,0.8527,-2.0085,-0.2703,,,,
mettre,20090105,6.8222,-2.0871,-0.3817,1.0932,1.0139,-2.0502,-0.2391,1.3849,0.8839
mettre,20200311,5.128,3.0518,-0.5343,-2.1498,2.6726,,,,
semble,20080504,5.185,2.5775,-0.0553,-0.4825,0.7899,,,,
semble,20081028,4.8036,-0.9439,-1.2654,0.9362,1.3636,,,,
semble,20220629,21.2613,-0.8409,-2.1578,-0.5497,-0.2091,-1.2855,-2.0144,-0.7651,0.2741
aucun,20150323,4.4823,-0.5777,-0.3909,1.2179,0.1393,,,,
aucun,20200317,5.3029,3.448,-0.9653,-2.0983,1.0815,,,,
aucun,20220611,96.8791,-1.0308,-1.3046,-0.1613,-0.2093,-1.3862,-1.2416,-0.2968,0.1331
sécurité,20091228,4.7521,2.3553,0.2753,0.4512,-0.3922,,,,
sécurité,20110317,5.0754,0.3198,1.9282,-1.0867,-1.7842,,,,
sécurité,20151115,16.3434,2.462,-0.1943,2.181,0.1203,2.486,-0.7269,1.8468,-0.2226
sécurité,20160323,4.7764,0.2912,-0.3702,1.2505,0.0251,,,,
sécurité,20160715,5.5687,3.2777,0.0488,0.5021,1.4069,,,,
sécurité,20251020,4.1249,1.8898,-1.6924,-1.4318,-0.0482,,,,
sécurité,20260310,4.1334,-3.7568,1.7188,-0.2021,0.3901,,,,
ville,20200311,4.5641,-2.783,2.5766,1.4957,-0.3884,,,,
ville,20220611,5.7422,-0.5777,-1.5352,-0.6597,0.8244,,,,
tant,20220521,4.3671,-0.7329,1.5448,-0.1519,-0.0842,,,,
tant,20220909,4.0065,1.5686,-0.134,-0.6009,0.2565,,,,
effet,20080501,5.024,-1.1517,0.6282,-1.4612,2.0029,,,,
effet,20091207,4.8883,0.6635,1.2822,-0.0628,1.0976,,,,
effet,20220629,5.326,0.7206,-1.5673,-1.2039,0.6458,,,,
effet,20240422,5.8994,2.2415,-1.0316,1.0758,-0.0745,,,,
effet,20240829,6.1736,-1.2866,2.1816,0.7629,2.6009,-0.9488,2.3657,1.872,2.4756
national,20081124,4.1173,0.8934,0.5867,-0.8926,-0.2962,,,,
national,20110320,7.6804,0.9694,1.8586,1.2424,0.6655,1.1487,1.4889,1.6096,0.3479
national,20120422,9.8604,2.5155,-0.2314,1.4809,-0.3447,2.4674,-0.7206,0.9964,-0.6435
national,20140325,8.6577,1.0307,1.0864,-0.0204,-0.7127,0.9908,0.9313,-0.2245,-0.615
national,20150323,17.6298,-0.0015,0.3194,0.7924,0.5309,-0.0795,0.1414,0.9424,0.4327
national,20151206,18.8709,0.65,0.9591,1.7743,0.2907,0.7274,0.5737,1.7916,-0.0695
national,20170508,12.3633,-1.7812,2.1989,-1.8509,1.1167,-1.7238,2.6329,-0.799,1.5644
national,20190528,7.3231,-2.0105,1.7086,-1.0799,-0.6943,-2.022,2.0064,-0.9193,-0.3019
national,20210628,5.0282,-2.7381,2.4931,-0.3434,1.2733,,,,
national,20220611,18.2444,0.7185,-0.4137,0.5474,0.2195,0.6234,-0.5425,0.3356,0.4183
