mot,total,jours_actifs,n_medias
immobiliers,105138,6691,36
to,257938,6752,36
budapest,44566,5909,36
perfection,37337,6553,36
prolifération,44748,6355,36
éventuels,44948,6564,36
salue,106416,6733,36
venezuela,82244,6229,36
matérielle,24950,6083,36
radios,45612,6555,36
l'ile,71465,6645,36
subsiste,21854,6051,36
prélèvement,86213,6537,36
détaillé,152546,6691,36
bêtes,89318,6630,36
chuté,139973,6788,36
autrichien,35807,6193,36
inspecteurs,31327,5785,36
amène,69491,6670,36
cordes,97664,6703,36
défendue,42072,6488,36
saxons,25805,6247,36
d'inflation,42838,5700,36
pouce,103351,6731,36
pop,253812,6763,36
d'imaginer,54972,6632,36
fournie,42590,6500,36
rois,108447,6650,36
rayonnement,59117,6534,36
expriment,30229,6266,36
attribuée,56419,6585,36
majors,20936,5613,36
daily,86731,6677,36
l'agitation,17383,5764,36
imposés,85418,6758,36
plier,55019,6691,36
invisible,50527,6584,36
saine,74726,6635,36
réduisant,54304,6575,36
orientales,73333,6534,36
transféré,75633,6685,36
l'échelon,31210,6293,36
chancellerie,30385,5597,34
légères,44756,6511,36
islamistes,112577,6630,36
théories,34953,6058,36
jouit,26326,6304,36
d'associations,116791,6710,36
prendront,74002,6635,36
riz,74520,6635,36
architecture,60229,6605,36
l'idéal,53392,6648,36
compliquée,161345,6744,36
l'impulsion,67072,6708,36
com,1537371,6803,36
ralenti,73573,6705,36
résultant,20610,5586,36
marocaine,37790,6181,36
proportionnelle,30582,5734,36
d'exprimer,37275,6418,36
ambiguïté,28802,6203,36
caroline,246828,6770,36
retours,180411,6754,36
lucidité,42776,6559,36
soyons,56150,6661,36
touchée,125917,6774,36
floride,101064,6613,36
l'ordonnance,28103,5574,36
vérification,57116,6519,36
mythique,126734,6764,36
bbc,96039,6719,36
accueillis,176656,6691,36
jugements,20942,5831,36
monnaies,33079,5844,36
montrait,53777,6715,36
taxi,81924,6677,36
hôtes,55071,6640,36
réouverture,172665,6637,36
commencée,28978,6321,36
exprimées,28817,6034,36
s'étonner,15383,5574,36
fréquentation,250656,6762,36
barrière,124437,6713,36
implicitement,14174,5138,36
présumé,126545,6747,36
lâcher,157105,6784,36
banquier,51930,6553,36
élargi,67766,6629,36
rythmes,119797,6640,36
découverts,65154,6601,36
valait,45857,6679,36
formulée,28909,6187,36
légèreté,52086,6613,36
reproduire,80159,6691,36
canadienne,61234,6577,36
tunisien,49920,6034,36
l'observatoire,140000,6712,36
écart,93815,6774,36
philippines,48320,6065,36
d'humour,95354,6720,36
kilomètre,78767,6670,36
scénarios,93770,6714,36
japonaises,31687,6139,36
tunnel,102260,6672,36
l'implantation,70936,6595,36
bourgeoise,19640,5964,35
d'observation,59313,6623,36
réhabilitation,141026,6702,36
remède,27652,6242,36
commentateurs,25036,6131,36
n'avez,105006,6742,36
mobilisé,115289,6734,36
autorisées,49544,6446,36
s'adressant,39085,6444,36
conclus,17967,5427,36
diffusés,58269,6652,36
perçue,47017,6552,36
l'inauguration,150496,6683,36
portaient,45088,6571,36
d'aix,90684,6611,36
l'euro,349558,6796,36
célébration,82804,6662,36
impératifs,20997,5922,36
plénière,33556,5833,36
différemment,69646,6660,36
phare,202506,6774,36
cuivre,54626,6479,36
adaptés,133123,6682,36
curieuse,25227,6261,36
facto,41378,6415,36
moderniser,49824,6536,36
baptiste,249524,6774,36
suffira,48164,6643,36
illustration,46804,6573,36
adolescent,94785,6677,36
d'oise,98989,6658,36
peugeot,133748,6715,36
litres,129760,6716,36
autorisant,36959,6320,36
musicales,138744,6709,36
chemise,63800,6645,36
auto,166825,6756,36
d'acquérir,68834,6669,36
attendaient,70536,6719,36
réunification,21943,5224,36
pitié,38491,6489,36
élites,61535,6607,36
brèche,40936,6565,36
soif,48869,6606,36
alfred,35347,6378,36
invitant,55385,6591,36
louer,91512,6670,36
fraîcheur,109345,6748,36
scandales,49768,6446,36
rapporter,59499,6665,36
douloureuse,49836,6634,36
d'autorité,26297,6014,36
délinquance,114221,6660,36
industrialisés,10576,3724,36
d'efficacité,59776,6623,36
équipé,129218,6719,36
appartenance,29837,6160,36
sarkozy,794264,6801,36
permettraient,27180,6188,36
milices,38349,5916,34
respectives,42320,6552,36
australien,79123,6702,36
réveil,158698,6764,36
déposés,159199,6652,36
l'en,53422,6599,36
d'interdire,48080,6399,36
photographes,95444,6719,36
quittent,55027,6665,36
génocide,75316,6209,36
théâtres,42858,6279,36
participations,72777,6682,36
régression,21121,5763,36
signifier,32630,6419,36
perdues,55205,6656,36
propriétés,76009,6597,36
pairs,48247,6603,36
résidents,319634,6647,36
s'imposent,48574,6615,36
l'antenne,157091,6748,36
duc,95559,6622,36
éthique,59996,6590,36
argentin,89668,6705,36
techniquement,64345,6696,36
écrasé,58187,6590,36
lice,156378,6778,36
bloqués,72461,6604,36
présidentielles,47095,6447,36
résiste,53740,6689,36
pourvu,30954,6411,36
pratiquée,39229,6501,36
l'egypte,59516,6274,36
d'autonomie,78452,6537,36
l'américaine,72619,6711,36
l'allure,32681,6516,36
ému,92094,6716,36
finesse,44276,6591,36
cahiers,38858,6419,36
remporte,134295,6779,36
essor,46551,6550,36
l'alcool,144573,6738,36
piliers,77445,6683,36
anime,88067,6664,36
loisir,119129,6695,36
prononcées,32902,6064,36
groupements,19274,5458,36
préliminaire,91358,6605,36
applicable,33085,6150,36
enceinte,119433,6732,36
agit,55470,6578,36
risquait,27954,6273,36
prioritaires,87107,6623,36
établit,29072,6279,36
vendues,85638,6702,36
séduction,35972,6531,36
l'ue,417490,6774,36
terrasse,179214,6705,36
comportent,24546,6131,36
aimait,69912,6618,36
elisabeth,118793,6680,36
bienvenue,162492,6769,36
reportages,44415,6595,36
dispute,90267,6711,36
brisé,54662,6624,36
médiateur,61638,6541,36
surprenante,50896,6659,36
dotés,48331,6543,36
restaient,55684,6704,36
bush,63952,6274,36
l'espagnol,126004,6782,36
blindés,33549,5697,36
commerces,370220,6751,36
convergence,41746,6304,36
tournées,83490,6665,36
fantôme,45733,6541,36
marquent,43604,6557,36
mali,161679,6547,36
cousin,86109,6688,36
retrouvera,117882,6769,36
vifs,25216,6194,36
équivoque,18847,5647,36
technicien,195864,6775,36
cafés,87905,6668,36
appartenait,33953,6421,36
loup,159644,6694,36
conseillé,107795,6723,36
versée,66817,6598,36
demandaient,35118,6464,36
indication,35027,6381,36
détracteurs,58102,6673,36
clairs,45758,6545,36
uf,113276,6488,36
l'affirmation,15776,5474,36
survenue,86520,6680,36
chantage,40760,6052,36
risquerait,16621,5539,36
romaine,51873,6528,36
chants,245130,6681,36
baisses,82301,6601,36
canon,64068,6688,36
crier,49200,6621,36
piscine,315921,6749,36
d'investir,90171,6680,36
serais,67921,6726,36
vengeance,46678,6511,36
die,40894,6262,36
modifie,26921,6218,36
intéressées,92553,6610,36
l'autoroute,123489,6663,36
justes,42415,6546,36
poudre,77947,6699,36
s'occupe,101008,6706,36
domestique,53782,6583,36
edgar,23190,5712,36
coûteuse,34454,6377,36
d'assister,61728,6670,36
ralentir,68776,6632,36
contours,59268,6609,36
biologique,99741,6704,36
nocturne,141941,6681,36
exportateurs,24110,5432,35
surnommé,78168,6705,36
divise,44808,6521,36
d'offres,156629,6722,36
prétendu,21365,5906,36
lyonnaise,57590,6630,36
défendant,40909,6519,36
l'enceinte,106937,6700,36
notions,42318,6452,36
trajectoire,109268,6706,36
renaud,157617,6737,36
envahi,52379,6609,36
facultés,18942,5576,36
corporation,25690,5853,36
approuver,19138,5526,36
abandonne,32800,6520,36
lumineux,86507,6607,36
jurisprudence,43868,6216,36
xviiie,95841,6700,36
goûts,99317,6687,36
d'aborder,67158,6694,36
magazines,50505,6669,36
rendrait,25663,6068,36
lee,89764,6705,36
âges,129316,6691,36
percée,54234,6623,36
l'entraîneur,420520,6802,36
proclamation,22205,5684,36
dise,47233,6656,36
atteignant,51702,6560,36
king,98927,6711,36
nettoyage,186603,6715,36
d'établissement,73498,6461,36
réglementaire,78051,6653,36
introduction,47785,6498,36
intelligent,61606,6672,36
suscitent,30110,6351,36
l'apprentissage,126616,6670,36
rhétorique,33307,6189,36
directoire,60772,6352,36
boucle,162652,6773,36
gorge,80298,6727,36
résidant,69011,6631,36
rivalité,42224,6465,36
orthodoxe,31330,5937,36
compatible,71968,6535,36
survient,59969,6597,36
cardiaque,128908,6691,36
lord,18698,5292,36
félix,91364,6574,36
davis,78723,6589,36
travailleur,46450,6491,36
précisent,91810,6592,36
traduisent,26982,6231,36
reposer,82290,6718,36
réservées,56989,6579,36
disaient,46464,6604,36
indépendantes,37224,6378,36
championne,235153,6773,36
percevoir,108004,6497,36
soupçon,32391,6414,36
religions,46179,6420,36
tirées,42615,6572,36
pic,593829,6759,36
réjouir,53415,6676,36
motivations,63629,6606,36
d'objets,114015,6651,36
gueule,94576,6768,36
parent,105104,6670,36
pencher,65967,6688,36
put,13650,5313,36
fabriqué,85446,6674,36
d'enseignants,46791,6206,36
préparés,75735,6628,36
variétés,89421,6612,36
avoué,78158,6752,36
d'alarme,64744,6655,36
fondées,21525,5793,36
mathieu,359717,6793,36
brutalité,31282,6292,36
ramène,46649,6641,36
sonne,63169,6718,36
concorde,46109,6234,36
puisqu'ils,60062,6693,36
souhaitaient,53494,6619,36
provisoires,37027,6378,36
codes,137252,6708,36
d'inquiétude,54509,6634,36
marseillais,189549,6789,36
négatifs,70997,6593,36
admirable,13685,5453,36
plates,65548,6592,36
marocains,27995,5598,36
savaient,47600,6598,36
habituelle,77488,6632,36
situent,39097,6498,36
régulières,57192,6558,36
bourg,460405,6733,36
policières,70145,6429,36
oriental,23645,5861,36
opérationnel,154165,6771,36
d'équipements,65549,6605,36
fouet,67892,6728,36
exceptionnels,65992,6655,36
spirituelle,29190,6290,35
occupait,42354,6581,36
allées,137040,6724,36
quotas,80546,6622,36
d'entretien,124965,6693,36
teneur,40294,6377,36
reproduction,64320,6538,36
déboucher,35516,6466,36
islamiste,129624,6686,35
explicite,31891,6345,36
puissantes,38755,6427,36
cirque,227860,6711,36
edf,167722,6722,36
tissus,82267,6562,36
l'appartement,104556,6689,35
conduites,53906,6593,36
classés,99515,6710,36
masquer,30379,6376,36
horaire,141594,6682,36
éducatif,110429,6648,36
bière,122302,6684,36
favoris,122512,6782,36
princesse,164680,6659,36
répandue,31899,6328,36
s'emparer,47452,6612,36
d'ordinaire,48663,6577,36
hésite,24423,6320,36
cohabitation,43517,6484,36
divisés,31853,6384,36
réglée,26810,6320,36
l'élite,87308,6735,36
légales,45232,6421,36
nerveux,43443,6575,36
adeptes,78315,6692,36
suspense,112564,6787,36
voulue,40774,6522,36
camille,249482,6740,36
bombardement,36912,5677,36
dormir,109061,6713,36
sel,129403,6695,36
catégoriquement,25024,5851,36
trouveront,47592,6588,36
doucement,74572,6713,36
dépêche,109008,6460,36
rubrique,71453,6653,36
approuve,28236,6223,36
holding,57438,6264,36
heurts,52506,6228,36
prêtes,55538,6624,36
l'ultime,67021,6724,36
négociateurs,26150,5239,35
tabou,65153,6648,36
transporté,121376,6709,36
délivré,67058,6671,36
découvrent,94048,6694,36
hollywood,89927,6720,36
renforts,66457,6641,36
opté,88396,6750,36
l'incapacité,37658,6455,36
cinéastes,38430,6325,36
décerné,58255,6593,36
exceptionnellement,70543,6640,36
d'exécution,27857,6028,36
isolée,42852,6501,36
monarchie,41508,6010,36
tienne,38659,6583,36
littoral,188108,6707,36
réclusion,94838,6472,36
creuser,69257,6730,36
partagés,92153,6659,36
restriction,49118,6327,36
conjoint,114155,6567,36
black,185875,6746,36
racontent,86114,6645,36
abdel,48797,6079,35
solennellement,17566,5429,36
présumés,87575,6692,36
hospitalier,263480,6725,36
spatiale,92351,6399,36
attachée,56767,6594,36
réussie,98138,6742,36
traversent,47960,6560,36
instauré,51792,6555,36
concentré,93423,6755,36
ravitaillement,43334,6331,36
donald,733302,6323,36
combattu,34423,6287,36
tranché,65817,6664,36
d'heures,68269,6653,36
abandonnés,50161,6515,36
pratiquent,52958,6588,36
engage,42479,6523,36
modifiée,30261,6309,36
croyez,37157,6571,36
m'avait,85946,6725,36
raid,113653,6704,36
vécue,54252,6628,36
composantes,33791,6327,36
inspire,40809,6590,36
travaillistes,15107,3598,34
insuffisantes,28945,6052,36
bouleversé,58445,6622,36
philosophique,25202,6128,36
fondements,23632,6059,36
unitaire,29747,5939,36
regardent,49364,6593,36
soulignait,72106,6704,36
résolus,14092,5307,36
opérer,46236,6583,36
prolongement,63186,6616,36
papa,218271,6772,36
exclusive,42462,6453,36
s'attache,32282,6411,36
mac,48598,6554,36
considérait,25162,6147,36
nathalie,365914,6787,36
subtil,29300,6465,36
batterie,206793,6733,36
garcia,185924,6777,36
tranquillement,80548,6770,36
chroniques,70015,6578,36
d'émission,28483,6057,36
d'adaptation,50784,6525,36
frappés,33031,6361,36
dirigeante,75466,6628,36
reconversion,75432,6544,36
vint,13952,5420,36
instruction,36083,6228,36
solliciter,67692,6625,36
brûlé,85485,6674,36
regrouper,51934,6566,36
fixant,24911,6085,36
visés,60933,6562,36
plonger,98023,6757,36
l'exil,34710,6271,36
spécificité,48369,6581,36
intensité,82686,6699,36
affecte,35186,6268,36
noblesse,32475,6414,36
cassé,84536,6738,36
constatant,27061,6236,36
négliger,26221,6293,36
ouvrent,70736,6689,36
tranches,74080,6644,36
trouverait,15799,5607,36
rituel,51845,6610,36
émotions,171837,6742,36
certificat,99124,6609,36
amer,52326,6661,36
plaider,42493,6402,36
obligatoirement,42485,6510,36
mesuré,48482,6604,36
accomplis,15542,5488,36
illégal,70882,6576,36
ombre,40913,6559,36
nié,74144,6623,36
attribue,28922,6285,36
laissera,56167,6691,36
ancêtres,41382,6455,36
entiers,37231,6418,36
bal,229469,6747,36
l'équipage,90565,6654,36
big,131664,6750,36
oppositions,53368,6187,36
l'expulsion,54170,6449,35
énormément,207986,6796,36
veuille,19663,5928,36
plancher,88710,6743,36
d'édition,53837,6534,36
pionniers,36384,6426,36
flambée,76750,6471,36
racheté,87993,6695,36
offerts,108472,6666,36
meurtres,62355,6535,36
plastiques,133882,6667,36
départementales,136508,6597,36
viol,195423,6649,36
conformes,45113,6451,36
mensuelle,50104,6543,36
d'assaut,71443,6650,36
vincennes,46504,6343,36
cohérente,31699,6330,36
estimation,82459,6616,36
l'édifice,102879,6671,36
iraniens,67786,6135,36
l'aurait,59128,6637,36
l'évaluation,54173,6490,36
exploser,80646,6743,36
d'orchestre,57044,6609,36
ruine,28013,6323,36
progressistes,25063,5458,34
accélération,61565,6635,36
disputé,144226,6771,36
emprunter,75575,6679,36
dérisoire,19133,5919,36
inéluctable,27972,6296,36
prénom,136108,6723,36
interministériel,27842,5540,36
l'originalité,36564,6509,36
rappelait,58852,6628,36
impasse,58736,6606,36
pommes,143973,6656,36
aîné,74180,6679,36
ralliement,40370,6369,36
oubliés,71187,6687,36
s'étendre,41599,6466,36
drames,42265,6487,36
plateaux,95735,6694,36
denrées,63273,6433,36
top,542682,6803,36
laine,66890,6514,36
d'unité,30194,6087,36
l'explication,29241,6432,36
débouché,41406,6526,36
l'oubli,38055,6476,36
consultatif,30729,5972,36
concentre,80954,6693,36
bonnet,104764,6660,36
conçus,50866,6460,36
regroupés,48124,6639,36
finira,48467,6662,36
accents,39186,6565,36
identifiés,99811,6653,36
infractions,92483,6522,36
lang,38923,6134,36
analyser,61928,6601,36
distributeurs,101311,6679,36
rejoignent,60238,6640,36
clandestin,19921,5631,36
l'optimisme,32299,6419,36
préoccupé,24103,6043,36
udf,6908,2318,34
west,113451,6757,36
s'avère,106609,6747,36
courbe,59019,6564,36
d'économies,102923,6601,36
dures,34238,6471,36
constitués,33047,6309,36
caricature,32407,6327,36
pacifiques,20011,5170,36
métallurgie,23299,5601,35
flamme,108333,6675,36
deviendrait,28023,6301,36
continents,48675,6582,36
durcissement,40360,6272,36
continueront,42420,6487,36
serment,39280,6067,36
parcs,129308,6648,36
montrés,46924,6658,36
d'impôt,113193,6597,36
repères,78798,6750,36
parfum,86789,6698,36
festivals,121745,6682,36
inclus,115422,6704,36
interprétations,25892,6204,36
dissidents,18935,5158,36
prône,55085,6665,36
basculer,94967,6743,36
âmes,46598,6547,36
canadiens,48321,6361,36
jo,389092,6800,36
éclate,31872,6418,36
bijoux,176692,6735,36
baroque,57275,6566,36
pan,54963,6566,36
honorable,31660,6476,36
croisés,74074,6717,36
syrienne,94981,5656,36
confrontée,72562,6650,36
latino,38655,6328,36
tester,177512,6744,36
l'immobilier,146802,6734,36
pesé,54181,6724,36
servira,80784,6712,36
déterminés,49444,6553,36
chasser,49457,6579,36
banal,35193,6493,36
généralisation,38887,6180,36
institutionnel,30710,6174,36
arrivées,121790,6721,36
phases,143903,6728,36
recueillies,32209,6243,36
antenne,68121,6571,36
éloignés,47293,6515,36
scolarité,80775,6591,36
abandon,51689,6592,36
poètes,44986,6370,35
aix,106220,6643,36
mystique,19319,5849,35
l'axe,101786,6751,36
réciproque,21814,6028,36
collaborer,37845,6313,36
suédoise,59512,6522,36
d'accélérer,52293,6517,36
profonds,31588,6288,36
crucial,87169,6700,36
spéculations,35116,6299,36
l'imaginaire,58397,6596,36
solaire,149602,6704,36
d'avancer,67985,6685,36
fréquente,50553,6560,36
finistère,375267,6704,36
provoquent,29846,6277,36
berne,51199,6591,36
formulé,32318,6295,36
nus,46518,6544,36
conseille,96319,6714,36
stabiliser,49804,6600,36
d'augmentation,44574,6367,36
roy,91849,6689,36
perdant,59647,6734,36
d'ouvriers,18378,5704,36
décrété,41433,6194,36
marchande,46267,6516,36
grain,72072,6688,36
géré,119434,6761,36
mosquée,95577,6372,35
hôte,51252,6562,36
pénible,29582,6381,36
préférer,30787,6421,36
vendent,48788,6623,36
lâché,140649,6789,36
bob,77675,6684,36
mystérieuse,40809,6517,36
sexuelles,223863,6617,36
préjugés,41275,6463,36
escale,74194,6642,36
comptabilité,44460,6459,36
créatrice,76342,6598,36
consortium,51223,6199,36
évoqués,55660,6566,36
exercée,21780,5943,36
invitée,118506,6738,36
fabriqués,76306,6608,36
timbre,42658,6362,36
oreille,75947,6692,36
fracture,104758,6752,36
d'auteur,46095,6528,36
employer,21123,5990,36
revu,95892,6760,36
inscriptions,478305,6673,36
dumas,61862,6581,36
habituels,96831,6686,36
intéressantes,53201,6669,36
rédiger,37916,6458,36
prolonge,50987,6620,36
d'essence,44873,6516,36
d'échange,105620,6668,36
datée,29507,6267,36
carrières,73135,6625,36
maghreb,38795,6260,36
réunissent,49642,6604,36
audition,94969,6608,36
privatisation,39290,5961,36
l'était,31573,6472,36
emprunté,55686,6688,36
contradictoire,24596,5962,36
fureur,29252,6350,36
développées,31598,6296,36
écarts,63028,6691,36
gras,146694,6708,36
séparent,39004,6556,36
reproduit,30960,6344,36
stagnation,24657,5715,35
edmond,32572,6106,36
horizon,82811,6659,36
consolidation,48328,6415,36
examine,19627,5640,36
égards,16782,5619,36
idéale,91805,6724,36
manteau,51721,6366,36
brown,71398,6667,36
conçoit,27424,6187,36
convoquer,27519,6052,36
exclue,29224,6156,36
inspirés,54090,6642,36
pérou,52979,6343,36
d'échec,35420,6412,36
mensonges,54236,6502,36
cure,56671,6651,36
catastrophes,56920,6486,36
roues,165736,6756,36
modestie,24589,6317,36
convoi,64357,6494,36
hebdomadaires,74497,6655,36
parallèles,25123,6124,36
décourager,32660,6414,36
nées,48911,6565,36
licenciés,268203,6687,36
ball,127725,6717,36
maigre,38954,6618,36
connaissons,48138,6517,36
traîne,52983,6689,36
douane,87687,5952,36
siéger,30512,5963,36
battent,57955,6635,36
critiquée,48571,6523,36
impressionnante,75439,6748,36
serai,123083,6776,36
solidité,57687,6691,36
crâne,60018,6636,36
interprétée,40486,6496,36
upi,563,363,31
fêter,199362,6770,36
coexistence,9681,4158,36
reviendrait,32328,6391,36
forcés,29954,6141,36
sélectionnés,101590,6683,36
solidement,22654,6185,36
mêlent,41132,6526,36
qu'ailleurs,32317,6412,36
d'utilisation,86597,6602,36
couloir,84987,6729,36
légalement,35763,6256,36
affaibli,41268,6519,36
filières,111697,6613,36
voyager,124538,6720,36
réclamait,32681,6333,36
prudente,30224,6338,36
aurions,50359,6632,36
baie,162655,6705,36
délivrer,51293,6595,36
l'horreur,46276,6422,36
vieillesse,32873,6095,36
cessation,32518,5972,36
mettrait,30876,6356,36
alimenté,49249,6604,36
essence,69212,6625,36
croisière,99090,6686,36
promu,86206,6746,36
mentale,126056,6600,36
fourniture,47889,6381,36
arrivait,61647,6684,36
amoureuse,82133,6684,36
soulever,36780,6406,36
arbre,122529,6652,36
représentaient,36191,6402,36
mao,25016,5685,36
censée,62148,6664,36
vendeurs,89131,6687,36
sahara,27011,5347,36
prédit,58495,6718,36
répétées,39597,6393,36
domestiques,54438,6551,36
financial,50576,6276,36
remaniement,49452,5650,35
plaindre,43349,6615,36
l'instrument,30337,6166,36
chic,89289,6741,36
centristes,39137,5840,36
secrètes,21839,5876,36
l'accession,44833,6515,36
approfondie,32663,6144,36
volée,93826,6761,36
innovations,65658,6552,36
projections,107946,6690,36
chaise,66499,6604,36
rêvent,38707,6591,36
d'austérité,52994,5650,35
rda,10952,3160,36
amsterdam,55864,6502,36
verront,71605,6678,36
raisonnables,33504,6414,36
colline,49890,6507,36
boeing,125688,6254,36
aéronautique,70286,6524,36
révélateur,31013,6425,36
l'ocde,65098,6007,36
majesté,37140,6387,36
falloir,172674,6787,36
rétrospective,46959,6553,36
précarité,97181,6618,36
syndicaliste,51998,6486,36
dessinée,95959,6683,36
évêque,38238,6326,35
sphère,55555,6597,36
poursuivant,41778,6574,36
rétabli,34554,6330,36
danser,138518,6702,36
tricolore,148339,6793,36
matérielles,21200,5862,36
cadavre,44220,6394,36
rivalités,18741,5813,36
automobilistes,155460,6729,36
stimuler,42493,6431,36
rassurant,81529,6743,36
informatiques,86925,6649,36
poursuivra,102388,6652,36
l'élu,281574,6729,36
campus,129595,6607,36
marines,71258,6555,36
pompe,103633,6731,36
moulin,296795,6738,36
défensive,66568,6659,36
jet,90967,6726,36
impératif,52893,6584,36
gendarme,123692,6721,36
tractations,33979,6123,36
verrait,37069,6601,36
mêlée,136147,6723,36
suggestion,14568,5440,36
menacées,43649,6520,36
time,100334,6743,36
majoritaires,31753,6258,36
l'insécurité,47389,6399,36
licencié,78314,6665,36
associer,52880,6582,36
aéroports,96024,6535,36
sèche,76103,6671,36
d'exportation,15226,4913,35
explosions,45482,5946,36
employeur,89931,6664,36
informée,31378,6187,36
copenhague,45041,6003,36
compté,63206,6681,36
pourrons,62549,6624,36
opportun,23438,6023,36
l'économiste,60116,6574,35
berger,104664,6587,36
américano,20173,5326,36
séparé,44806,6507,36
excellence,67069,6645,36
péri,65101,6614,36
peloton,160809,6752,36
pensaient,48410,6653,36
tardive,40105,6518,36
résistants,51555,6416,36
constituerait,21201,5830,36
refusée,34071,6402,36
trésors,75734,6664,36
biologie,41220,6369,36
survécu,62754,6613,36
manquera,45624,6615,36
dépenser,64356,6675,36
touristiques,98715,6656,36
synonyme,100145,6766,36
pouvais,101006,6743,36
défaillance,38940,6448,36
ethniques,25443,5832,36
optique,95311,6645,36
pureté,18111,5754,36
obtenues,35647,6374,36
automatiques,45348,6429,36
élémentaires,46564,6389,36
élaborer,38003,6445,36
exploitants,54910,6500,36
résolue,20165,5837,36
motivation,168661,6763,36
retombées,59473,6613,36
positives,72907,6647,36
d'enfant,67601,6651,36
épuisé,32788,6443,36
maman,368549,6785,36
marbre,51036,6576,36
organisent,118968,6678,36
comprendra,36288,6398,36
infraction,59706,6479,36
chypre,43818,5748,36
souhaiterait,46945,6603,36
vélo,632185,6774,36
jouée,78892,6677,36
exposée,51779,6564,36
pessimisme,18119,5696,36
ethnique,28515,5983,36
l'empereur,34133,6062,36
perçoit,39813,6485,36
marquées,43617,6462,36
usa,149037,6786,36
mêler,35534,6544,36
editions,36490,6439,36
suffisait,35358,6588,36
réflexe,52002,6591,36
recommandation,57345,6397,36
diplômes,65861,6555,36
l'élément,27413,6226,36
ankara,50694,5278,34
familiaux,82199,6628,36
aménagement,120095,6619,36
variés,100723,6649,36
revendiquer,28905,6347,36
indicateurs,91396,6634,36
attendues,120653,6735,36
précédant,46189,6566,36
abou,60308,6231,36
affectée,42261,6502,36
constatent,40837,6460,36
refonte,49508,6494,36
effectue,76238,6685,36
pharmacie,129205,6712,36
inédits,46916,6542,36
d'organisations,24911,5890,36
l'utilité,35813,6380,36
laïque,116948,6657,35
discute,46644,6614,36
surgir,19601,5989,36
l'aider,70069,6682,36
généreuse,42626,6564,36
ong,135499,6733,36
s'associer,31227,6296,36
préface,15749,5436,36
diversification,49826,6443,36
intimes,49134,6567,36
american,55427,6509,36
mexico,34638,5882,36
tri,171637,6730,36
plaignent,29390,6326,36
emporter,113459,6698,36
sortira,80530,6716,36
diplômés,81809,6603,36
recteur,38423,6141,34
manifestée,9616,4587,36
bible,33200,6369,36
dieux,30543,6313,36
formel,22734,6051,36
l'entraînement,202461,6784,36
ad,39216,6460,36
masculine,88810,6644,36
l'écrit,26380,6169,36
remplaçant,94098,6773,36
relâche,57339,6653,36
s'agira,80686,6698,36
brésilienne,73042,6599,36
confiait,120244,6778,36
lévy,45880,6240,36
durera,47838,6572,36
définies,26631,6107,36
banlieues,34719,6142,36
antérieures,18321,5518,36
plonge,70057,6698,36
surenchère,24576,5992,36
agissant,24541,5922,36
recevait,71597,6662,36
nazi,36109,6085,36
signaux,65590,6555,36
fronts,37860,6464,36
remontent,75195,6678,36
fabius,55057,4924,36
déploie,48071,6500,36
subsistent,20453,5933,36
chauffage,136817,6643,36
aidant,42048,6486,36
raciste,63154,6344,34
brise,64759,6644,36
incarcéré,68886,6524,35
proclamer,10033,4363,36
solidaires,144766,6707,36
zurich,32329,5660,36
costa,98593,6634,36
adjoints,132739,6650,36
rencontrées,57763,6596,36
dérives,70125,6676,36
définis,34704,6321,36
atlantiques,61635,6386,36
foncier,116960,6601,36
précieuse,68971,6637,36
rocard,22424,4795,36
confère,26512,6218,36
locataires,118721,6639,36
prévaut,18648,5818,36
contrer,77761,6736,36
décrocher,173532,6796,36
l'acceptation,19912,5684,36
prestigieuse,69535,6694,36
lucide,38917,6572,36
l'intégralité,134462,6743,36
s'amuse,109914,6752,36
téléphones,118948,6746,36
lectures,86209,6630,36
républiques,11690,3934,36
brigitte,234837,6730,36
d'espérer,29304,6407,36
exercent,28075,6076,36
préférant,45708,6632,36
s'entretenir,26220,6085,36
samuel,182665,6771,36
jaunes,332694,6699,36
l'épisode,91839,6647,36
syriens,80395,5623,36
marx,25805,5698,36
vendue,79100,6668,36
visées,36819,6276,36
restes,71954,6546,36
persistance,22116,5716,36
consentement,291973,6152,36
songer,13990,5487,36
notons,34906,6358,36
déployé,94417,6695,36
éprouvé,25308,6266,36
oeuvres,150748,6488,35
débit,113017,6681,36
maximale,107336,6670,36
guitare,198177,6731,36
ferveur,42460,6507,35
planches,109094,6679,36
arsenal,103630,6761,36
écologiste,126447,6577,36
intégrée,59035,6569,36
divertissement,66190,6648,36
jacqueline,105326,6651,36
d'électeurs,39872,5854,35
d'asile,118749,6312,36
robes,68462,6593,36
animés,85976,6664,36
condamnant,25658,5929,36
emprunt,54608,6435,36
trompé,44009,6632,36
vérités,26176,6099,36
souris,100256,6717,36
l'impérialisme,4971,2789,36
limoges,77045,6545,36
athlètes,183615,6671,36
soie,48262,6522,36
excuses,96733,6672,36
baccalauréat,51821,6143,36
existé,37881,6493,36
l'investiture,52989,5981,36
hambourg,38319,6190,36
loyauté,31866,6071,36
financée,63121,6635,36
projeté,79004,6632,36
insuffisants,26607,6042,36
québec,68316,6531,36
inscrites,84926,6640,36
clinton,112908,6340,36
patriotique,20088,5629,36
demandera,25145,6180,36
détenteurs,39785,6430,36
soirs,94816,6715,36
l'emprise,62344,6582,36
