date,mot,surprise,f_t,X_t,N_t,p_t,p0,mu_b,r_b,supprime_nms
20160222,paquet,4.6491,4.99,191,3831436,2.243166e-05,0.0,1.24986e-05,5.32837,1
20160519,paquet,4.9328,5.15,228,4423011,1.167355e-05,0.0,1.24986e-05,5.32837,0
20161224,paquet,4.4178,4.91,133,2709330,3.821567e-05,0.0,1.24986e-05,5.32837,0
20170704,paquet,4.6816,4.99,211,4231269,2.081697e-05,0.0,1.24986e-05,5.32837,1
20170722,paquet,5.6752,5.8,162,2791412,2.112274e-06,0.0,1.24986e-05,5.32837,0
20220530,paquet,4.3594,4.76,200,4203339,4.371406e-05,0.0,1.24986e-05,5.32837,0
20231127,paquet,4.7495,5.02,230,4582808,1.78041e-05,0.0,1.24986e-05,5.32837,0
20240531,paquet,5.097,5.26,245,4658469,7.998086e-06,0.0,1.24986e-05,5.32837,0
20080829,voyageur,4.03,2.29,19,830412,9.332732e-05,0.00220459,4.99276e-06,8.8283,0
20100403,voyageur,9.2412,3.15,54,1713075,5.739015e-10,0.00220459,4.99276e-06,8.8283,0
20100406,voyageur,4.3743,1.89,37,1953358,4.22406e-05,0.00220459,4.99276e-06,8.8283,1
20111007,voyageur,5.4213,2.19,40,1825577,3.790917e-06,0.00220459,4.99276e-06,8.8283,0
20120525,voyageur,4.2337,1.81,40,2208503,5.839034e-05,0.00220459,4.99276e-06,8.8283,0
20150823,voyageur,17.3158,4.49,118,2629745,4.832622e-18,0.00220459,4.99276e-06,8.8283,0
20240811,voyageur,7.4432,2.35,86,3661823,3.603866e-08,0.00220459,4.99276e-06,8.8283,0
20250926,d'emprisonnement,4.6168,5.27,234,4444072,2.416535e-05,0.00132275,1.15703e-05,4.02308,0
20260708,d'emprisonnement,4.6743,5.34,202,3779273,2.116901e-05,0.00132275,1.15703e-05,4.02308,0
20081218,illusions,4.6481,1.57,16,1018633,2.248488e-05,0.00485009,2.20851e-06,5.0511,0
20120126,illusions,4.7604,1.23,28,2279564,1.736015e-05,0.00485009,2.20851e-06,5.0511,0
20180825,illusions,4.5428,1.09,36,3298795,2.865818e-05,0.00485009,2.20851e-06,5.0511,0
20211020,illusions,8.0977,1.51,82,5421313,7.985485e-09,0.00485009,2.20851e-06,5.0511,0
20220127,illusions,20.3055,3.15,167,5309792,4.948778e-21,0.00485009,2.20851e-06,5.0511,1
20220226,illusions,39.8484,5.89,242,4110234,1.417882e-40,0.00485009,2.20851e-06,5.0511,0
20220304,illusions,4.4164,1.0,47,4679264,3.833556e-05,0.00485009,2.20851e-06,5.0511,1
20180512,parvenue,5.9285,1.91,73,3813335,1.17891e-06,0.000440917,5.64944e-06,14.0617,0
20190525,parvenue,6.3028,1.95,81,4145639,4.97958e-07,0.000440917,5.64944e-06,14.0617,0
20210405,parvenue,5.6784,1.87,71,3793884,2.097163e-06,0.000440917,5.64944e-06,14.0617,0
20220620,parvenue,5.2556,1.73,83,4783922,5.55134e-06,0.000440917,5.64944e-06,14.0617,0
20080531,compatriote,4.5482,6.47,47,726607,2.829992e-05,0.0,1.18299e-05,3.64879,1
20080811,compatriote,4.5536,6.56,44,671133,2.795033e-05,0.0,1.18299e-05,3.64879,1
20080814,compatriote,8.1778,10.11,76,752074,6.64095e-09,0.0,1.18299e-05,3.64879,1
20080817,compatriote,18.1059,20.51,118,575212,7.835265e-19,0.0,1.18299e-05,3.64879,0
20080820,compatriote,5.3748,7.18,60,835536,4.219294e-06,0.0,1.18299e-05,3.64879,1
20080823,compatriote,5.1761,7.32,45,614559,6.666385e-06,0.0,1.18299e-05,3.64879,1
20100530,compatriote,4.0955,5.48,86,1568295,8.025572e-05,0.0,1.18299e-05,3.64879,0
20120805,compatriote,4.3206,5.5,149,2707366,4.779428e-05,0.0,1.18299e-05,3.64879,0
20080712,chevalier,7.7981,7.89,48,608066,1.591871e-08,0.000440917,1.37203e-05,8.44521,0
20080715,chevalier,6.6308,6.86,48,699567,2.339976e-07,0.000440917,1.37203e-05,8.44521,1
20090102,chevalier,44.568,29.95,184,614301,2.703998e-45,0.000440917,1.37203e-05,8.44521,0
20120715,chevalier,8.9047,6.81,192,2818745,1.245437e-09,0.000440917,1.37203e-05,8.44521,0
20130713,chevalier,5.2878,4.85,155,3193336,5.154851e-06,0.000440917,1.37203e-05,8.44521,0
20140714,chevalier,6.5348,5.59,152,2717656,2.91876e-07,0.000440917,1.37203e-05,8.44521,0
20150101,chevalier,12.2878,8.59,213,2479493,5.154082e-13,0.000440917,1.37203e-05,8.44521,0
20150715,chevalier,4.7315,4.52,155,3426216,1.855781e-05,0.000440917,1.37203e-05,8.44521,0
20160102,chevalier,20.3762,12.83,244,1902449,4.205743e-21,0.000440917,1.37203e-05,8.44521,0
20160715,chevalier,4.1933,4.25,132,3108785,6.406969e-05,0.000440917,1.37203e-05,8.44521,0
20170417,chevalier,6.9086,5.75,173,3010189,1.234194e-07,0.000440917,1.37203e-05,8.44521,0
20171231,chevalier,12.5881,8.97,173,1929298,2.581801e-13,0.000440917,1.37203e-05,8.44521,0
20190101,chevalier,6.2933,5.48,144,2628821,5.089652e-07,0.000440917,1.37203e-05,8.44521,0
20200102,chevalier,6.55,5.5,191,3470845,2.818403e-07,0.000440917,1.37203e-05,8.44521,0
20210102,chevalier,9.239,7.15,155,2168152,5.767335e-10,0.000440917,1.37203e-05,8.44521,0
20230101,chevalier,6.1644,5.39,147,2726326,6.848251e-07,0.000440917,1.37203e-05,8.44521,0
20230715,chevalier,6.0294,5.25,169,3216620,9.345812e-07,0.000440917,1.37203e-05,8.44521,0
20231230,chevalier,5.8164,5.19,147,2834230,1.526044e-06,0.000440917,1.37203e-05,8.44521,0
20250713,chevalier,5.6792,5.08,156,3069903,2.093177e-06,0.000440917,1.37203e-05,8.44521,0
20250812,chevalier,5.5477,4.97,171,3439521,2.83359e-06,0.000440917,1.37203e-05,8.44521,1
20260714,chevalier,4.4616,4.4,138,3138398,3.454664e-05,0.000440917,1.37203e-05,8.44521,0
20081124,écriture,13.1069,5.25,47,895319,7.817565e-14,0.0,7.13944e-06,15.3328,0
20161031,écriture,4.2064,2.01,54,2681543,6.217183e-05,0.0,7.13944e-06,15.3328,0
20171122,écriture,4.6481,1.91,108,5640892,2.248316e-05,0.0,7.13944e-06,15.3328,0
20201127,écriture,18.3271,4.38,192,4381899,4.709094999999999e-19,0.0,7.13944e-06,15.3328,0
20201130,écriture,11.8823,3.34,139,4160000,1.311352e-12,0.0,7.13944e-06,15.3328,1
20240311,écriture,4.5701,1.98,79,3998581,2.69115e-05,0.0,7.13944e-06,15.3328,0
20091228,exécuté,5.6235,3.13,30,958855,2.379672e-06,0.00793651,4.19397e-06,3.68017,0
20100726,exécuté,16.0776,6.46,111,1717858,8.364270000000001e-17,0.00793651,4.19397e-06,3.68017,0
20110922,exécuté,7.3161,3.27,68,2076517,4.829913e-08,0.00793651,4.19397e-06,3.68017,0
20111022,exécuté,4.127,2.21,36,1628924,7.46389e-05,0.00793651,4.19397e-06,3.68017,1
20120808,exécuté,4.0554,1.95,72,3687247,8.802824e-05,0.00793651,4.19397e-06,3.68017,0
20130321,exécuté,4.3562,2.03,86,4233196,4.403676e-05,0.00793651,4.19397e-06,3.68017,0
20150131,exécuté,4.4847,2.12,71,3345638,3.275581e-05,0.00793651,4.19397e-06,3.68017,1
20150422,exécuté,6.6069,2.78,116,4165436,2.472066e-07,0.00793651,4.19397e-06,3.68017,1
20150428,exécuté,6.663,2.81,113,4018350,2.17275e-07,0.00793651,4.19397e-06,3.68017,0
20150513,exécuté,5.6182,2.49,90,3611533,2.408759e-06,0.00793651,4.19397e-06,3.68017,1
20150525,exécuté,4.104,2.01,61,3034669,7.869564e-05,0.00793651,4.19397e-06,3.68017,1
20160102,exécuté,7.7329,3.47,66,1902449,1.849889e-08,0.00793651,4.19397e-06,3.68017,0
20150805,plongée,4.128,3.73,120,3217613,7.446966e-05,0.0,1.38857e-05,12.2386,0
20180705,plongée,6.0365,4.4,239,5429581,9.193368e-07,0.0,1.38857e-05,12.2386,1
20180708,plongée,10.1546,6.17,210,3405414,7.005307e-11,0.0,1.38857e-05,12.2386,0
20180711,plongée,4.2075,3.66,180,4918302,6.202056e-05,0.0,1.38857e-05,12.2386,1
20230621,plongée,5.9788,4.39,231,5266728,1.050023e-06,0.0,1.38857e-05,12.2386,0
20260506,plongée,6.8154,4.79,197,4110318,1.52972e-07,0.0,1.38857e-05,12.2386,0
20260515,plongée,4.6931,3.96,137,3458110,2.027174e-05,0.0,1.38857e-05,12.2386,1
20080603,instituts,4.3521,2.95,30,1017683,4.445618e-05,0.00485009,4.05731e-06,2.38229,1
20080703,instituts,5.2978,3.52,33,936336,5.037712e-06,0.00485009,4.05731e-06,2.38229,0
20080928,instituts,4.3506,3.19,23,720064,4.46029e-05,0.00485009,4.05731e-06,2.38229,1
20081013,instituts,4.0329,2.87,25,871801,9.270844e-05,0.00485009,4.05731e-06,2.38229,1
20081016,instituts,4.4133,2.92,33,1130223,3.861249e-05,0.00485009,4.05731e-06,2.38229,0
20110308,instituts,7.1597,3.95,89,2255307,6.922696e-08,0.00485009,4.05731e-06,2.38229,0
20120419,instituts,14.978,7.38,212,2870835,1.051955e-15,0.00485009,4.05731e-06,2.38229,1
20120422,instituts,18.6537,9.21,214,2324466,2.219892e-19,0.00485009,4.05731e-06,2.38229,0
20120507,instituts,7.3622,4.06,88,2167664,4.343482e-08,0.00485009,4.05731e-06,2.38229,1
20120609,instituts,5.6104,3.15,85,2696902,2.452368e-06,0.00485009,4.05731e-06,2.38229,1
20140322,instituts,4.1253,2.41,76,3151092,7.493148e-05,0.00485009,4.05731e-06,2.38229,1
20140524,instituts,5.8501,3.22,100,3102410,1.412077e-06,0.00485009,4.05731e-06,2.38229,0
20151206,instituts,8.0871,4.22,142,3364162,8.183699e-09,0.00485009,4.05731e-06,2.38229,0
20170423,instituts,14.9147,7.29,232,3181447,1.217127e-15,0.00485009,4.05731e-06,2.38229,0
20170508,instituts,4.0808,2.37,85,3593058,8.303232e-05,0.00485009,4.05731e-06,2.38229,1
20190525,instituts,5.2274,2.87,119,4145639,5.924115e-06,0.00485009,4.05731e-06,2.38229,0
20210619,instituts,4.3708,2.48,103,4160101,4.25829e-05,0.00485009,4.05731e-06,2.38229,0
20220409,instituts,6.2315,3.31,149,4502489,5.868586e-07,0.00485009,4.05731e-06,2.38229,0
20240630,instituts,4.3758,2.47,108,4372010,4.20956e-05,0.00485009,4.05731e-06,2.38229,0
20200615,méritent,9.4419,2.44,105,4299861,3.614587e-10,0.000440917,6.25112e-06,18.0152,0
20240925,méritent,5.7022,1.82,92,5053811,1.985183e-06,0.000440917,6.25112e-06,18.0152,0
20161127,glisser,4.2515,2.41,80,3321165,5.604072e-05,0.0,9.1871e-06,15.9091,0
20170129,glisser,4.2593,2.4,82,3412662,5.504212e-05,0.0,9.1871e-06,15.9091,1
20170423,glisser,6.421,2.99,95,3181447,3.793038e-07,0.0,9.1871e-06,15.9091,0
20220409,glisser,4.6114,2.42,109,4502489,2.446896e-05,0.0,9.1871e-06,15.9091,1
20220424,glisser,5.8087,2.75,111,4038281,1.553387e-06,0.0,9.1871e-06,15.9091,0
20160416,suffirait,5.463,1.12,38,3404227,3.443683e-06,0.00176367,2.35163e-06,7.68137,0
20110501,foules,4.083,1.75,31,1768580,8.260399e-05,0.00220459,4.79612e-06,9.86825,0
20120416,foules,4.4752,1.74,40,2296188,3.348282e-05,0.00220459,4.79612e-06,9.86825,0
20200811,foules,5.3564,1.77,66,3723867,4.401766e-06,0.00220459,4.79612e-06,9.86825,0
20210429,foules,4.9139,1.62,79,4863564,1.219341e-05,0.00220459,4.79612e-06,9.86825,0
20190224,recevant,4.6707,2.65,93,3510724,2.134764e-05,0.000881834,7.55211e-06,7.94925,0
20200314,recevant,11.7457,4.74,210,4429874,1.796113e-12,0.000881834,7.55211e-06,7.94925,0
20200715,recevant,9.0317,3.98,164,4125481,9.296468e-10,0.000881834,7.55211e-06,7.94925,0
20200718,recevant,6.9977,3.43,114,3324494,1.005294e-07,0.000881834,7.55211e-06,7.94925,1
20201016,recevant,10.5714,4.38,206,4704381,2.682593e-11,0.000881834,7.55211e-06,7.94925,0
20210713,recevant,6.5154,3.19,141,4425326,3.052055e-07,0.000881834,7.55211e-06,7.94925,1
20210722,recevant,7.4882,3.48,159,4573663,3.249747e-08,0.000881834,7.55211e-06,7.94925,1
20210725,recevant,7.9834,3.76,120,3194670,1.038847e-08,0.000881834,7.55211e-06,7.94925,0
20210812,recevant,4.411,2.54,98,3862347,3.881246e-05,0.000881834,7.55211e-06,7.94925,1
20211228,recevant,7.2328,3.49,121,3469214,5.85068e-08,0.000881834,7.55211e-06,7.94925,1
20211231,recevant,8.5449,3.99,113,2833309,2.851787e-09,0.000881834,7.55211e-06,7.94925,0
20161112,batailles,4.0219,1.58,46,2903185,9.508526e-05,0.0026455,4.63899e-06,8.63024,0
20181003,batailles,4.3716,1.52,87,5733647,4.250356e-05,0.0026455,4.63899e-06,8.63024,1
20181105,batailles,6.0023,1.91,78,4079849,9.947591e-07,0.0026455,4.63899e-06,8.63024,1
20181108,batailles,6.1911,1.89,99,5244295,6.440743e-07,0.0026455,4.63899e-06,8.63024,0
20181111,batailles,5.4224,1.82,67,3675116,3.780732e-06,0.0026455,4.63899e-06,8.63024,1
20190221,batailles,4.0687,1.48,74,5008753,8.535999e-05,0.0026455,4.63899e-06,8.63024,0
20210505,batailles,4.2002,1.5,78,5206670,6.306326e-05,0.0026455,4.63899e-06,8.63024,0
20100623,gagnent,4.5697,2.64,57,2158211,2.693206e-05,0.0,8.13365e-06,11.2517,0
20120305,gagnent,4.5736,2.68,53,1976452,2.669215e-05,0.0,8.13365e-06,11.2517,0
20221117,gagnent,31.1958,8.33,467,5609181,6.370708e-32,0.0,8.13365e-06,11.2517,0
20080111,marié,7.5435,4.81,47,976158,2.860724e-08,0.0,1.06404e-05,14.2625,1
20080114,marié,5.285,4.09,34,830422,5.187976e-06,0.0,1.06404e-05,14.2625,1
20080117,marié,7.3214,4.66,48,1029033,4.771165e-08,0.0,1.06404e-05,14.2625,1
20080201,marié,10.4798,5.81,60,1033454,3.312789e-11,0.0,1.06404e-05,14.2625,0
20080204,marié,10.1484,5.97,52,870957,7.105116e-11,0.0,1.06404e-05,14.2625,1
20080207,marié,5.7335,3.88,48,1238512,1.846928e-06,0.0,1.06404e-05,14.2625,1
20080210,marié,8.7051,5.39,48,890998,1.972101e-09,0.0,1.06404e-05,14.2625,1
20080213,marié,5.6124,3.92,44,1123267,2.441364e-06,0.0,1.06404e-05,14.2625,1
20080219,marié,7.1598,4.41,54,1224280,6.921655e-08,0.0,1.06404e-05,14.2625,1
20080228,marié,4.3791,3.36,41,1220111,4.177582e-05,0.0,1.06404e-05,14.2625,1
20080302,marié,4.3072,3.63,31,853926,4.929488e-05,0.0,1.06404e-05,14.2625,1
20080305,marié,5.7171,3.84,49,1274427,1.918331e-06,0.0,1.06404e-05,14.2625,1
20080323,marié,4.1126,3.89,24,617191,7.71543e-05,0.0,1.06404e-05,14.2625,1
20080501,marié,4.4104,3.97,26,655467,3.886818e-05,0.0,1.06404e-05,14.2625,1
20110131,marié,4.0121,2.89,64,2215155,9.725097e-05,0.0,1.06404e-05,14.2625,0
20140112,marié,4.0959,2.81,84,2990646,8.018197e-05,0.0,1.06404e-05,14.2625,0
20180325,marié,4.6311,2.89,119,4119304,2.338366e-05,0.0,1.06404e-05,14.2625,0
20220223,marié,10.0592,4.31,233,5406837,8.725835e-11,0.0,1.06404e-05,14.2625,0
20080126,profitant,8.7241,5.24,42,801957,1.887703e-09,0.0,1.19076e-05,26.4528,0
20080528,neufs,6.2135,4.95,55,1111303,6.116266e-07,0.0,1.18304e-05,10.4398,1
20080826,neufs,10.4281,7.33,62,845733,3.731967e-11,0.0,1.18304e-05,10.4398,0
20081203,neufs,5.0509,4.35,50,1149978,8.893131e-06,0.0,1.18304e-05,10.4398,0
20090225,neufs,4.8785,3.97,70,1761359,1.322963e-05,0.0,1.18304e-05,10.4398,1
20090529,neufs,4.3869,3.76,64,1700676,4.102858e-05,0.0,1.18304e-05,10.4398,0
20091029,neufs,4.1532,3.63,64,1761202,7.026726e-05,0.0,1.18304e-05,10.4398,0
20091125,neufs,4.0619,3.54,70,1979632,8.67084e-05,0.0,1.18304e-05,10.4398,1
20120627,neufs,20.62,9.07,469,5168573,2.398942e-21,0.0,1.18304e-05,10.4398,0
20140623,neufs,4.4964,3.56,112,3145997,3.188291e-05,0.0,1.18304e-05,10.4398,1
20140825,neufs,6.1781,4.33,115,2654450,6.63615e-07,0.0,1.18304e-05,10.4398,0
20141126,neufs,4.0573,3.29,144,4381883,8.763314e-05,0.0,1.18304e-05,10.4398,0
20201221,problématique,4.01,4.18,162,3871518,9.773487e-05,0.0,1.53534e-05,10.5776,0
20181223,brièvement,7.561,3.53,92,2607831,2.747677e-08,0.00132275,7.34764e-06,8.47617,0
20190501,brièvement,4.0081,2.3,85,3701740,9.814642e-05,0.00132275,7.34764e-06,8.47617,0
20190829,brièvement,4.1527,2.3,105,4567203,7.035541e-05,0.00132275,7.34764e-06,8.47617,0
20260813,brièvement,7.7788,3.51,109,3103147,1.664129e-08,0.00132275,7.34764e-06,8.47617,0
20100509,déficits,4.0837,8.47,137,1616847,8.246754e-05,0.00132275,9.51688e-06,1.15369,1
20100518,déficits,4.3002,8.81,190,2155886,5.009861e-05,0.00132275,9.51688e-06,1.15369,1
20100521,déficits,6.4836,13.16,263,1999206,3.283953e-07,0.00132275,9.51688e-06,1.15369,0
20100626,déficits,4.7332,9.81,145,1478479,1.848298e-05,0.00132275,9.51688e-06,1.15369,1
20110811,déficits,4.4219,9.09,176,1937030,3.78557e-05,0.00132275,9.51688e-06,1.15369,1
20110817,déficits,4.8277,9.89,193,1951775,1.487089e-05,0.00132275,9.51688e-06,1.15369,1
20110823,déficits,4.8952,10.0,207,2069406,1.272884e-05,0.00132275,9.51688e-06,1.15369,1
20110826,déficits,4.2654,8.76,181,2067124,5.427471e-05,0.00132275,9.51688e-06,1.15369,1
20110907,déficits,4.9997,10.23,197,1924918,1.000722e-05,0.00132275,9.51688e-06,1.15369,0
20090120,immenses,4.2561,1.64,29,1770962,5.545332e-05,0.00132275,4.56064e-06,12.5496,0
20200504,immenses,6.2169,1.67,71,4239631,6.069116e-07,0.00132275,4.56064e-06,12.5496,0
20210911,immenses,5.8777,1.64,66,4034764,1.325156e-06,0.00132275,4.56064e-06,12.5496,0
20080712,l'international,4.6195,7.89,48,608066,2.401736e-05,0.0,2.67514e-05,17.6398,1
20080901,l'international,6.0355,8.79,62,705584,9.215425e-07,0.0,2.67514e-05,17.6398,0
20081230,l'international,4.25,7.21,57,790068,5.622811e-05,0.0,2.67514e-05,17.6398,0
20101027,l'international,6.1621,7.64,161,2106405,6.885265e-07,0.0,2.67514e-05,17.6398,0
20110314,improbable,4.1412,2.11,41,1943504,7.224803e-05,0.0,7.26649e-06,16.9495,0
20160928,improbable,7.8063,2.53,114,4506541,1.561971e-08,0.0,7.26649e-06,16.9495,0
20221117,improbable,6.676,2.26,127,5609181,2.108553e-07,0.0,7.26649e-06,16.9495,0
20241227,sols,5.0469,8.03,225,2801661,8.976924e-06,0.0,1.63277e-05,3.95685,0
20080724,d'euros,4.4565,133.3,1065,798937,3.495142e-05,0.0,0.00040296,6.83794,1
20080730,d'euros,5.266,147.83,1168,790123,5.41981e-06,0.0,0.00040296,6.83794,0
20080829,d'euros,4.8058,139.57,1159,830412,1.56382e-05,0.0,0.00040296,6.83794,1
20081013,d'euros,4.0546,125.83,1097,871801,8.81793e-05,0.0,0.00040296,6.83794,1
20080808,renversé,4.2001,3.75,28,747547,6.308215e-05,0.00132275,7.3257e-06,4.70476,0
20100220,renversé,4.0267,3.15,51,1617403,9.404464e-05,0.00132275,7.3257e-06,4.70476,0
20120323,renversé,4.3714,3.22,70,2177105,4.251659e-05,0.00132275,7.3257e-06,4.70476,1
20120326,renversé,4.7193,3.41,71,2084166,1.908492e-05,0.00132275,7.3257e-06,4.70476,1
20120410,renversé,4.7849,3.37,85,2521378,1.64096e-05,0.00132275,7.3257e-06,4.70476,0
20190808,renversé,4.5762,3.15,124,3932422,2.653646e-05,0.00132275,7.3257e-06,4.70476,0
20230802,renversé,6.3914,3.99,160,4010308,4.060234e-07,0.00132275,7.3257e-06,4.70476,1
20230805,renversé,8.3945,4.97,156,3135860,4.032208e-09,0.00132275,7.3257e-06,4.70476,0
20230808,renversé,4.3855,3.08,113,3672807,4.116683e-05,0.00132275,7.3257e-06,4.70476,1
20230811,renversé,6.08,3.88,138,3556442,8.317073e-07,0.00132275,7.3257e-06,4.70476,1
20230814,renversé,5.5985,3.72,106,2846764,2.520688e-06,0.00132275,7.3257e-06,4.70476,1
20230820,renversé,4.6851,3.27,97,2962940,2.065005e-05,0.00132275,7.3257e-06,4.70476,1
20241203,renversé,4.6954,3.17,152,4792610,2.016399e-05,0.00132275,7.3257e-06,4.70476,1
20241206,renversé,5.0325,3.33,155,4649250,9.27976e-06,0.00132275,7.3257e-06,4.70476,1
20241209,renversé,6.5271,4.03,173,4288806,2.971008e-07,0.00132275,7.3257e-06,4.70476,0
20241212,renversé,4.8776,3.26,157,4822971,1.325573e-05,0.00132275,7.3257e-06,4.70476,1
20250908,renversé,6.9308,4.24,166,3915012,1.172814e-07,0.00132275,7.3257e-06,4.70476,0
20200404,consistant,4.2366,1.55,56,3602998,5.800226e-05,0.000440917,5.68988e-06,16.954,0
20091225,jésus,6.0032,8.46,77,910379,9.926553e-07,0.00132275,1.02068e-05,2.42085,0
20101223,jésus,4.2224,5.93,122,2059042,5.993043e-05,0.00132275,1.02068e-05,2.42085,1
20110302,jésus,4.9347,6.67,163,2442566,1.162123e-05,0.00132275,1.02068e-05,2.42085,0
20110814,jésus,4.2425,6.14,80,1303837,5.721363e-05,0.00132275,1.02068e-05,2.42085,0
20111224,jésus,5.92,8.01,117,1461548,1.202261e-06,0.00132275,1.02068e-05,2.42085,0
20120811,jésus,7.4989,9.42,276,2930581,3.170293e-08,0.00132275,1.02068e-05,2.42085,0
20120814,jésus,4.1105,5.69,177,3111181,7.75329e-05,0.00132275,1.02068e-05,2.42085,1
20121224,jésus,9.846,11.99,312,2602812,1.425722e-10,0.00132275,1.02068e-05,2.42085,0
20130728,jésus,6.3185,8.15,234,2872530,4.802534e-07,0.00132275,1.02068e-05,2.42085,0
20131225,jésus,5.3231,7.08,189,2670621,4.752663e-06,0.00132275,1.02068e-05,2.42085,0
20141223,jésus,5.4283,7.14,231,3235618,3.729865e-06,0.00132275,1.02068e-05,2.42085,0
20141226,jésus,4.8387,6.59,149,2260756,1.449821e-05,0.00132275,1.02068e-05,2.42085,1
20151224,jésus,6.321,8.17,223,2730936,4.77488e-07,0.00132275,1.02068e-05,2.42085,0
20161224,jésus,7.3292,9.26,251,2709330,4.686128e-08,0.00132275,1.02068e-05,2.42085,0
20171225,jésus,15.6528,18.26,408,2234761,2.22451e-16,0.00132275,1.02068e-05,2.42085,0
20181223,jésus,4.9515,6.67,174,2607831,1.118059e-05,0.00132275,1.02068e-05,2.42085,0
20191224,jésus,7.0869,8.93,303,3394867,8.186671e-08,0.00132275,1.02068e-05,2.42085,0
20201224,jésus,4.5903,6.22,201,3233764,2.568866e-05,0.00132275,1.02068e-05,2.42085,0
20211225,jésus,5.1684,6.95,160,2301024,6.785607e-06,0.00132275,1.02068e-05,2.42085,0
20231224,jésus,11.1728,13.51,295,2183344,6.716876e-12,0.00132275,1.02068e-05,2.42085,0
20241224,jésus,4.8984,6.6,182,2758742,1.263481e-05,0.00132275,1.02068e-05,2.42085,0
20100515,mlle,6.9402,2.17,34,1564485,1.147568e-07,0.135802,1.07291e-06,1.04541,0
20220226,déclenchement,5.7082,3.26,134,4110234,1.958085e-06,0.00132275,5.85101e-06,3.95671,0
20220301,déclenchement,5.1123,2.97,147,4950830,7.721262e-06,0.00132275,5.85101e-06,3.95671,1
20230224,déclenchement,4.5755,2.75,125,4540107,2.657764e-05,0.00132275,5.85101e-06,3.95671,1
20230317,déclenchement,6.7338,3.65,179,4902087,1.845903e-07,0.00132275,5.85101e-06,3.95671,0
20260301,déclenchement,5.7944,3.34,115,3441934,1.605626e-06,0.00132275,5.85101e-06,3.95671,0
20260304,déclenchement,5.646,3.22,144,4478794,2.259262e-06,0.00132275,5.85101e-06,3.95671,1
20080308,caen,4.8233,20.74,163,786012,1.502142e-05,0.0,5.99649e-05,7.73147,0
20090529,caen,4.2106,18.52,315,1700676,6.157381e-05,0.0,5.99649e-05,7.73147,0
20150721,caen,4.0003,17.7,657,3711150,9.994208e-05,0.0,5.99649e-05,7.73147,0
20080404,age,4.0963,2.32,22,946667,8.011277e-05,0.00396825,3.97351e-06,3.97269,0
20080606,age,4.0352,2.29,22,960890,9.220763e-05,0.00396825,3.97351e-06,3.97269,1
20190416,age,4.1537,1.8,78,4334071,7.019809e-05,0.00396825,3.97351e-06,3.97269,0
20101120,soupçons,8.3292,7.94,126,1586538,4.685935e-09,0.0,1.06179e-05,4.12794,0
20101123,soupçons,4.6877,5.02,112,2231998,2.052439e-05,0.0,1.06179e-05,4.12794,1
20101126,soupçons,4.2491,4.73,92,1945747,5.634787e-05,0.0,1.06179e-05,4.12794,1
20170201,soupçons,4.3259,4.58,194,4239480,4.72205e-05,0.0,1.06179e-05,4.12794,1
20170207,soupçons,4.6861,4.84,213,4403894,2.059977e-05,0.0,1.06179e-05,4.12794,1
20170225,soupçons,4.6947,4.9,167,3409938,2.019545e-05,0.0,1.06179e-05,4.12794,1
20170315,soupçons,5.3912,5.35,239,4467628,4.062712e-06,0.0,1.06179e-05,4.12794,0
20180322,soupçons,5.9414,5.7,326,5721718,1.144478e-06,0.0,1.06179e-05,4.12794,0
20231224,soupçons,5.1231,5.36,117,2183344,7.532641e-06,0.0,1.06179e-05,4.12794,0
20080108,diplômé,5.0838,3.87,39,1006776,8.24446e-06,0.0,1.00366e-05,11.1298,0
20080219,diplômé,5.005,3.68,45,1224280,9.884645e-06,0.0,1.00366e-05,11.1298,1
20080228,diplômé,5.0286,3.69,45,1220111,9.362148e-06,0.0,1.00366e-05,11.1298,1
20080320,diplômé,4.4975,3.47,42,1211510,3.180759e-05,0.0,1.00366e-05,11.1298,1
20080401,diplômé,4.3197,3.55,35,987241,4.789392e-05,0.0,1.00366e-05,11.1298,1
20080416,diplômé,5.5228,4.1,40,976436,3.000619e-06,0.0,1.00366e-05,11.1298,0
20080528,diplômé,5.2757,3.87,43,1111303,5.300836e-06,0.0,1.00366e-05,11.1298,1
20080618,diplômé,5.0952,3.77,43,1140492,8.031478e-06,0.0,1.00366e-05,11.1298,1
20080910,diplômé,5.1246,3.9,39,1000670,7.506464e-06,0.0,1.00366e-05,11.1298,0
20081230,diplômé,4.1641,3.67,29,790068,6.852956e-05,0.0,1.00366e-05,11.1298,1
20090225,diplômé,5.6715,3.69,65,1761359,2.130747e-06,0.0,1.00366e-05,11.1298,0
20120507,électoraux,4.1803,2.17,47,2167664,6.602005e-05,0.00925926,3.26715e-06,2.21931,0
20210622,électoraux,6.2063,2.78,149,5354657,6.21816e-07,0.00925926,3.26715e-06,2.21931,1
20210628,électoraux,7.1801,3.18,149,4680983,6.605949e-08,0.00925926,3.26715e-06,2.21931,0
20150107,dessiner,10.3233,3.37,140,4157181,4.750129e-11,0.000881834,9.85238e-06,25.4549,1
20150110,dessiner,13.0401,4.02,125,3111979,9.117042e-14,0.000881834,9.85238e-06,25.4549,0
20150113,dessiner,8.766,3.06,138,4507811,1.713802e-09,0.000881834,9.85238e-06,25.4549,1
20150116,dessiner,4.489,2.29,89,3879837,3.243063e-05,0.000881834,9.85238e-06,25.4549,1
