seuil,composante,cote,rang,mot,date,surprise,coefficient,parlant
4,3,negatif,10,trésor,20080908,10.42,-3.4965,0
4,3,negatif,11,rouges,20100412,5.34,-3.4858,0
4,3,negatif,12,poursuivre,20200213,4.75,-3.457,0
4,3,negatif,13,usage,20190119,4.73,-3.4136,0
4,3,negatif,14,d'indépendance,20171222,4.52,-3.407,0
4,3,negatif,15,scènes,20191019,4.03,-3.4049,0
4,4,positif,1,papier,20080518,6.7,5.7576,0
4,4,positif,2,couvre,20210324,4.21,4.987,0
4,4,positif,3,moderne,20080503,4.67,4.5968,0
4,4,positif,4,bat,20090727,4.45,4.593,0
4,4,positif,5,ouvrières,20120127,4.06,4.5723,0
4,4,positif,6,strasbourg,20080119,5.93,4.4259,0
4,4,positif,7,l'agriculture,20080422,5.74,4.28,0
4,4,positif,8,d'occupation,20201008,4.28,4.225,0
4,4,positif,9,parvenir,20200815,14.53,4.2045,0
4,4,positif,10,vivons,20200403,7.52,4.2008,0
4,4,positif,11,prévient,20200504,6.08,4.1278,0
4,4,positif,12,finales,20090607,4.11,4.109,0
4,4,positif,13,jeu,20080203,8.04,4.0995,1
4,4,positif,14,pouvoir,20110206,4.62,4.0625,1
4,4,positif,15,promu,20120929,4.25,4.0303,0
4,4,negatif,1,écarts,20180308,8.67,-2.3721,0
4,4,negatif,2,arme,20221225,7.19,-2.3506,0
4,4,negatif,3,évêque,20130314,4.54,-2.3224,0
4,4,negatif,4,chauffeur,20231204,5.63,-2.3214,0
4,4,negatif,5,rouge,20230822,4.81,-2.3071,0
4,4,negatif,6,stocks,20200701,4.99,-2.3032,0
4,4,negatif,7,solution,20250922,5.72,-2.2843,1
4,4,negatif,8,aires,20201126,7.65,-2.258,0
4,4,negatif,9,metteur,20240727,4.22,-2.2565,0
4,4,negatif,10,interprétation,20180304,4.14,-2.256,0
4,4,negatif,11,l'attaque,20150319,6.38,-2.2548,0
4,4,negatif,12,loin,20190527,5.13,-2.2401,0
4,4,negatif,13,axes,20260106,11.28,-2.2347,0
4,4,negatif,14,détourné,20220417,8.99,-2.2296,0
4,4,negatif,15,majorité,20170508,8.68,-2.2192,1
6,1,positif,1,tactiques,20230326,16.21,4.7929,0
6,1,positif,2,douane,20250403,18.6,4.672,0
6,1,positif,3,globale,20201128,32.63,4.5333,0
6,1,positif,4,attentats,20150111,8.2,4.5221,0
6,1,positif,5,mali,20130116,16.12,4.2726,0
6,1,positif,6,irakien,20140810,9.92,4.2635,0
6,1,positif,7,protéger,20200319,7.06,4.2581,0
6,1,positif,8,vigilance,20260212,6.96,4.2562,0
6,1,positif,9,russes,20220228,14.26,4.1124,1
6,1,positif,10,froid,20120204,23.17,4.0944,0
6,1,positif,11,mesures,20200317,13.24,4.091,1
6,1,positif,12,moyen,20260303,16.74,4.0557,1
6,1,positif,13,tokyo,20110314,18.53,4.0503,0
6,1,positif,14,george,20200603,16.62,4.0485,0
6,1,positif,15,terroristes,20150111,10.39,4.0375,0
6,1,negatif,1,chef,20180806,6.79,-3.2267,1
6,1,negatif,2,mécaniques,20201211,17.06,-3.148,0
6,1,negatif,3,liquide,20090106,10.05,-3.0503,0
6,1,negatif,4,métallurgie,20080428,6.74,-2.9851,0
6,1,negatif,5,reconstruire,20241230,8.53,-2.9609,0
6,1,negatif,6,cote,20110323,6.64,-2.9415,0
6,1,negatif,7,bagages,20220902,6.11,-2.9398,0
6,1,negatif,8,atteintes,20221028,7.32,-2.9082,0
6,1,negatif,9,actes,20150127,6.59,-2.898,0
6,1,negatif,10,colonie,20190915,8.3,-2.8965,0
6,1,negatif,11,obtenu,20080324,28.03,-2.8795,0
6,1,negatif,12,étape,20090727,41.74,-2.8675,0
6,1,negatif,13,romantique,20220222,10.97,-2.8551,0
6,1,negatif,14,lieu,20100615,7.49,-2.8377,1
6,1,negatif,15,champion,20090830,7.09,-2.8332,0
6,2,positif,1,donne,20200920,7.88,5.2194,0
6,2,positif,2,bronze,20160821,11.1,5.1835,0
6,2,positif,3,créer,20200312,6.54,5.1066,0
6,2,positif,4,connaître,20200920,8.26,5.0349,0
6,2,positif,5,roland,20110605,6.24,5.0333,0
6,2,positif,6,réel,20200920,6.73,5.0122,0
6,2,positif,7,jaunes,20190112,19.95,4.9939,0
6,2,positif,8,l'entretien,20260311,6.61,4.9477,0
6,2,positif,9,rigoureuse,20260310,6.5,4.9438,0
6,2,positif,10,l'or,20080823,11.98,4.9146,0
6,2,positif,11,médaille,20160820,10.72,4.9049,0
6,2,positif,12,flamme,20240608,6.4,4.8456,0
6,2,positif,13,médical,20200402,11.66,4.8444,0
6,2,positif,14,cannes,20090524,6.19,4.7489,0
6,2,positif,15,feu,20220814,7.03,4.7419,1
6,2,negatif,1,garder,20200313,13.37,-3.9467,0
6,2,negatif,2,disponibles,20200316,6.12,-3.8297,0
6,2,negatif,3,réalisations,20130106,8.14,-3.8286,0
6,2,negatif,4,nécessité,20200317,10.05,-3.8202,0
6,2,negatif,5,lendemain,20151114,7.9,-3.7522,1
6,2,negatif,6,premier,20080309,33.4,-3.7222,0
6,2,negatif,7,décidé,20200313,7.92,-3.7118,1
6,2,negatif,8,l'éducation,20240109,6.6,-3.6445,0
6,2,negatif,9,l'aménagement,20130106,6.79,-3.6261,0
6,2,negatif,10,conséquences,20220224,6.26,-3.5877,1
6,2,negatif,11,efficace,20201109,13.38,-3.5728,0
6,2,negatif,12,progressive,20200414,14.88,-3.5531,0
6,2,negatif,13,l'extension,20210713,13.95,-3.5347,0
6,2,negatif,14,réalisations,20140105,7.9,-3.5242,0
6,2,negatif,15,tricolore,20240727,12.62,-3.5112,0
6,3,positif,1,giscard,20201202,300.0,3.4191,0
6,3,positif,2,benoît,20170423,21.17,3.3624,0
6,3,positif,3,maintenir,20260315,17.48,3.2733,0
6,3,positif,4,bat,20090901,7.62,3.2652,0
6,3,positif,5,blancs,20170507,29.08,3.2632,0
6,3,positif,6,fortes,20220816,6.28,3.2383,0
6,3,positif,7,rocard,20120330,18.99,3.2168,0
6,3,positif,8,présente,20080313,9.69,3.2099,1
6,3,positif,9,liste,20200315,10.2,3.1095,1
6,3,positif,10,régionaux,20151213,13.68,3.0917,0
6,3,positif,11,radical,20140622,6.13,3.073,0
6,3,positif,12,sortant,20200315,13.06,3.0677,0
6,3,positif,13,démocrates,20240721,7.08,3.0677,0
6,3,positif,14,candidats,20260315,7.12,3.0578,1
6,3,positif,15,têtes,20250909,7.42,3.0241,0
6,3,negatif,1,modérée,20240814,8.62,-3.7864,0
6,3,negatif,2,coordonner,20200303,6.77,-3.4863,0
6,3,negatif,3,trésor,20080908,10.42,-3.4667,0
6,3,negatif,4,col,20090712,7.53,-3.4123,0
6,3,negatif,5,chauffeur,20080211,8.84,-3.2698,0
6,3,negatif,6,obligatoire,20210713,11.22,-3.2532,0
6,3,negatif,7,obtient,20080310,33.78,-3.2104,0
6,3,negatif,8,recevoir,20201228,6.5,-3.2072,0
6,3,negatif,9,quitter,20210810,6.06,-3.1926,0
6,3,negatif,10,réforme,20230307,7.44,-3.0214,1
6,3,negatif,11,prenait,20080315,7.6,-3.0063,0
6,3,negatif,12,étapes,20210626,6.37,-2.9999,0
6,3,negatif,13,olympique,20240728,24.04,-2.9773,0
6,3,negatif,14,gaston,20091126,8.81,-2.9743,0
6,3,negatif,15,directes,20260305,6.75,-2.9477,0
6,4,positif,1,papier,20080518,6.7,5.7704,0
6,4,positif,2,vivons,20200403,7.52,4.5233,0
6,4,positif,3,fruit,20090615,6.07,4.2345,0
6,4,positif,4,parvenir,20200815,14.53,4.1353,0
6,4,positif,5,jeu,20080203,8.04,4.1036,1
6,4,positif,6,prévient,20200504,6.08,4.0782,0
6,4,positif,7,l'ecole,20090108,6.92,4.015,0
6,4,positif,8,reprise,20090907,9.86,3.9823,1
6,4,positif,9,jaunes,20190323,10.62,3.9804,0
6,4,positif,10,personnes,20200328,6.89,3.9744,1
6,4,positif,11,reçoit,20091002,7.79,3.9724,0
6,4,positif,12,décisif,20080406,7.04,3.9619,0
6,4,positif,13,déplace,20091002,6.25,3.8853,0
6,4,positif,14,environs,20200528,7.54,3.8571,0
6,4,positif,15,habituels,20200326,6.33,3.8318,0
6,4,negatif,1,axes,20260106,11.28,-2.1418,0
6,4,negatif,2,écarts,20180308,8.67,-2.0855,0
6,4,negatif,3,arme,20221225,7.19,-2.0812,0
6,4,negatif,4,pires,20150315,6.05,-2.0812,0
6,4,negatif,5,majorité,20170508,8.68,-2.0805,1
6,4,negatif,6,l'aviation,20190312,6.48,-2.0794,0
6,4,negatif,7,détourné,20220417,8.99,-2.0745,0
6,4,negatif,8,dérive,20110204,9.44,-2.062,0
6,4,negatif,9,parent,20140519,6.38,-2.0549,0
6,4,negatif,10,l'attaque,20150319,6.38,-2.0471,0
6,4,negatif,11,aires,20201126,7.65,-2.0329,0
6,4,negatif,12,recherches,20230710,7.61,-2.0223,0
6,4,negatif,13,poudre,20150628,6.88,-1.9894,0
6,4,negatif,14,citroën,20101113,6.63,-1.9778,0
6,4,negatif,15,versé,20180821,7.15,-1.9746,0
