mot,date,surprise,c1_s4,c2_s4,c3_s4,c4_s4,c1_s6,c2_s6,c3_s6,c4_s6
temps,20200425,12.108,-0.9292,0.4424,0.1473,1.279,-0.7843,0.5504,0.1821,1.3376
temps,20200531,6.5613,-2.0864,3.7176,1.5673,2.6678,-1.4884,3.7548,1.9328,2.7423
temps,20200719,6.5662,-0.0899,2.2197,0.1016,1.1452,0.2566,2.3615,0.5556,1.5071
temps,20200823,13.988,0.9805,3.1891,-0.1063,-0.0625,1.1299,3.2159,0.0573,0.078
temps,20201031,4.4187,-1.6004,0.909,-0.662,0.6341,,,,
temps,20210131,4.4661,2.1707,-0.455,-0.8761,0.9044,,,,
temps,20210501,5.9924,-0.0333,-1.4699,0.4071,1.2252,,,,
temps,20220423,5.5382,-2.0309,-1.2136,-2.0406,0.4722,,,,
monde,20080413,4.2521,0.5313,1.0574,1.9952,-0.0899,,,,
monde,20080712,4.5929,-1.0309,0.0316,-0.392,0.5103,,,,
monde,20080815,6.9379,2.2676,-0.4434,0.7936,2.3038,2.121,-0.752,0.8799,2.2553
monde,20081105,8.5097,0.0165,-0.1449,-0.1879,-0.2144,-0.1574,-0.1096,-0.2651,0.0585
monde,20090802,4.5362,0.9128,3.1827,-1.6748,1.8863,,,,
monde,20100610,4.4081,3.5808,-1.5799,-0.2683,0.4346,,,,
monde,20100711,7.4629,-0.3504,2.282,2.9497,0.1696,-0.1403,2.1326,2.8925,-0.0255
monde,20101103,4.0724,-0.6619,-1.0559,-0.448,1.061,,,,
monde,20110909,4.8456,-0.7922,1.0305,0.608,0.5237,,,,
monde,20111023,6.0592,-1.2874,2.5833,0.9396,0.525,-1.1882,2.6061,1.089,0.6349
monde,20140713,7.7991,-0.3742,2.6166,2.1666,-0.5754,-0.1922,2.5104,2.0906,-0.7287
monde,20180715,36.1548,1.4416,0.9992,1.8259,-0.6859,1.3064,0.8199,1.7496,-0.7841
monde,20221218,15.3312,-0.3053,0.5498,0.5552,-0.4073,-0.4409,0.6778,0.6226,-0.2217
monde,20230908,5.8306,1.2047,1.0916,0.5084,-1.7373,,,,
monde,20231029,4.0948,-0.7084,2.4762,1.8758,-1.1194,,,,
monde,20260616,5.3043,2.5019,0.7466,-0.6285,0.9923,,,,
monde,20260719,7.2323,-0.9057,4.0882,1.0577,0.265,-0.5966,4.127,1.2972,0.2972
fois,20080427,4.8541,-0.8049,-1.1932,-0.3311,2.0234,,,,
fois,20081221,4.4661,-0.3559,0.7563,-0.3098,-1.1649,,,,
fois,20090301,5.4743,-0.6916,-0.9243,-1.1185,0.8397,,,,
fois,20100501,4.5683,-1.4684,-0.2366,-0.8886,0.0656,,,,
fois,20250105,4.4275,-1.14,1.7929,-0.1245,0.8103,,,,
premier,20080309,33.398,1.8619,-3.7194,-0.8102,0.7611,1.5616,-3.7222,-0.9468,0.9104
premier,20080525,4.1962,-1.2421,-0.3602,0.2984,-0.2843,,,,
premier,20080731,4.4454,0.5943,1.4295,-0.8896,0.0727,,,,
premier,20080901,5.9259,0.1544,2.3378,-0.059,1.1395,,,,
premier,20090830,4.651,0.0929,0.0096,-0.6513,0.318,,,,
premier,20100314,8.6192,1.9235,-1.5306,1.0302,1.1422,1.6578,-1.7624,1.0088,1.0459
premier,20101114,9.5674,-1.0467,0.9785,0.4453,-0.9537,-1.1626,1.0775,0.3283,-0.7751
premier,20110327,7.7351,-0.3834,2.2441,0.2594,1.5756,-0.3689,2.3257,0.6598,1.9131
premier,20111016,7.3183,-0.8105,2.8479,0.617,1.6177,-0.7287,2.9222,1.0167,1.8581
premier,20120422,15.6572,0.8419,-1.6903,0.275,-0.4656,0.5964,-1.5945,0.2605,-0.2658
premier,20120610,13.048,-0.4949,-0.717,1.0832,-0.2352,-0.6484,-0.7593,0.8311,-0.1989
premier,20140323,21.0841,2.0039,-2.7852,0.0246,0.9742,1.7009,-2.921,-0.073,1.0306
premier,20150322,9.7932,1.73,-0.8494,1.9171,0.4219,1.5478,-1.0868,1.8514,0.2061
premier,20151213,12.1419,-0.8423,1.8756,1.1326,0.9884,-0.8546,1.99,1.5025,1.2491
premier,20161127,6.1494,-0.6023,1.3116,1.0809,1.586,-0.6532,1.3395,1.4183,1.6876
premier,20170122,7.3519,0.3596,-0.7693,1.0897,0.7848,0.1938,-0.9156,0.9683,0.7625
premier,20170423,12.9862,1.4789,-1.5609,0.4513,-0.413,1.286,-1.4944,0.4728,-0.2615
premier,20170611,21.8644,0.7228,-1.1735,1.1978,0.0168,0.4976,-1.2921,1.0195,-0.0145
premier,20200315,26.8452,0.1256,-0.2263,1.4539,-1.3375,-0.1051,-0.2326,1.2501,-1.3428
premier,20200628,23.4349,-0.4382,-1.0708,0.8532,-0.2879,-0.7358,-1.003,0.7099,-0.246
premier,20210627,15.5584,-1.311,2.1421,1.0224,0.8783,-1.3052,2.2719,1.3451,1.1081
premier,20220424,21.1994,-1.2014,0.1341,1.5811,-0.5484,-1.1638,0.1887,1.3589,-0.5099
premier,20220612,85.0459,-0.7934,-0.8794,0.3771,-0.4517,-1.0724,-0.8061,0.1892,-0.2947
premier,20240630,23.5695,1.1451,-1.1424,1.2952,0.5365,0.9167,-1.303,1.2064,0.4478
premier,20251006,4.6652,1.6978,-0.1371,0.3297,0.4839,,,,
premier,20260315,44.948,0.857,-1.6853,0.9205,0.1129,0.5689,-1.7901,0.7371,0.1251
là,20080615,4.7535,-1.5144,-0.255,0.8143,-0.962,,,,
là,20161113,5.0565,-1.2095,1.4048,-0.6425,-1.0102,,,,
là,20180715,4.2286,-0.5437,0.3131,-0.1936,1.0948,,,,
première,20080323,7.0486,0.2481,1.8087,0.9935,0.924,0.2247,1.76,1.1774,1.0053
première,20080810,4.011,2.3143,-2.0833,-2.254,1.7792,,,,
première,20080928,7.931,-1.238,1.0937,0.4009,0.9335,-1.2128,1.1497,0.3896,1.0318
première,20090215,6.0343,-1.3768,0.9333,-0.3193,0.2685,-1.3336,1.1011,-0.2853,0.5341
première,20090419,4.5427,0.5861,-0.015,-0.5082,3.3159,,,,
première,20090823,5.5548,0.5583,0.3495,-1.093,2.8742,,,,
première,20100214,4.8114,-1.8868,1.2118,-0.0636,-0.1509,,,,
première,20220706,4.2574,-0.338,1.9783,0.0081,-0.5088,,,,
première,20220911,4.2116,1.1577,3.5141,-0.1775,0.8881,,,,
première,20240630,4.3482,-0.614,0.9154,0.8902,0.3848,,,,
paris,20080309,12.1669,0.8003,0.3734,-1.3512,-0.6978,0.6909,0.3723,-1.5226,-0.3956
paris,20080419,6.4645,-2.199,1.2387,0.5042,0.9355,-2.0173,1.3499,0.5405,1.0947
paris,20080622,4.7666,-1.004,-1.1377,-0.3946,-1.0263,,,,
paris,20100615,4.261,-2.7209,0.7954,0.0146,0.3506,,,,
paris,20150111,8.6015,2.6238,1.4868,-1.0273,-0.0725,2.5723,1.3919,-0.9714,0.1147
paris,20151115,33.6702,3.0546,-0.7549,-0.9454,-1.2722,2.8828,-0.9284,-1.2168,-1.1242
paris,20170501,16.8753,-2.057,-1.1096,-0.3633,0.0327,-2.2763,-0.8836,-0.5146,0.297
paris,20170602,4.4201,0.0513,0.3071,-1.2445,-0.6205,,,,
paris,20181208,4.9216,0.1922,2.7959,0.1697,1.2291,,,,
paris,20190416,21.6518,0.939,-0.3067,-0.0657,-1.4704,0.7118,-0.3142,-0.3246,-1.3131
paris,20240727,12.3049,3.3283,-1.0679,-1.9748,-0.1103,3.1715,-1.1272,-2.0179,0.1576
quatre,20080324,5.0765,0.2966,0.9489,-0.0443,2.3154,,,,
quatre,20080817,11.0562,1.2722,1.6732,-1.1403,-0.1045,1.3056,1.5333,-1.2888,0.0555
quatre,20090503,4.8637,0.4567,-0.3702,-0.7931,1.3556,,,,
quatre,20090830,7.0183,-0.4175,-0.6631,0.2969,-0.5948,-0.6577,-0.6421,0.0343,-0.4088
quatre,20131030,4.9602,-0.0202,-0.7227,0.137,-1.6591,,,,
quatre,20140420,6.716,1.4679,0.6447,0.9453,-1.4618,1.3729,0.5018,0.6949,-1.5033
quatre,20160319,4.5464,0.7213,0.2833,-0.6744,-0.4015,,,,
quatre,20180903,4.0527,0.91,-0.6458,0.6171,-0.5042,,,,
président,20080714,7.7385,-0.3698,2.9026,-0.2075,-0.1355,-0.1621,2.9187,-0.1625,0.0461
président,20081105,7.945,0.6352,-0.3676,1.7413,-0.4075,0.4243,-0.5081,1.5645,-0.5014
président,20090101,6.1604,-1.817,-1.1864,0.4241,0.5943,-1.9877,-1.0317,0.3176,0.8043
président,20110211,4.3206,-1.9295,3.4952,0.4312,0.5324,,,,
président,20120506,10.4279,1.718,-1.6984,1.2925,0.6989,1.4597,-1.8532,1.2866,0.6138
président,20170508,9.2339,2.0096,-1.6786,-1.3196,-0.2635,1.7858,-1.7365,-1.5551,-0.1709
président,20190926,6.8881,0.8754,-1.1003,0.8325,-0.756,0.6341,-1.2102,0.557,-0.7149
président,20220425,5.0349,-0.655,2.2586,-1.1734,-1.4554,,,,
grand,20080622,10.241,-0.4556,-0.1908,0.7511,-0.6657,-0.6394,-0.1471,0.519,-0.6154
grand,20080928,4.0069,-1.6019,-0.5103,-0.2395,1.5925,,,,
grand,20090524,5.7028,-0.0948,-1.0092,-2.0093,0.7879,,,,
grand,20090705,6.4182,0.6763,0.6606,-0.4188,-0.1645,0.7131,0.6461,-0.4243,0.0074
grand,20100523,4.0314,2.2141,-1.8602,-0.6039,0.468,,,,
grand,20110605,4.7608,0.3809,2.3578,-0.3943,-0.5514,,,,
grand,20110828,4.016,-0.7928,0.7361,-0.1349,-1.0204,,,,
grand,20120527,5.3953,1.2863,0.457,0.1837,-0.7974,,,,
grand,20190127,7.309,-0.9816,3.4488,-1.1501,0.8892,-0.6067,3.634,-0.8867,1.1376
grand,20190408,6.2972,0.9535,-1.2699,0.1895,0.7424,0.6917,-1.361,0.0988,0.7571
grand,20230611,4.3395,-1.1073,1.112,-0.7159,-1.1328,,,,
cinq,20080324,6.7284,-0.4034,1.3368,-0.1938,0.6294,-0.372,1.5317,0.1858,0.7938
cinq,20100919,4.9676,1.8295,0.9169,-0.0843,0.5853,,,,
cinq,20140601,5.0534,0.3721,0.9956,0.623,0.0198,,,,
cinq,20210418,4.2282,-0.0325,-0.0426,0.0543,-0.0294,,,,
cinq,20220424,17.5726,-0.6628,1.0503,1.8442,-0.4399,-0.6398,1.0954,1.7797,-0.4085
cinq,20220613,5.7802,-0.1586,-1.0629,0.1157,1.5146,,,,
cinq,20260322,4.1563,1.7067,-0.7653,1.6096,-0.1665,,,,
devant,20080309,13.5654,-0.4283,-1.4115,0.2892,-0.5692,-0.7166,-1.3571,0.0243,-0.4331
devant,20080420,4.969,0.7346,2.1762,-2.4192,-0.06,,,,
devant,20090426,5.4518,0.4724,-1.7669,-2.8564,-0.1324,,,,
devant,20090614,4.79,2.7126,1.2353,-2.412,2.3082,,,,
devant,20090823,4.6961,-1.7713,2.6631,-0.5118,1.2001,,,,
devant,20100314,5.0003,0.0124,-0.7067,-0.4973,0.575,,,,
devant,20100501,4.518,-0.0961,-0.5022,-0.1387,0.9539,,,,
devant,20110724,4.174,-0.3405,1.4306,2.13,0.9778,,,,
devant,20120422,4.869,0.256,-1.7555,0.4088,0.4324,,,,
devant,20140323,5.4678,1.3047,-1.3894,0.2054,-0.3569,,,,
devant,20140525,6.7482,-0.8143,-0.092,1.9654,-0.4207,-0.9525,-0.0478,1.9314,-0.4214
devant,20151206,8.4606,-0.421,-1.5888,-0.8382,-0.0006,-0.6778,-1.45,-0.9484,0.322
devant,20210620,4.3476,-0.005,-0.4614,0.19,-0.0469,,,,
devant,20220629,7.2227,-2.2083,-0.4491,-0.2736,0.1584,-2.29,-0.2551,-0.4232,0.4006
jour,20090221,4.1511,3.0806,1.8997,2.2083,1.0035,,,,
jour,20090725,7.1545,-1.9185,1.961,-0.3294,2.3138,-1.5968,2.0997,-0.1108,2.5403
jour,20111226,4.2948,2.7362,0.5781,-1.3011,-0.0467,,,,
jour,20200328,16.321,2.429,-0.5101,-0.955,2.1591,2.2662,-0.5624,-0.6148,2.4417
jour,20200511,8.8207,-0.4054,3.3512,1.8634,0.9221,-0.1717,3.1952,1.9849,0.889
jour,20241225,8.052,1.7679,-0.5447,-1.1379,0.5038,1.5386,-0.576,-1.1556,0.7059
jour,20251225,8.2502,2.6299,-0.6481,0.9184,0.8299,2.4531,-0.975,0.8288,0.6515
jour,20260501,4.4221,0.4007,0.7978,-2.0038,-1.7118,,,,
dernier,20080313,4.6827,2.5982,-0.5313,-0.3393,-0.4614,,,,
dernier,20080706,4.0819,0.1005,-2.4914,-1.2418,0.3084,,,,
dernier,20121222,4.2341,0.6421,-1.4743,-0.8681,0.4443,,,,
dernier,20140330,4.176,0.4121,-0.2246,-1.1643,0.017,,,,
heures,20110917,4.7636,-1.4808,0.3528,-0.067,0.2317,,,,
heures,20111224,6.7367,-1.7591,0.0604,1.5818,0.8136,-1.88,0.047,1.4491,0.858
heures,20120908,4.7132,-0.9859,0.7895,0.8276,1.1869,,,,
heures,20121224,7.8847,-1.688,-0.832,-0.1827,-0.376,-1.9093,-0.6752,-0.4221,-0.1353
heures,20130713,4.1394,0.128,-1.7972,-1.6602,0.15,,,,
heures,20130914,5.077,0.1896,3.9423,-1.1525,-0.2418,,,,
heures,20140919,4.807,-0.1764,2.6334,1.0761,-1.2084,,,,
heures,20150918,4.3326,-0.2745,3.1072,-0.0518,-0.3779,,,,
heures,20160916,4.3274,-0.6074,2.5674,0.5529,-0.1393,,,,
fin,20080302,5.4398,-0.6502,-0.5387,-0.8396,-1.0012,,,,
fin,20081012,5.552,0.3792,0.6694,-1.4602,-0.7555,,,,
fin,20090524,4.9689,-1.0576,2.4092,0.2856,0.0136,,,,
fin,20121221,5.7485,2.9886,-0.3986,-1.5944,0.294,,,,
fin,20191221,6.1303,1.4374,0.4452,0.4532,0.6291,1.2874,0.3356,0.4797,0.673
fin,20200301,5.3725,1.9907,1.5948,-0.8328,1.6987,,,,
fin,20200501,5.1352,0.7466,0.4028,-2.1719,0.0546,,,,
fin,20210501,14.4838,-0.0579,-1.1555,-1.5369,0.0859,-0.2942,-0.967,-1.5597,0.4505
fin,20220423,5.3272,-1.8353,-1.7517,-2.6183,-0.1191,,,,
aujourd'hui,20081012,4.07,-1.1247,1.8901,-1.2181,-0.5646,,,,
aujourd'hui,20090124,4.4014,-0.1696,0.2764,-0.2239,2.4617,,,,
aujourd'hui,20090228,4.962,0.3175,0.9342,0.5361,3.2407,,,,
aujourd'hui,20090411,5.122,2.2811,0.5549,-0.4117,2.8701,,,,
aujourd'hui,20090606,6.3106,-0.519,0.0635,-0.9324,2.4653,-0.5155,0.1851,-0.5772,2.6937
aujourd'hui,20090815,6.771,-0.2411,0.4161,1.3123,-0.6921,-0.3645,0.4764,1.2421,-0.7116
aujourd'hui,20090919,6.8732,-1.044,0.2415,-0.5201,0.709,-0.9096,0.4706,-0.4292,1.0873
aujourd'hui,20091205,6.7296,0.3744,0.7288,0.7186,1.3866,0.5233,0.6505,0.6163,1.2466
aujourd'hui,20100109,4.7814,1.2146,0.4454,-0.567,2.461,,,,
aujourd'hui,20100213,4.3552,0.7435,0.478,-0.0172,3.4999,,,,
aujourd'hui,20100327,5.6341,0.8795,-0.6256,-1.5142,2.2829,,,,
aujourd'hui,20100529,7.2872,0.4903,1.9624,0.6013,0.1355,0.612,1.779,0.4545,0.1273
aujourd'hui,20100918,5.9268,0.245,0.321,-0.7319,0.038,,,,
aujourd'hui,20121224,6.0048,-2.2537,-0.6521,-0.4104,-0.2653,-2.4435,-0.4131,-0.5658,0.0391
jours,20200328,9.1838,2.2381,1.5997,0.2664,2.7039,2.2863,1.4087,0.7474,2.7574
jours,20200511,4.1978,0.7825,3.3016,0.0032,0.5085,,,,
jours,20220102,7.0345,0.9451,2.3313,0.6129,0.9159,0.9342,2.2166,0.8297,0.9746
jours,20250716,4.0331,0.8348,0.0907,0.1007,-2.0444,,,,
grande,20080614,4.9879,-1.2217,-0.9546,-0.5551,1.3474,,,,
grande,20090621,7.0412,-0.6634,-0.3351,-0.9577,-0.61,-0.7884,-0.1932,-1.1072,-0.3338
grande,20130903,4.1752,-0.0834,1.9492,0.5453,-0.7049,,,,
grande,20140713,4.8465,-0.6286,0.7244,0.0071,2.055,,,,
grande,20140903,4.4155,1.4695,1.346,0.6838,-1.4338,,,,
grande,20141111,5.5763,1.9598,1.0877,-0.2282,0.1976,,,,
grande,20150719,6.0236,0.8182,-1.7009,-0.638,0.2869,0.5712,-1.6876,-0.721,0.5401
grande,20160624,6.1494,2.0598,-1.8069,-0.7942,0.6379,1.8146,-1.8998,-0.897,0.8366
grande,20170523,14.9899,0.0581,-2.3318,0.1868,0.2841,-0.216,-2.2542,0.0399,0.4087
grande,20181111,11.2557,0.5605,3.8047,-1.6935,0.1586,0.7615,3.9007,-1.4708,0.5788
grande,20220703,4.6003,1.4723,-1.5364,-0.6486,0.7527,,,,
grande,20240824,6.8866,0.3525,-0.9359,2.0323,-0.5769,0.1694,-1.0363,1.8934,-0.6778
grande,20260704,4.5992,0.5725,-0.3907,-1.0917,-0.5177,,,,
français,20080601,4.6722,-0.135,0.6256,-1.4225,0.2407,,,,
français,20080706,5.0926,0.446,0.741,-1.02,1.3321,,,,
français,20080819,7.1102,1.9422,2.5966,0.7269,2.0592,2.0463,2.3772,1.0336,2.1236
français,20110109,9.9453,-0.2057,-0.0198,0.478,0.2548,-0.3387,-0.0649,0.2874,0.3284
français,20111023,4.039,-0.4037,2.8256,0.2778,0.3073,,,,
français,20120122,5.1535,1.5932,2.3099,-0.0007,1.405,,,,
français,20120506,6.1835,-0.3194,1.1357,0.2534,-0.3601,-0.2755,1.2086,0.2098,-0.1535
français,20151115,6.2854,2.1647,-0.2543,-0.7524,-1.1068,2.0202,-0.4189,-1.048,-1.0098
français,20240802,4.1214,2.7287,1.4827,-0.1058,2.5317,,,,
mois,20081224,9.6186,-0.0124,0.9792,-1.3148,-0.08,-0.0422,1.088,-1.349,0.2252
mois,20120627,5.0654,0.0387,-1.6618,-1.5683,-0.4087,,,,
place,20140726,5.3539,-2.0306,1.9045,1.2621,-0.2338,,,,
place,20150111,6.146,-0.0421,2.1331,-0.525,-1.1054,-0.0288,2.2306,-0.597,-0.8481
place,20181208,4.4563,1.1404,1.3469,-0.8826,1.9971,,,,
place,20220612,16.6628,-1.6859,-0.585,-0.3516,-0.0385,-1.9073,-0.3782,-0.4303,0.2321
pays,20080612,5.9049,2.1632,-0.2593,-0.0229,1.7099,,,,
pays,20080730,5.868,-1.2948,1.116,0.0213,0.2635,,,,
pays,20081012,6.3732,-0.4806,-0.3609,-0.1894,0.1968,-0.6622,-0.2143,-0.2224,0.5258
pays,20111101,5.7716,-1.2805,1.5319,1.025,0.6361,,,,
pays,20151212,4.6962,-1.0417,2.4703,1.5379,-0.0901,,,,
pays,20220227,5.5917,3.9349,-0.9458,-1.0757,0.6487,,,,
nouveau,20080324,30.1825,-0.1569,2.0187,0.5431,0.6024,-0.1863,2.0507,0.8147,0.7436
nouveau,20081105,6.5911,1.3862,-1.5955,0.9603,0.2114,1.1338,-1.7435,0.8363,0.2875
nouveau,20101114,15.8229,1.0285,-0.9847,1.3235,-0.9884,0.7464,-1.0893,1.0857,-0.9729
nouveau,20120515,11.5099,1.8973,1.2378,0.9927,1.7989,1.8416,1.0267,1.1967,1.7805
nouveau,20121127,4.3989,1.8554,-0.3512,0.7863,0.0911,,,,
nouveau,20130314,6.1014,0.3073,1.0158,-0.2703,-1.3161,0.2171,1.012,-0.5266,-1.1224
nouveau,20140402,14.4671,3.6639,-0.1394,-1.1784,-0.4545,3.5094,-0.3134,-1.2877,-0.3063
nouveau,20140826,4.6345,3.1933,-1.8222,-0.1768,-0.7865,,,,
nouveau,20170508,10.6994,2.6748,-2.4064,-1.7959,0.6843,2.4736,-2.4898,-1.9211,0.8506
nouveau,20200526,5.2267,3.0917,-0.7273,0.4674,1.534,,,,
nouveau,20200705,10.614,3.0537,0.3896,-0.0521,-0.1623,2.8989,0.1715,-0.0719,-0.1148
nouveau,20201029,5.7849,2.5386,-0.5831,-0.7191,-0.556,,,,
nouveau,20211129,5.4187,2.8676,0.6939,-0.0629,-0.2277,,,,
nouveau,20240707,30.7848,-0.5913,1.4029,2.2844,1.0269,-0.6372,1.4194,2.5941,1.0778
nouveau,20240922,4.9749,1.4438,1.2915,1.1868,-0.8141,,,,
nouveau,20241213,4.1704,-0.1209,0.2782,-0.1053,0.7759,,,,
nouveau,20250508,4.9294,0.6294,-0.6526,1.0555,-1.4026,,,,
nouveau,20260324,6.7536,3.1641,0.1032,-0.2159,-0.2433,3.0312,-0.1624,-0.3704,-0.1741
général,20080714,6.2614,0.5866,1.5603,-2.4861,-1.2784,0.6916,1.697,-2.5817,-0.9124
général,20110327,8.9241,-0.5937,1.0088,1.6453,0.2039,-0.7178,1.0153,1.7342,0.3069
général,20110515,4.498,0.1462,-1.4652,1.3226,1.2853,,,,
général,20120331,4.3064,-0.369,-0.9231,-0.1586,-0.1904,,,,
part,20080201,4.4572,-1.1207,-0.5482,1.3154,1.2496,,,,
part,20080423,4.3128,0.2522,2.6062,0.1604,2.7443,,,,
part,20080624,4.1837,-0.6428,0.1721,-2.1559,1.2649,,,,
part,20080804,4.044,-1.4668,0.9098,1.2091,1.8414,,,,
part,20081026,4.3094,-2.1751,0.1812,-0.0483,0.0179,,,,
part,20220612,14.4262,-1.9721,-0.6209,-0.5021,-0.6594,-2.1743,-0.3792,-0.6744,-0.344
plusieurs,20260723,4.3398,1.5766,-2.6475,-2.4077,0.7361,,,,
faut,20080413,4.8074,-1.3007,0.495,-0.3679,1.5001,,,,
faut,20080615,5.573,0.3853,0.6203,0.0593,-0.6168,,,,
faut,20080927,6.3469,0.5216,-1.2056,-0.5789,0.8138,0.3508,-1.0521,-0.3651,0.996
faut,20090906,4.5169,-0.4793,-1.3179,-0.658,0.7039,,,,
faut,20100829,4.0859,-1.2904,0.2385,-0.3394,0.6778,,,,
faut,20170115,4.2747,0.9915,-1.112,-1.3286,2.2327,,,,
faut,20190113,7.5074,0.7324,-0.4088,0.1825,0.4758,0.4698,-0.3897,0.3089,0.641
politique,20080424,4.2603,-1.3741,0.8446,0.2788,0.8261,,,,
politique,20081105,4.383,0.0986,-0.5444,0.4752,0.2073,,,,
politique,20101114,5.049,0.4929,-0.136,1.5814,-1.0494,,,,
politique,20120507,4.528,2.7696,1.6593,0.1261,-0.2712,,,,
politique,20140408,4.1576,-1.3235,3.184,0.4614,0.9564,,,,
politique,20140526,4.0796,1.0799,-0.128,0.2429,-1.4846,,,,
politique,20140825,6.7626,2.9335,-0.5237,0.7298,-0.57,2.701,-0.6871,0.6867,-0.6057
politique,20170424,6.0093,0.9187,-1.3775,-2.256,-1.0232,0.8362,-1.1783,-2.3683,-0.5771
politique,20190527,4.4773,0.5712,2.7251,-0.76,-1.1521,,,,
politique,20190926,5.5899,-0.0809,-0.9373,1.5347,-0.739,,,,
partie,20090101,6.6026,-1.3344,0.9918,-0.0163,0.1457,-1.3468,1.1091,-0.1104,0.3711
partie,20190416,4.9461,-0.4727,0.7867,0.8885,-0.5252,,,,
partie,20191221,7.045,1.9597,-0.4241,-0.9903,0.6835,2.006,-0.537,-1.0042,0.7025
partie,20200126,5.9345,-0.8759,0.1762,-0.1683,-0.2122,,,,
partie,20200307,6.2359,-1.3634,2.5991,0.0864,0.684,-1.1409,2.7001,0.2267,1.0235
partie,20200501,10.0108,-1.6869,1.4494,-1.4025,0.496,-1.6813,1.6785,-1.3282,0.8931
partie,20200607,5.9207,2.5761,-0.3759,-0.7658,0.5979,,,,
partie,20200718,4.3817,-0.9748,-1.4071,-1.8458,1.1371,,,,
partie,20200823,7.9691,-0.1004,2.4673,0.9005,1.0287,0.0753,2.4047,1.0778,1.1947
partie,20210523,5.5739,-0.5632,3.5911,1.5932,1.6085,,,,
dix,20080713,4.1842,0.1794,1.098,-1.8085,-0.604,,,,
dix,20080820,5.073,2.5395,-0.5872,0.8826,1.2086,,,,
dix,20090727,6.8666,-0.0978,-0.0881,-0.7863,0.1482,-0.2204,-0.0035,-0.7508,0.473
dix,20100131,4.5088,0.5161,0.6505,0.3164,0.766,,,,
dix,20110909,5.129,1.7461,0.5103,0.4087,1.1538,,,,
dix,20111230,4.9374,1.9371,0.3982,0.1851,-1.4045,,,,
dix,20130819,4.0503,-1.8695,-0.4399,-0.487,-0.4708,,,,
dix,20131208,4.5859,0.6192,-1.6721,-0.0333,0.3888,,,,
dix,20140420,4.5944,-0.126,-1.0696,0.5827,-1.2687,,,,
dix,20150310,4.6493,0.866,-1.1267,1.8029,0.2333,,,,
dix,20250107,4.2646,1.3648,0.6234,-1.2011,0.4423,,,,
dix,20251113,11.9395,-0.8092,1.4157,-0.5897,-0.7055,-0.8942,1.5545,-0.6329,-0.4059
point,20080123,5.3602,-0.5656,0.3539,0.913,0.3035,,,,
point,20080504,5.0651,-0.6727,1.9009,-0.1653,2.0398,,,,
point,20080817,4.0168,-0.3446,-2.1963,0.2012,1.0739,,,,
point,20081204,13.0258,0.6785,0.2322,1.5109,0.9986,0.5359,0.0477,1.4929,0.9886
point,20090118,4.642,-1.4222,-0.7155,-0.268,0.5811,,,,
point,20100307,4.6918,1.0894,1.3848,-1.0147,0.5786,,,,
point,20160307,4.0138,0.3501,-0.0724,-2.2484,-0.7112,,,,
point,20181117,38.028,2.8019,-2.5192,1.2261,0.9413,2.496,-2.7963,1.1626,0.837
