date,X_t,N_t
20230721,1,91278
20230722,0,55722
20230723,11,58772
20230724,1,75803
20230725,2,84497
20230726,4,110966
20230727,6,69874
20230728,4,99994
20230729,0,57503
20230730,0,50380
20230731,2,72526
20230801,2,70954
20230802,1,80340
20230803,0,73293
20230804,0,59363
20230805,1,62761
20230806,0,55061
20230807,0,61526
20230808,0,74501
20230809,4,81222
20230810,1,70014
20230811,1,73242
20230812,0,73773
20230813,1,47183
20230814,2,59624
20230815,1,60190
20230816,1,71658
20230817,2,74534
20230818,2,85695
20230819,1,67209
20230820,0,54384
20230821,1,75935
20230822,0,71291
20230823,1,79979
20230824,3,93955
20230825,1,80523
20230826,3,76654
20230827,1,65761
20230828,2,81922
20230829,1,80571
20230830,2,87974
20230831,10,86121
20230901,1,106858
20230902,1,74204
20230903,0,80232
20230904,6,83868
20230905,2,102331
20230906,2,105153
20230907,4,106866
20230908,1,127385
20230909,0,83359
20230910,0,87777
20230911,2,94065
20230912,4,100284
20230913,10,110508
20230914,5,123227
20230915,1,110795
20230916,0,67084
20230917,2,72860
20230918,4,83458
20230919,6,85850
20230920,7,107507
20230921,6,112453
20230922,0,131447
20230923,1,80916
20230924,0,85443
20230925,4,102027
20230926,4,109666
20230927,9,119230
20230928,5,124985
20230929,2,119665
20230930,0,93050
20231001,0,70188
20231002,2,99129
20231003,0,99466
20231004,5,131773
20231005,7,105328
20231006,11,116717
20231007,1,75244
20231008,1,86035
20231009,1,96465
20231010,3,108166
20231011,1,115704
20231012,4,98555
20231013,1,117022
20231014,1,99283
20231015,0,82356
20231016,1,115174
20231017,1,119674
20231018,1,120187
20231019,4,100527
20231020,5,127566
20231021,0,76165
20231022,1,70498
20231023,3,75637
20231024,1,90063
20231025,2,106247
20231026,7,104068
20231027,3,105628
20231028,0,87991
20231029,1,86804
20231030,1,83420
20231031,3,77665
20231101,2,84807
20231102,0,91339
20231103,4,99372
20231104,1,62951
20231105,2,79150
20231106,3,83627
20231107,3,94349
20231108,1,116145
20231109,3,104248
20231110,1,105262
20231111,0,69650
20231112,1,71324
20231113,3,86605
20231114,2,94766
20231115,1,107730
20231116,1,102247
20231117,2,111384
20231118,1,89589
20231119,3,76337
20231120,3,103057
20231121,2,91622
20231122,6,109739
20231123,4,102883
20231124,2,120319
20231125,1,101686
20231126,1,67077
20231127,1,77775
20231128,3,90773
20231129,1,108226
20231130,1,112398
20231201,7,115140
20231202,6,73267
20231203,1,90709
20231204,1,79223
20231205,2,93593
20231206,1,107216
20231207,1,98403
20231208,1,117664
20231209,0,75563
20231210,1,103404
20231211,7,96636
20231212,2,99503
20231213,5,111993
20231214,3,95005
20231215,3,110675
20231216,1,90024
20231217,0,82671
20231218,1,81178
20231219,0,82884
20231220,1,124399
20231221,2,90460
20231222,4,103960
20231223,0,57772
20231224,1,48457
20231225,0,32361
20231226,1,71203
20231227,1,76445
20231228,3,75655
20231229,1,71357
20231230,0,65296
20231231,2,64361
20240101,0,39218
20240102,1,57959
20240103,0,80213
20240104,2,70607
20240105,3,82137
20240106,1,63195
20240107,0,61687
20240108,2,78071
20240109,1,99644
20240110,3,94578
20240111,0,93604
20240112,2,125078
20240113,0,62624
20240114,2,80540
20240115,3,88229
20240116,1,89889
20240117,1,123998
20240118,1,110638
20240119,0,122016
20240120,4,76485
20240121,2,77810
20240122,3,103527
20240123,1,89001
20240124,1,105119
20240125,1,114145
20240126,5,123120
20240127,0,80090
20240128,2,88262
20240129,0,76773
20240130,3,89905
20240131,10,112543
20240201,0,108797
20240202,2,112818
20240203,1,77283
20240204,0,76313
20240205,3,86262
20240206,1,103235
20240207,2,110928
20240208,3,116780
20240209,1,127246
20240210,2,87567
20240211,0,69263
20240212,0,82775
20240213,4,98121
20240214,1,100670
20240215,2,103489
20240216,3,105705
20240217,0,73598
20240218,1,75337
20240219,5,93777
20240220,2,87937
20240221,0,95197
20240222,1,88943
20240223,2,124730
20240224,3,84416
20240225,0,97202
20240226,0,93284
20240227,0,98068
20240228,3,102322
20240229,3,111017
20240301,1,109474
20240302,3,83057
20240303,0,70284
20240304,0,93493
20240305,2,103463
20240306,1,104694
20240307,4,103887
20240308,1,130586
20240309,0,76152
20240310,0,89970
20240311,0,100019
20240312,2,113450
20240313,1,123568
20240314,2,99228
20240315,2,123818
20240316,4,87838
20240317,0,64898
20240318,0,93197
20240319,9,98307
20240320,2,121715
20240321,1,100537
20240322,0,119798
20240323,0,81879
20240324,1,75279
20240325,0,86994
20240326,1,104248
20240327,1,106964
20240328,0,114926
20240329,0,109691
20240330,3,78114
