date,N_1gram,N_2gram,guerre,gaulle,communiste,algerie,europe,francs,euro,chomage,internet,nucleaire,climat,terrorisme,immigration,television,mondialisation,croissance,milliards,mitterrand,chirac,sarkozy,hollande,macron,crise,islam,attentats,irak,inflation,covid,confinement,vaccin,russie,ukraine,poutine,gaza,retraites,jeux,dissolution,zemmour,etudiants,intelligence_artificielle,president,gouvernement,economie
19820607,72703,61687.0,43,6,4,3,8,38,11,19,0,2,6,0,0,19,0,18,25,38,11,0,0,0,15,0,5,3,1,0,0,0,0,0,0,0,1,4,1,0,9,0.0,45,44,5
19820608,57690,49443.0,38,0,14,0,3,12,0,20,0,7,1,3,0,9,0,19,20,47,2,0,1,0,27,0,4,0,1,0,0,0,1,0,0,1,0,9,0,0,1,0.0,56,67,5
19820609,54856,47348.0,31,2,8,0,5,36,0,9,0,10,5,3,0,8,0,4,19,12,0,0,0,0,14,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,1,0.0,53,71,4
19820610,63680,54625.0,30,3,7,0,10,35,0,7,0,10,7,1,0,20,0,9,17,31,2,0,0,0,19,0,0,1,1,0,0,0,0,0,0,1,0,4,1,0,8,0.0,76,71,2
19820611,79369,67844.0,47,5,20,7,9,47,1,26,0,8,2,2,0,8,0,26,46,67,10,0,1,0,34,1,0,0,2,0,0,0,2,0,0,1,1,2,0,0,4,0.0,131,91,8
19820612,72703,61548.0,37,3,15,0,7,40,0,15,0,14,8,4,0,24,1,3,15,24,11,0,0,0,27,0,1,0,1,0,0,0,2,0,0,1,0,5,0,0,3,0.0,63,68,5
19820614,88655,75470.0,54,11,4,3,18,72,4,17,0,17,9,4,0,14,0,16,27,26,3,0,0,0,14,0,1,3,1,0,0,0,0,0,0,2,1,3,1,0,13,0.0,95,87,4
19820615,61872,52985.0,32,2,9,0,3,38,0,26,0,2,5,8,0,8,0,10,50,23,2,0,0,0,23,0,5,2,1,0,0,0,7,0,0,4,1,3,1,0,0,0.0,83,135,10
19820616,56120,48108.0,35,3,4,0,8,35,0,11,0,9,3,0,0,4,1,5,27,15,3,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0.0,64,77,12
19820617,56224,47988.0,29,5,14,0,4,60,0,7,0,9,5,10,0,22,0,7,27,19,14,0,2,0,12,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,4,0.0,46,81,0
19820618,64163,54865.0,41,9,6,4,6,21,0,16,0,12,7,1,0,12,0,10,6,31,4,0,1,0,10,0,2,0,4,0,0,0,3,0,0,3,1,2,0,0,2,0.0,65,101,1
19820619,56931,48625.0,42,1,3,0,13,55,1,5,0,15,4,6,0,10,0,5,35,21,3,0,1,0,15,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.0,57,101,3
19820620,459,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
19820621,65671,55850.0,37,0,9,4,4,29,5,5,0,1,2,5,0,14,0,10,20,10,12,0,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0.0,55,74,6
19820622,65183,55858.0,35,10,27,0,9,17,0,17,0,4,7,0,0,4,0,28,11,29,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0.0,61,92,11
19820623,54565,46658.0,28,1,10,3,3,29,0,7,0,6,5,0,0,6,0,12,26,35,6,0,0,0,26,0,0,2,3,0,0,0,1,0,0,3,0,4,1,0,2,0.0,67,89,2
19820624,69779,59455.0,33,1,21,2,5,35,0,13,0,9,4,5,0,8,0,17,39,26,6,0,0,0,16,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,11,0.0,66,88,2
19820625,55858,47796.0,36,9,17,3,2,15,0,17,0,3,10,13,0,11,0,9,20,24,30,0,0,0,15,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,13,0.0,68,78,2
19820626,55927,47744.0,34,3,11,0,8,21,5,14,0,2,0,0,0,10,0,5,11,23,8,0,0,0,26,0,1,1,1,0,0,0,2,0,0,0,1,2,3,0,6,0.0,74,78,0
19820628,72312,61484.0,29,4,2,2,9,30,5,9,0,1,2,0,0,6,0,5,19,14,2,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,88,42,6
19820629,62804,53665.0,38,3,17,2,7,31,0,3,0,2,12,3,0,11,0,10,11,9,10,0,0,0,10,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0.0,72,71,1
19820630,51183,43946.0,25,52,11,0,0,39,1,11,0,3,4,1,0,11,0,6,11,26,9,0,0,0,22,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0.0,71,85,5
19820701,60747,52406.0,43,1,12,0,9,34,0,8,0,4,4,4,0,10,0,3,42,33,7,0,2,0,23,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0.0,90,123,4
19820702,72676,62388.0,39,2,10,0,9,22,0,4,0,1,5,1,2,6,0,5,22,8,46,0,0,0,17,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,4,0.0,61,85,5
19820703,68270,58792.0,45,11,9,15,4,35,1,1,0,3,5,0,0,5,0,1,27,20,42,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0.0,125,93,2
19820705,80861,69731.0,24,0,2,13,3,45,8,10,0,8,4,2,0,11,0,16,52,20,18,0,1,0,19,0,2,0,1,0,0,0,0,0,0,1,0,8,0,0,14,0.0,63,77,12
19820706,61215,52737.0,26,6,7,2,4,20,0,18,0,3,2,6,0,5,0,10,30,19,13,0,1,0,15,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0.0,80,87,6
19820707,51324,44330.0,30,1,10,1,19,38,2,11,1,8,2,5,0,13,0,9,18,32,29,0,0,0,11,0,0,0,0,0,0,4,0,0,0,3,0,5,3,0,1,0.0,58,71,1
19820708,48601,41555.0,38,5,7,0,9,51,2,15,0,11,3,1,0,24,0,5,22,35,7,0,0,0,9,0,0,1,0,0,0,0,1,0,0,2,0,7,2,0,2,0.0,85,72,2
19820709,57758,49234.0,16,4,7,0,3,37,0,4,0,2,2,0,0,14,0,1,19,21,10,0,0,0,8,0,0,0,1,0,0,0,0,0,0,5,2,2,2,0,1,0.0,51,90,2
19820710,50188,42972.0,17,2,9,2,4,50,0,7,0,2,6,2,0,4,0,4,16,14,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,7,0.0,60,50,0
19820712,62269,52951.0,35,2,2,1,15,50,9,10,0,13,3,1,0,9,0,2,17,25,9,0,0,0,9,0,0,3,0,0,0,0,0,0,0,9,1,1,0,0,4,0.0,64,68,1
19820713,50193,42894.0,51,2,5,1,9,30,0,11,0,12,4,5,0,9,0,9,22,11,0,0,0,0,12,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,66,73,6
19820714,43064,37034.0,37,5,10,0,2,19,0,4,0,10,5,1,0,5,1,5,8,25,7,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,53,79,6
19820715,40066,34371.0,18,3,9,1,7,8,1,8,0,5,5,2,0,1,0,7,9,23,11,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,51,57,1
19820716,43051,37101.0,40,2,1,0,4,13,0,4,0,5,1,2,0,5,0,2,9,20,11,0,0,0,11,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,3,0.0,55,66,3
19820717,43166,36778.0,15,1,9,0,6,12,2,18,0,0,5,2,0,3,0,3,8,20,6,0,0,0,13,0,0,3,1,0,0,0,1,0,0,0,1,2,0,0,1,0.0,72,55,3
19820719,62702,53228.0,31,0,6,1,8,30,11,10,0,9,4,1,0,23,0,10,32,16,2,0,1,0,14,0,3,5,3,0,0,0,1,0,0,0,0,3,0,0,0,0.0,41,58,3
19820720,45196,38864.0,22,0,3,3,13,22,0,14,0,1,6,3,0,11,0,2,29,9,5,0,0,0,12,0,2,3,1,0,0,1,0,0,0,1,3,1,1,0,3,0.0,29,43,1
19820721,41618,36026.0,23,2,5,2,7,11,2,8,0,0,3,4,0,1,0,9,7,10,0,0,0,0,6,1,2,3,0,0,0,0,1,0,0,1,0,5,2,0,3,0.0,61,49,1
19820722,45376,39309.0,24,1,13,1,2,39,0,5,0,3,1,9,0,3,0,0,25,10,2,0,0,0,13,1,11,3,1,0,0,0,1,0,0,1,0,0,0,0,3,0.0,48,71,2
19820723,46466,39644.0,27,1,6,0,8,17,0,3,0,3,1,20,0,9,0,2,17,6,4,0,0,0,5,1,7,2,1,0,0,0,0,0,0,0,0,4,0,0,4,0.0,42,79,2
19820724,39956,34098.0,23,4,7,1,5,19,3,2,0,1,2,4,0,3,0,1,22,14,4,0,0,0,17,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.0,51,51,4
19820726,62080,52634.0,22,0,8,2,6,53,7,5,0,3,2,33,0,5,0,9,39,3,0,0,1,0,6,0,9,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0.0,42,33,2
19820727,53342,46028.0,24,0,4,0,6,32,1,2,0,0,5,0,0,31,1,4,31,11,7,0,0,0,6,0,5,0,5,0,0,0,1,0,0,2,1,2,0,0,6,0.0,57,70,10
19820728,47684,40745.0,27,3,7,1,6,19,0,7,0,5,10,0,0,8,0,6,16,8,0,0,0,0,17,0,6,1,0,0,0,3,0,0,0,1,0,1,0,1,4,0.0,28,65,4
19820729,47347,40801.0,30,2,9,0,4,22,0,12,0,2,6,0,0,3,0,8,8,15,0,0,0,0,15,0,2,0,0,0,0,0,2,0,0,0,0,1,5,0,2,0.0,55,98,3
19820730,48551,41599.0,31,4,11,1,2,45,1,5,0,8,3,5,0,1,0,7,56,10,6,0,0,0,5,0,9,2,1,0,0,0,1,0,0,1,0,3,26,0,3,0.0,47,60,1
19820731,46838,40232.0,21,0,6,0,7,31,1,3,0,7,4,0,0,22,0,2,16,26,0,0,0,0,9,0,4,2,2,0,0,0,0,0,0,1,0,2,3,0,3,0.0,45,63,2
19820802,61639,52634.0,12,2,4,2,6,20,11,3,0,1,5,2,0,11,0,3,18,5,7,0,2,0,7,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,1,0.0,49,33,3
19820803,46545,40080.0,18,8,12,1,0,30,0,4,0,5,0,6,0,8,0,4,14,15,7,0,1,0,13,0,5,0,1,0,0,6,0,0,0,0,1,1,0,0,1,0.0,52,55,1
19820804,45522,39238.0,42,1,5,0,4,25,1,4,0,5,4,3,0,2,0,5,19,7,4,0,0,0,15,0,0,0,0,0,0,6,0,1,0,2,0,1,0,0,7,0.0,47,60,4
19820805,40431,34721.0,38,1,3,1,3,11,1,7,0,3,4,4,0,5,0,2,5,13,0,0,0,0,10,0,13,0,1,0,0,0,1,0,0,4,0,0,2,0,2,0.0,38,76,1
19820806,46944,40202.0,28,3,7,0,2,13,0,9,0,1,4,2,1,10,0,8,12,14,14,0,0,0,13,0,4,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0.0,54,57,1
19820807,48097,41425.0,37,0,6,0,5,37,0,5,0,0,1,0,0,7,0,1,14,5,5,0,0,0,19,0,7,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0.0,36,57,4
19820809,67845,57622.0,34,1,9,0,9,17,9,13,0,2,6,7,1,11,0,0,28,7,1,0,0,0,25,0,6,2,2,0,0,0,1,0,0,1,2,4,2,0,1,0.0,63,66,2
19820810,45375,39015.0,31,4,5,1,1,25,2,3,0,1,3,12,0,3,0,1,27,13,2,0,0,0,7,0,11,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0,42,66,4
19820811,44685,38159.0,19,1,10,2,8,21,1,1,0,1,8,47,0,7,0,3,7,22,4,0,1,0,7,0,14,0,0,0,0,0,2,1,0,0,0,0,2,0,3,0.0,54,43,0
19820812,43923,37756.0,26,1,2,0,10,18,1,3,0,2,5,24,0,12,0,7,19,13,2,0,0,0,15,0,10,1,1,0,0,2,0,0,0,2,0,0,0,0,2,0.0,43,75,6
19820813,46011,39215.0,38,1,5,1,7,13,0,3,0,0,4,37,0,5,0,9,19,22,17,0,0,0,2,0,23,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,43,63,0
19820814,43977,37791.0,22,3,4,2,0,33,0,10,0,3,3,12,1,4,0,2,5,13,0,0,0,0,11,0,14,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,56,77,3
19820816,64839,55054.0,43,0,5,2,5,34,6,11,0,0,11,5,0,23,0,3,28,6,0,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,33,45,2
19820817,44647,38467.0,42,1,4,0,2,13,0,4,0,1,1,3,0,6,0,13,9,5,1,0,3,0,10,0,6,2,1,0,0,0,1,0,0,1,1,1,1,0,0,0.0,45,61,3
19820818,48355,41785.0,41,0,4,1,3,12,1,12,0,6,4,38,0,3,0,1,18,20,2,0,0,0,21,0,24,0,1,0,0,0,0,0,0,3,0,1,2,0,2,0.0,56,86,2
19820819,42679,36746.0,42,0,6,1,2,9,0,8,0,0,6,51,2,9,0,3,12,50,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,2,0,1,3,0,4,0.0,55,59,3
19820820,43731,37536.0,25,1,5,1,6,8,0,11,0,2,4,31,0,8,0,3,4,14,0,0,1,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.0,56,67,3
19820821,44029,37724.0,16,0,3,0,4,17,0,9,0,1,7,17,0,3,1,4,9,14,2,0,0,0,18,0,14,0,0,0,0,0,0,0,0,1,0,3,2,0,3,0.0,40,56,4
19820823,66854,56740.0,41,3,2,0,2,24,10,8,0,8,2,8,0,13,0,4,15,15,0,0,2,0,17,1,5,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0.0,74,56,11
19820824,46995,40338.0,24,0,5,0,6,5,0,12,0,0,4,19,0,12,0,16,15,13,3,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,60,40,0
19820825,49425,42447.0,54,5,13,1,6,26,3,18,0,16,6,4,0,12,0,5,14,8,3,0,0,0,16,0,4,0,1,0,0,0,1,0,0,1,4,2,1,0,1,0.0,89,71,2
19820826,36808,31598.0,13,1,2,0,2,32,1,15,0,2,1,5,0,6,0,4,21,10,1,0,0,0,10,2,3,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0.0,41,45,0
19820827,52970,45142.0,31,1,9,3,12,23,2,6,0,10,6,8,0,4,0,18,15,8,2,0,0,0,12,0,7,1,2,0,0,0,1,0,0,1,0,2,0,0,1,0.0,50,58,3
19820828,49475,42471.0,21,0,15,2,9,16,0,3,0,22,11,9,0,7,0,8,18,16,0,0,0,0,10,0,10,0,0,0,0,0,1,0,0,2,0,2,4,0,3,0.0,46,66,0
19820830,65479,55767.0,31,4,5,7,4,24,8,12,0,19,4,2,0,15,0,2,29,3,7,0,0,0,12,1,7,1,3,0,1,0,1,0,0,0,1,4,10,0,4,0.0,34,58,4
19820831,50518,43136.0,36,1,5,1,2,38,2,10,0,9,1,7,0,13,0,5,36,13,2,0,1,0,24,0,4,1,0,0,0,0,5,0,0,2,0,0,0,0,1,0.0,54,85,6
19820901,48784,42129.0,31,0,9,1,8,26,0,11,0,4,3,11,0,8,0,4,17,30,1,0,0,0,9,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,77,48,4
19820902,61876,53251.0,26,8,10,2,11,23,1,16,0,10,0,4,1,12,0,3,20,28,6,0,0,0,25,0,2,0,1,0,0,0,2,0,0,10,0,1,1,0,11,0.0,73,106,3
19820903,55866,47549.0,34,1,7,0,4,70,0,14,0,8,3,1,0,10,0,18,55,24,14,0,1,0,23,0,1,0,0,0,0,0,0,0,0,4,0,3,3,0,1,0.0,93,97,3
19820904,45967,39341.0,14,0,6,0,5,17,0,9,0,4,5,24,0,21,0,4,22,24,15,0,0,0,22,0,5,0,0,0,0,1,1,0,0,8,0,1,1,0,5,0.0,59,73,2
19820906,45600,38549.0,14,3,9,1,5,40,8,11,0,4,5,5,0,16,0,4,54,10,7,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0.0,38,41,0
19820907,58840,50949.0,28,1,5,2,8,38,0,15,0,3,8,5,0,4,0,7,27,11,22,0,1,0,20,0,0,0,4,0,0,0,0,0,0,5,3,5,3,0,1,0.0,70,108,1
19820908,50605,43553.0,20,1,7,0,8,19,3,22,0,2,4,5,0,10,1,2,32,7,9,0,0,0,34,0,1,1,0,0,0,3,1,0,0,0,1,9,2,0,0,0.0,57,52,0
19820909,56500,48341.0,31,0,11,0,5,12,0,19,0,0,12,17,0,5,0,7,5,12,3,0,1,0,18,0,7,1,1,0,0,0,2,0,0,1,2,3,2,0,0,0.0,56,67,1
19820910,57774,49252.0,24,8,20,0,4,6,0,10,0,6,5,2,0,5,0,9,21,21,6,0,1,0,25,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0.0,46,88,3
19820911,50198,42975.0,25,0,9,0,8,36,0,8,0,2,3,2,0,13,0,4,19,4,1,0,1,0,9,0,0,1,0,0,0,0,0,1,0,3,0,11,2,0,1,0.0,39,65,2
19820913,75255,63874.0,37,0,7,0,8,36,18,14,0,3,3,9,0,22,0,16,34,11,6,0,0,0,15,0,3,1,0,0,0,1,0,0,0,0,3,7,3,0,4,0.0,55,70,7
19820914,60948,51855.0,21,3,21,4,4,16,0,14,0,3,2,3,0,3,0,13,7,10,8,0,0,0,25,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0,2,0.0,56,78,4
19820915,51544,44446.0,31,1,16,1,11,31,0,8,0,8,3,5,0,6,0,1,16,17,3,0,0,0,13,0,1,1,3,0,0,0,0,0,0,0,1,3,1,0,4,0.0,60,82,2
19820916,58148,49745.0,34,3,8,3,9,47,0,14,0,20,6,3,0,25,0,12,47,13,3,0,0,0,17,2,0,3,0,0,0,0,1,0,0,1,0,3,0,0,3,0.0,88,79,3
19820917,55328,47374.0,14,4,11,3,2,49,0,16,0,3,7,8,0,9,0,10,58,14,2,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0.0,66,71,4
19820918,53633,45545.0,24,1,4,4,5,28,0,9,0,4,10,1,0,20,0,6,16,20,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,0.0,96,63,0
19820920,76804,65428.0,23,2,7,0,7,39,2,6,0,6,2,37,0,42,0,19,60,14,24,0,0,0,35,0,8,1,0,0,0,0,1,0,0,0,0,10,2,0,8,0.0,60,85,1
19820921,53153,45428.0,14,1,6,0,7,18,0,25,0,2,7,13,0,7,0,21,37,8,3,0,0,0,35,0,10,0,5,0,0,0,1,0,0,1,0,14,2,0,3,0.0,63,74,1
19820922,57639,49423.0,32,2,8,0,10,68,0,10,0,4,4,8,0,14,0,13,68,19,23,0,2,0,13,0,5,0,0,0,0,0,0,0,0,2,2,5,3,0,0,0.0,96,77,3
19820923,58613,50456.0,27,1,24,2,2,54,1,14,0,1,10,11,0,26,0,4,12,21,18,0,0,0,13,0,3,0,0,0,0,0,1,1,0,0,0,0,5,0,5,0.0,73,95,1
19820924,63528,54420.0,25,1,15,1,6,42,4,5,0,2,4,4,0,6,0,5,10,11,3,0,0,0,20,0,1,1,1,0,0,0,2,0,0,0,0,3,1,0,2,0.0,54,76,0
19820925,57291,48828.0,25,5,2,0,10,42,5,8,0,4,3,10,0,10,0,1,17,12,1,0,0,0,11,0,6,0,2,0,0,0,0,0,0,1,1,2,3,0,3,0.0,69,77,1
19820927,89926,77002.0,19,3,9,1,5,75,2,6,0,4,5,1,0,7,0,9,56,29,7,0,0,0,34,0,1,0,0,0,0,0,1,0,0,1,4,8,2,0,4,0.0,108,70,1
19820928,66538,57415.0,20,4,15,3,1,24,1,14,0,6,11,21,0,12,0,11,13,17,16,0,0,0,22,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,3,0.0,85,97,11
19820929,60948,52384.0,13,3,6,0,3,24,0,8,0,0,5,8,0,5,0,7,24,22,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,2,0,5,0,2,1.0,55,82,7
19820930,56302,48373.0,21,5,5,6,4,46,3,7,0,2,7,6,0,20,0,3,45,32,3,0,0,0,13,0,2,0,0,0,0,0,0,0,0,2,6,1,9,0,3,0.0,85,64,3
19821001,89773,76808.0,68,18,7,10,18,63,3,14,0,6,3,11,0,16,0,6,49,44,8,0,1,0,32,0,3,1,0,0,0,0,11,1,0,2,3,3,8,0,2,0.0,86,114,6
19821002,61165,52397.0,26,1,6,0,8,36,0,9,0,10,4,9,0,4,0,19,13,28,5,0,1,0,21,0,0,0,2,0,0,0,0,0,0,3,0,0,4,0,3,0.0,74,93,4
19821004,73905,62802.0,44,2,4,2,10,31,2,11,0,15,7,2,0,12,0,9,27,11,2,0,0,0,25,0,2,0,2,0,0,0,2,0,0,0,0,2,8,0,1,0.0,65,84,8
19821005,51960,44753.0,5,2,12,0,8,16,4,17,0,5,3,5,0,7,0,8,21,11,1,0,0,0,19,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,2,0.0,39,62,0
19821006,56705,49036.0,19,4,14,1,1,27,0,16,0,3,5,2,0,23,0,17,31,21,11,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,72,107,6
19821007,65874,56978.0,26,2,10,0,24,50,1,12,0,1,3,2,0,5,0,8,37,16,14,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,3,9,2,0,0,0.0,78,80,4
19821008,72487,62029.0,52,0,17,4,9,53,3,13,0,12,6,2,0,10,0,7,8,25,15,0,0,0,21,0,3,0,1,0,0,0,0,0,0,3,2,2,2,0,2,0.0,59,100,4
19821009,54099,46473.0,20,1,8,1,2,40,2,13,0,8,6,0,0,5,0,33,57,11,9,0,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0.0,48,96,15
19821011,73623,62409.0,44,3,6,6,13,69,5,34,0,3,9,0,0,22,0,14,46,27,5,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,1,6,8,0,6,0.0,64,66,5
19821012,68407,58378.0,19,6,20,0,15,41,1,12,0,6,9,10,0,20,0,7,11,15,10,0,2,0,10,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.0,89,121,5
19821013,56189,48337.0,15,1,19,5,2,81,0,14,0,1,3,18,0,15,0,14,30,21,18,0,0,0,12,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,12,0.0,63,77,3
19821014,54371,46407.0,52,1,17,0,9,32,0,6,0,13,7,3,0,18,0,6,19,17,15,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,1,3,2,0,23,0.0,62,87,3
19821015,62681,53407.0,27,5,18,0,4,32,0,16,0,6,5,5,0,20,0,1,20,23,44,0,0,0,26,0,6,0,1,0,0,0,2,0,0,1,0,2,4,0,2,0.0,52,104,5
19821016,51451,43817.0,14,0,9,3,4,38,1,6,0,13,3,18,0,13,0,6,28,20,0,0,0,0,13,0,10,0,1,0,1,0,0,0,0,0,0,6,0,0,6,0.0,51,54,3
19821018,79778,68111.0,38,1,4,3,16,29,1,18,0,19,7,4,0,25,0,14,16,26,4,0,0,0,18,0,2,0,0,0,0,0,4,0,0,1,0,5,3,0,0,0.0,61,47,2
19821019,66843,57009.0,38,21,21,3,7,51,1,19,0,2,6,4,0,16,0,9,69,28,41,0,0,0,19,0,10,1,0,0,0,0,0,0,0,0,0,2,5,0,1,0.0,96,98,1
19821020,56971,48680.0,39,39,13,0,7,20,1,17,0,2,2,2,0,3,0,2,14,33,12,0,0,0,21,1,8,1,1,0,0,0,0,0,0,1,3,0,1,0,2,0.0,121,79,2
19821021,62253,53105.0,24,7,12,1,9,36,0,14,0,5,5,15,0,34,0,1,26,19,7,0,0,0,18,0,9,0,1,0,0,0,0,0,0,0,1,3,1,0,12,0.0,65,72,0
19821022,65424,55964.0,18,4,9,1,3,26,2,6,0,2,6,7,0,20,0,11,28,28,10,0,0,0,13,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0.0,88,107,8
19821023,52732,45051.0,12,5,14,2,9,25,2,9,0,3,6,0,0,19,0,3,12,17,8,0,0,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.0,56,59,1
19821025,78505,66938.0,15,2,3,2,6,41,4,11,0,7,10,7,0,14,0,5,28,29,4,0,0,0,17,0,2,1,2,0,0,0,1,0,0,0,1,18,2,0,12,0.0,56,59,2
19821026,61320,52454.0,42,1,13,1,6,42,0,31,0,13,2,16,0,11,1,18,38,20,18,0,1,0,9,0,3,0,1,0,0,0,0,0,0,0,1,7,3,0,2,0.0,84,78,7
19821027,54941,47237.0,16,4,14,0,4,39,0,5,0,1,22,6,0,10,0,2,43,17,9,0,2,0,17,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0.0,71,97,4
19821028,51988,44388.0,22,5,6,1,3,34,0,5,0,2,6,2,0,13,0,5,85,19,9,0,0,0,11,0,3,2,1,0,0,0,5,0,0,0,1,1,1,0,3,0.0,59,73,2
19821029,62046,52694.0,39,4,18,0,6,43,1,14,0,16,6,8,0,6,0,11,53,30,13,0,0,0,16,0,3,0,1,0,0,0,0,0,0,0,2,2,3,0,2,0.0,77,78,6
19821030,60760,51753.0,21,0,17,6,14,69,0,12,0,14,3,6,0,9,0,11,34,7,1,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0.0,52,106,4
19821101,74275,63379.0,10,4,16,0,7,62,5,7,0,5,4,2,0,12,0,6,20,16,6,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,1,9,3,0,5,0.0,38,49,2
19821102,51049,43591.0,20,0,2,0,1,36,0,9,0,7,5,0,2,7,0,10,19,18,3,0,0,0,21,0,1,0,1,0,0,0,1,0,0,0,0,5,5,0,1,0.0,77,73,5
19821103,53966,46483.0,24,2,4,2,9,26,1,9,0,9,5,3,0,11,0,2,20,16,5,0,0,0,10,0,2,0,2,0,0,0,1,0,0,0,0,4,0,0,3,0.0,55,71,3
19821104,50461,43116.0,24,7,8,0,2,42,0,7,0,6,6,2,0,12,0,2,17,9,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,3,0.0,48,84,3
19821105,57276,48913.0,23,0,3,0,6,40,0,5,0,2,3,7,0,6,0,5,27,5,8,0,1,0,14,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,2,0.0,48,77,2
19821106,58262,49402.0,9,4,7,0,4,54,1,19,0,4,7,2,0,16,0,24,29,11,14,0,0,0,14,0,0,0,0,0,0,0,2,0,0,1,0,4,1,0,2,0.0,65,68,1
19821108,73348,62177.0,28,0,14,0,9,41,9,7,0,3,4,6,0,12,0,7,32,21,3,0,0,0,11,0,0,0,1,0,0,0,4,1,0,0,0,5,4,0,3,0.0,51,69,1
19821109,62184,53156.0,18,39,40,3,4,51,1,7,0,0,5,1,0,1,0,3,5,24,7,0,0,0,27,0,7,0,0,0,0,0,1,1,0,1,0,2,3,0,2,0.0,69,74,1
19821110,56267,48316.0,31,2,10,0,11,62,4,9,0,14,5,0,0,8,0,20,68,36,7,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,68,79,2
19821111,48356,41335.0,14,3,6,0,9,37,3,5,0,16,6,4,0,6,0,5,21,16,12,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0.0,46,93,2
19821112,58009,49775.0,31,9,47,0,15,17,2,8,0,7,9,6,0,11,0,1,27,14,1,0,0,0,18,0,3,0,1,0,0,0,3,3,0,0,1,4,1,0,2,0.0,87,91,3
