date,X_t,N_t
20221111,63,96226
20221112,37,69904
20221113,42,62289
20221114,74,100857
20221115,82,100864
20221116,68,120309
20221117,49,118576
20221118,52,146863
20221119,47,87252
20221120,21,67741
20221121,53,100664
20221122,63,105425
20221123,58,131549
20221124,61,116757
20221125,70,118263
20221126,28,79508
20221127,36,73653
20221128,43,94157
20221129,76,115286
20221130,54,116038
20221201,66,98709
20221202,60,122226
20221203,35,93536
20221204,69,67020
20221205,45,97017
20221206,71,114742
20221207,37,119710
20221208,76,97403
20221209,69,122542
20221210,78,90045
20221211,61,75855
20221212,63,87364
20221213,75,118424
20221214,42,123501
20221215,98,111720
20221216,80,133372
20221217,48,92804
20221218,29,68042
20221219,51,96585
20221220,47,69261
20221221,48,78466
20221222,74,85404
20221223,34,76016
20221224,32,57480
20221225,32,32821
20221226,44,53495
20221227,43,61015
20221228,72,70246
20221229,65,71970
20221230,163,108719
20221231,26,49662
20230101,15,37450
20230102,31,64307
20230103,69,79235
20230104,45,88799
20230105,45,89201
20230106,52,104904
20230107,48,66532
20230108,40,57288
20230109,42,79206
20230110,51,92375
20230111,40,98407
20230112,45,87923
20230113,155,109060
20230114,44,72261
20230115,25,63578
20230116,41,79740
20230117,43,92888
20230118,75,113898
20230119,58,101854
20230120,72,107473
20230121,55,73693
20230122,43,68752
20230123,59,91736
20230124,31,91329
20230125,90,112338
20230126,91,105654
20230127,56,103072
20230128,30,60256
20230129,61,74913
20230130,36,76272
20230131,54,84766
20230201,51,100669
20230202,77,104716
20230203,58,111701
20230204,37,68604
20230205,16,59127
20230206,72,91620
20230207,57,82585
20230208,84,105869
20230209,63,89116
20230210,71,107660
20230211,33,78691
20230212,55,76192
20230213,69,81129
20230214,67,98994
20230215,68,103874
20230216,108,105308
20230217,105,119244
20230218,66,68214
20230219,55,59687
20230220,112,83694
20230221,101,87390
20230222,228,98550
20230223,148,98184
20230224,220,119216
20230225,63,67469
20230226,68,67098
20230227,71,86183
20230228,53,82830
20230301,62,95162
20230302,56,97709
20230303,88,104172
20230304,28,79648
20230305,33,65975
20230306,43,96872
20230307,52,69633
20230308,58,120159
20230309,54,109763
20230310,107,116993
20230311,44,81902
20230312,20,63261
20230313,43,88866
20230314,35,80832
20230315,82,112072
20230316,75,125232
20230317,67,114432
20230318,46,84715
20230319,44,77102
20230320,60,70926
20230321,62,102509
20230322,76,123427
20230323,44,97973
20230324,93,113197
20230325,42,76531
20230326,9,70774
20230327,52,92968
20230328,56,97404
20230329,56,98465
20230330,55,109753
20230331,68,121070
20230401,27,80963
20230402,50,67634
20230403,74,79538
20230404,34,85113
20230405,79,120967
20230406,40,99475
20230407,79,116671
20230408,53,72852
20230409,33,52963
20230410,45,68992
20230411,44,82726
20230412,69,97719
20230413,51,109091
20230414,70,115567
20230415,47,78254
20230416,54,71805
20230417,60,89858
20230418,23,88246
20230419,81,120590
20230420,52,101475
20230421,51,121705
20230422,26,69207
20230423,47,71562
20230424,86,94302
20230425,60,83352
20230426,53,107661
20230427,69,94403
20230428,78,114006
20230429,50,72038
20230430,30,57070
20230501,25,52640
20230502,39,76296
20230503,59,105597
20230504,45,92295
20230505,75,99723
20230506,37,64975
20230507,34,67161
20230508,59,65223
20230509,94,90418
20230510,53,105335
20230511,55,91880
20230512,84,126132
20230513,31,81174
20230514,25,66261
20230515,53,92233
20230516,37,88248
20230517,48,105360
20230518,84,86148
20230519,91,104439
20230520,36,76841
20230521,55,84236
20230522,53,90453
20230523,50,99715
20230524,50,116442
20230525,84,106010
20230526,62,116117
20230527,72,71183
20230528,32,90339
20230529,48,80525
20230530,36,83948
20230531,72,100991
20230601,53,116388
20230602,68,104811
20230603,31,73094
20230604,29,68312
20230605,19,90622
20230606,65,97007
20230607,67,113207
20230608,43,108492
20230609,68,115960
20230610,59,76352
20230611,36,65635
20230612,42,88209
20230613,63,94884
20230614,80,110497
20230615,65,115942
20230616,56,104359
20230617,63,88000
20230618,56,75343
20230619,57,85325
20230620,34,95268
20230621,52,102245
20230622,74,119252
20230623,60,115087
20230624,41,84145
20230625,71,68731
20230626,48,77615
20230627,48,98316
20230628,46,93589
20230629,47,113858
20230630,56,110860
20230701,69,93868
20230702,49,75018
20230703,47,82643
20230704,61,112349
20230705,60,113561
20230706,44,121351
20230707,55,121530
20230708,56,78114
20230709,33,75326
20230710,96,78203
20230711,58,119290
20230712,48,100428
20230713,66,101997
20230714,53,94230
20230715,39,49486
20230716,35,64284
20230717,39,84454
20230718,50,78633
20230719,46,83913
20230720,23,82868
20230721,42,91278
20230722,28,55722
20230723,30,58772
20230724,38,75803
20230725,46,84497
20230726,29,110966
20230727,54,69874
20230728,75,99994
20230729,25,57503
20230730,39,50380
20230731,57,72526
20230801,65,70954
20230802,43,80340
20230803,91,73293
20230804,38,59363
20230805,47,62761
20230806,49,55061
20230807,39,61526
20230808,36,74501
20230809,29,81222
20230810,36,70014
20230811,33,73242
20230812,18,73773
20230813,19,47183
20230814,26,59624
20230815,10,60190
20230816,30,71658
20230817,70,74534
20230818,44,85695
20230819,26,67209
20230820,45,54384
20230821,42,75935
20230822,39,71291
20230823,31,79979
20230824,97,93955
20230825,53,80523
20230826,38,76654
20230827,27,65761
20230828,43,81922
20230829,27,80571
20230830,43,87974
20230831,31,86121
20230901,44,106858
20230902,27,74204
20230903,29,80232
20230904,17,83868
20230905,61,102331
20230906,48,105153
20230907,59,106866
20230908,75,127385
20230909,51,83359
20230910,36,87777
20230911,62,94065
20230912,31,100284
20230913,78,110508
20230914,49,123227
20230915,34,110795
20230916,30,67084
20230917,37,72860
20230918,32,83458
20230919,40,85850
20230920,74,107507
20230921,86,112453
20230922,86,131447
20230923,30,80916
20230924,30,85443
20230925,45,102027
20230926,69,109666
20230927,58,119230
20230928,95,124985
20230929,64,119665
20230930,42,93050
20231001,96,70188
20231002,30,99129
20231003,24,99466
20231004,42,131773
20231005,72,105328
20231006,53,116717
20231007,44,75244
20231008,49,86035
20231009,62,96465
20231010,85,108166
20231011,88,115704
20231012,88,98555
20231013,68,117022
20231014,99,99283
20231015,60,82356
20231016,50,115174
20231017,71,119674
20231018,87,120187
20231019,102,100527
20231020,90,127566
20231021,53,76165
20231022,32,70498
20231023,57,75637
20231024,74,90063
20231025,102,106247
20231026,62,104068
20231027,78,105628
20231028,55,87991
20231029,63,86804
20231030,63,83420
20231031,84,77665
20231101,58,84807
20231102,96,91339
20231103,81,99372
20231104,72,62951
20231105,45,79150
20231106,77,83627
20231107,69,94349
20231108,76,116145
20231109,71,104248
20231110,99,105262
20231111,90,69650
20231112,68,71324
20231113,38,86605
20231114,72,94766
20231115,99,107730
20231116,74,102247
20231117,48,111384
20231118,77,89589
20231119,60,76337
20231120,86,103057
20231121,78,91622
20231122,61,109739
20231123,84,102883
20231124,66,120319
20231125,88,101686
20231126,62,67077
20231127,53,77775
20231128,54,90773
20231129,74,108226
20231130,71,112398
20231201,105,115140
20231202,67,73267
20231203,49,90709
20231204,55,79223
20231205,36,93593
20231206,82,107216
20231207,51,98403
20231208,89,117664
20231209,60,75563
20231210,50,103404
20231211,55,96636
20231212,48,99503
20231213,56,111993
20231214,85,95005
20231215,61,110675
20231216,56,90024
20231217,36,82671
20231218,24,81178
20231219,47,82884
20231220,66,124399
20231221,36,90460
20231222,93,103960
20231223,39,57772
20231224,41,48457
20231225,18,32361
20231226,55,71203
20231227,92,76445
20231228,58,75655
20231229,50,71357
20231230,34,65296
20231231,48,64361
20240101,37,39218
20240102,79,57959
20240103,71,80213
20240104,74,70607
20240105,77,82137
20240106,27,63195
20240107,23,61687
20240108,69,78071
20240109,65,99644
20240110,79,94578
20240111,79,93604
20240112,92,125078
20240113,53,62624
20240114,40,80540
20240115,59,88229
20240116,51,89889
20240117,33,123998
20240118,72,110638
20240119,90,122016
20240120,60,76485
20240121,62,77810
20240122,30,103527
20240123,63,89001
20240124,71,105119
20240125,63,114145
20240126,59,123120
20240127,60,80090
20240128,41,88262
20240129,39,76773
20240130,46,89905
20240131,65,112543
20240201,48,108797
20240202,67,112818
20240203,66,77283
20240204,61,76313
20240205,34,86262
20240206,41,103235
20240207,67,110928
20240208,63,116780
20240209,93,127246
20240210,60,87567
20240211,58,69263
20240212,59,82775
20240213,45,98121
20240214,58,100670
20240215,40,103489
20240216,71,105705
20240217,59,73598
20240218,47,75337
20240219,83,93777
20240220,73,87937
20240221,71,95197
20240222,73,88943
20240223,176,124730
20240224,129,84416
20240225,107,97202
20240226,66,93284
20240227,62,98068
20240228,42,102322
20240229,70,111017
20240301,57,109474
20240302,46,83057
20240303,52,70284
20240304,65,93493
20240305,92,103463
20240306,87,104694
20240307,61,103887
20240308,37,130586
20240309,100,76152
20240310,65,89970
20240311,53,100019
20240312,78,113450
20240313,118,123568
20240314,84,99228
20240315,84,123818
20240316,66,87838
20240317,43,64898
20240318,70,93197
20240319,58,98307
20240320,76,121715
20240321,56,100537
20240322,79,119798
20240323,44,81879
20240324,43,75279
20240325,42,86994
20240326,51,104248
20240327,79,106964
20240328,60,114926
