mot,date,X_t,N_t,f_t,p_t,surprise
jours,20200426,156,184730,84.45,8.802e-05,4.06
jours,20211229,179,210047,85.22,5.110e-05,4.29
jours,20220101,203,239306,84.83,4.412e-05,4.36
jours,20220104,244,266759,91.47,3.195e-06,5.50
jours,20250717,246,271319,90.67,4.144e-06,5.38
grande,19450510,69,46528,148.30,5.941e-05,4.23
grande,19450607,78,46852,166.48,4.084e-06,5.39
grande,19450702,68,45135,150.66,4.685e-05,4.33
grande,19450705,48,28839,166.44,3.033e-05,4.52
grande,19450825,80,49313,162.23,6.411e-06,5.19
grande,19450915,72,44689,161.11,1.082e-05,4.97
grande,19460511,74,41248,179.40,9.982e-07,6.00
grande,19470826,83,54877,151.25,2.349e-05,4.63
grande,19560731,139,96605,143.88,1.821e-05,4.74
grande,19560901,135,91651,147.30,1.158e-05,4.94
grande,19561101,167,108332,154.16,2.501e-06,5.60
grande,19561105,157,112388,139.69,2.743e-05,4.56
grande,19561108,138,101537,135.91,6.065e-05,4.22
grande,19610803,188,106477,176.56,4.529e-08,7.34
grande,19630115,199,124824,159.42,7.210e-07,6.14
grande,19630118,162,116629,138.90,2.938e-05,4.53
grande,19630122,175,119231,146.77,7.440e-06,5.13
grande,19630125,171,118618,144.16,1.176e-05,4.93
grande,19630129,190,121529,156.34,1.331e-06,5.88
grande,19630201,257,119695,214.71,1.708e-11,10.77
grande,19630205,157,108429,144.80,1.247e-05,4.90
grande,19671003,214,160707,133.16,4.868e-05,4.31
grande,19671020,187,141481,132.17,6.747e-05,4.17
grande,19671121,230,146392,157.11,8.037e-07,6.09
français,19450604,103,46537,221.33,7.084e-06,5.15
français,19450607,104,46852,221.98,6.416e-06,5.19
français,19450611,71,32534,218.23,3.423e-05,4.47
français,19450709,69,31275,220.62,3.071e-05,4.51
français,19450926,104,42884,242.51,7.352e-07,6.13
français,19460105,91,42942,211.91,2.723e-05,4.56
français,19460312,95,42757,222.19,8.491e-06,5.07
français,19460409,90,42470,211.91,2.816e-05,4.55
français,19530223,167,82690,201.96,1.750e-05,4.76
français,19540818,177,89385,198.02,2.493e-05,4.60
français,19560915,159,84485,188.20,9.293e-05,4.03
français,19561025,204,98099,207.95,5.760e-06,5.24
français,19580212,198,98029,201.98,1.269e-05,4.90
français,19610724,306,120337,254.29,4.614e-09,8.34
français,19610727,209,103599,201.74,1.190e-05,4.92
français,19610731,230,109336,210.36,3.407e-06,5.47
français,19620320,302,153576,196.65,1.334e-05,4.87
français,20040830,427,189447,225.39,1.624e-07,6.79
français,20050530,1030,399829,257.61,3.813e-10,9.42
place,19680528,156,151309,103.10,5.826e-05,4.23
place,20110219,197,197180,99.91,7.968e-05,4.10
pays,19670825,321,119601,268.39,3.436e-05,4.46
pays,19731226,420,139773,300.49,9.412e-07,6.03
pays,19751218,416,161217,258.04,7.251e-05,4.14
pays,19790623,628,246116,255.16,7.274e-05,4.14
nouveau,19460626,77,64384,119.59,6.153e-06,5.21
nouveau,19480102,54,42595,126.78,1.365e-05,4.86
nouveau,19531225,90,82129,109.58,2.516e-05,4.60
nouveau,19650624,136,138993,97.85,9.884e-05,4.01
nouveau,19720710,165,154620,106.71,4.457e-06,5.35
nouveau,19720713,152,155100,98.00,6.926e-05,4.16
nouveau,19730629,156,159925,97.55,7.307e-05,4.14
nouveau,19740520,215,180571,119.07,2.914e-08,7.54
nouveau,19740527,178,169411,105.07,5.600e-06,5.25
nouveau,19740530,180,185376,97.10,5.700e-05,4.24
nouveau,19780829,149,140527,106.03,7.875e-06,5.10
nouveau,19810512,194,202431,95.84,6.866e-05,4.16
nouveau,19810521,200,191117,104.65,4.376e-06,5.36
nouveau,19860324,218,183040,119.10,2.705e-08,7.57
nouveau,19880518,179,181033,98.88,3.457e-05,4.46
nouveau,19881003,186,188744,98.55,3.440e-05,4.46
nouveau,19890315,579,294248,196.77,3.970e-26,25.40
nouveau,19890321,424,181087,234.14,2.815e-32,31.55
nouveau,19950614,417,319595,130.48,1.878e-11,10.73
nouveau,19950620,578,220923,261.63,1.176e-40,39.93
nouveau,19970608,212,217603,97.43,3.474e-05,4.46
nouveau,20070508,242,230653,104.92,2.262e-06,5.65
nouveau,20070514,170,163989,103.67,9.901e-06,5.00
nouveau,20070517,260,257108,101.12,6.584e-06,5.18
nouveau,20070529,220,234130,93.96,9.085e-05,4.04
nouveau,20140401,310,294091,105.41,9.763e-07,6.01
nouveau,20170509,309,288200,107.22,5.158e-07,6.29
nouveau,20170515,254,237459,106.97,9.849e-07,6.01
nouveau,20170518,377,388504,97.04,1.244e-05,4.91
nouveau,20240701,262,275738,95.02,4.663e-05,4.33
nouveau,20240707,302,266109,113.49,5.608e-08,7.25
général,19450421,146,31996,456.31,7.413e-06,5.13
général,19450507,117,30181,387.66,7.602e-05,4.12
général,19450510,175,46528,376.12,8.500e-05,4.07
général,19450618,211,47434,444.83,8.211e-06,5.09
général,19450621,171,44861,381.18,7.315e-05,4.14
général,19450801,207,50645,408.73,2.713e-05,4.57
général,19450808,188,47361,396.95,4.185e-05,4.38
général,19450818,143,32933,434.21,1.519e-05,4.82
général,19450822,139,35734,388.99,6.456e-05,4.19
général,19450825,185,49313,375.15,8.532e-05,4.07
général,19450829,132,32014,412.32,3.223e-05,4.49
général,19451006,173,43852,394.51,4.739e-05,4.32
général,19500220,401,72750,551.20,1.553e-07,6.81
général,19580519,487,106601,456.84,3.809e-06,5.42
général,19580522,355,97552,363.91,9.829e-05,4.01
général,19580529,393,99010,396.93,3.152e-05,4.50
général,19580602,444,109192,406.62,2.196e-05,4.66
général,19580605,465,114066,407.66,2.096e-05,4.68
général,19580612,402,102657,391.60,3.754e-05,4.43
général,19600202,424,116696,363.34,9.625e-05,4.02
général,19610424,451,120625,373.89,6.657e-05,4.18
général,19610427,471,102102,461.30,3.297e-06,5.48
général,19620523,481,122251,393.45,3.378e-05,4.47
faut,19810508,218,219006,99.54,5.846e-05,4.23
faut,19810904,164,157570,104.08,3.318e-05,4.48
faut,19880418,110,104937,104.82,9.043e-05,4.04
faut,19961215,178,147705,120.51,2.516e-07,6.60
faut,20020504,445,461120,96.50,4.801e-05,4.32
faut,20070502,262,235095,111.44,1.072e-06,5.97
faut,20111014,384,398823,96.28,6.125e-05,4.21
politique,19620828,278,95626,290.72,1.746e-06,5.76
partie,19450702,47,45135,104.13,1.166e-05,4.93
partie,19460402,43,43239,99.45,5.841e-05,4.23
partie,19791226,150,177756,84.39,1.158e-06,5.94
partie,19970510,179,230722,77.58,1.056e-05,4.98
partie,20091021,176,238944,73.66,6.653e-05,4.18
partie,20220221,431,590852,72.95,6.734e-06,5.17
point,19460402,56,43239,129.51,5.788e-06,5.24
point,19470605,67,57534,116.45,2.095e-05,4.68
point,19490511,77,64528,119.33,7.724e-06,5.11
point,19600216,113,106143,106.46,2.644e-05,4.58
pris,19450117,28,17785,157.44,7.416e-10,9.13
pris,19450421,28,31996,87.51,3.330e-05,4.48
pris,19610424,78,120625,64.66,5.721e-06,5.24
pris,20030318,154,295780,52.07,9.873e-05,4.01
certains,20200414,202,236296,85.49,6.269e-06,5.20
ministre,19760826,276,127324,216.77,7.551e-05,4.12
ministre,19760830,374,135362,276.30,1.215e-07,6.92
ministre,19840719,357,152159,234.62,1.039e-05,4.98
ministre,19860324,387,183040,211.43,9.870e-05,4.01
ministre,19910518,449,199795,224.73,2.391e-05,4.62
ministre,19920404,480,202831,236.65,6.661e-06,5.18
ministre,20000830,497,229977,216.11,5.396e-05,4.27
ministre,20140401,647,294091,220.00,3.200e-05,4.49
nouvelle,19550423,103,99263,103.76,4.186e-05,4.38
nouvelle,19670103,124,120734,102.71,2.713e-05,4.57
nouvelle,19850109,137,131332,104.32,1.212e-05,4.92
nouvelle,19850121,187,178963,104.49,3.789e-06,5.42
nouvelle,19850814,163,123363,132.13,1.045e-09,8.98
nouvelle,19850817,162,157547,102.83,1.022e-05,4.99
nouvelle,19850821,143,121333,117.86,2.004e-07,6.70
nouvelle,19850828,136,127083,107.02,5.859e-06,5.23
nouvelle,19870827,136,135342,100.49,3.569e-05,4.45
nouvelle,19881009,198,203211,97.44,2.851e-05,4.55
nouvelle,19890507,128,106832,119.81,2.103e-07,6.68
nouvelle,20000417,229,219343,104.40,2.027e-06,5.69
nouvelle,20050903,288,250473,114.98,2.132e-08,7.67
nouvelle,20181103,198,211351,93.68,8.830e-05,4.05
nouvelle,20240517,344,333219,103.24,1.016e-06,5.99
lieu,19460112,44,42626,103.22,8.959e-05,4.05
lieu,19460215,53,53657,98.78,8.266e-05,4.08
lieu,19460810,69,71825,96.07,4.732e-05,4.32
près,20140630,181,245599,73.70,7.806e-05,4.11
près,20150809,94,102731,91.50,2.223e-06,5.65
chef,19580612,132,102657,128.58,1.009e-06,6.00
chef,19591016,105,89423,117.42,1.841e-05,4.73
chef,19600202,174,116696,149.11,4.068e-09,8.39
chef,19600325,107,95821,111.67,5.122e-05,4.29
chef,19600909,130,102183,127.22,1.403e-06,5.85
chef,19600913,142,115352,123.10,2.524e-06,5.60
chef,19600923,123,100016,122.98,3.935e-06,5.41
chef,19601108,123,100341,122.58,4.261e-06,5.37
chef,19610427,114,102102,111.65,4.398e-05,4.36
chef,19620519,153,144488,105.89,7.399e-05,4.13
chef,19950109,142,119064,119.26,5.608e-06,5.25
chef,19970715,194,181741,106.75,4.183e-05,4.38
chef,19980103,204,172192,118.47,2.884e-06,5.54
chef,20000103,191,176084,108.47,2.962e-05,4.53
chef,20110502,255,230058,110.84,1.120e-05,4.95
vie,19970718,257,210177,122.28,2.974e-05,4.53
vie,20120929,277,201185,137.68,1.393e-06,5.86
question,19450517,41,31018,132.18,4.085e-06,5.39
question,19450726,53,32526,162.95,5.893e-09,8.23
question,19450804,48,45219,106.15,8.183e-05,4.09
question,19450912,48,44863,106.99,7.174e-05,4.14
question,19460119,65,56113,115.84,3.992e-06,5.40
question,19460319,47,42046,111.78,3.746e-05,4.43
question,19460322,70,54644,128.10,2.696e-07,6.57
question,19460329,66,50985,129.45,2.998e-07,6.52
question,19460405,55,52889,103.99,6.702e-05,4.17
question,19460409,52,42470,122.44,4.129e-06,5.38
question,19460416,56,40715,137.54,2.163e-07,6.66
question,19460419,58,50449,114.97,8.134e-06,5.09
question,19460426,59,54265,108.73,2.229e-05,4.65
question,19460430,56,54413,102.92,7.497e-05,4.13
question,19460713,71,64872,109.45,8.880e-06,5.05
question,19460831,71,70264,101.05,4.422e-05,4.35
question,19460907,71,68112,104.24,2.406e-05,4.62
question,19460921,61,60382,101.02,7.589e-05,4.12
question,19461127,54,50866,106.16,5.015e-05,4.30
question,19470214,44,39908,110.25,6.398e-05,4.19
question,19470505,62,59781,103.71,4.428e-05,4.35
question,19481006,68,68905,98.69,7.979e-05,4.10
question,19540901,176,123287,142.76,3.764e-11,10.42
question,19541218,95,100992,94.07,7.452e-05,4.13
question,19551003,84,83881,100.14,3.014e-05,4.52
question,19560322,99,105326,93.99,6.807e-05,4.17
question,19580219,96,95855,100.15,1.977e-05,4.70
question,20041011,213,231013,92.20,2.178e-05,4.66
reste,20110327,167,223932,74.58,4.315e-06,5.37
gouvernement,19450625,128,30946,413.62,4.729e-05,4.33
gouvernement,19450822,141,35734,394.58,8.503e-05,4.07
gouvernement,19451124,228,54940,415.00,2.805e-05,4.55
gouvernement,19460123,232,54110,428.76,1.642e-05,4.78
gouvernement,19460126,215,52964,405.94,4.102e-05,4.39
gouvernement,19471202,128,30340,421.89,3.529e-05,4.45
cas,20020317,398,374515,106.27,9.941e-07,6.00
cas,20090427,198,159175,124.39,2.256e-08,7.65
cas,20090430,167,156142,106.95,5.813e-06,5.24
cas,20200226,390,290416,134.29,6.234e-11,10.21
cas,20200229,295,247041,119.41,2.623e-08,7.58
cas,20200303,297,299719,99.09,1.501e-05,4.82
cas,20200306,344,272096,126.43,1.541e-09,8.81
cas,20200309,301,234480,128.37,1.243e-09,8.91
cas,20200312,436,359013,121.44,4.631e-09,8.33
cas,20200315,381,222893,170.93,7.376e-17,16.13
cas,20200318,458,316174,144.86,6.682e-13,12.18
cas,20200321,355,241621,146.92,9.022e-13,12.04
cas,20200324,437,302375,144.52,9.096e-13,12.04
cas,20200327,287,268965,106.71,1.604e-06,5.79
cas,20200330,316,224400,140.82,1.380e-11,10.86
cas,20200402,330,325432,101.40,6.311e-06,5.20
cas,20200405,247,198307,124.55,8.976e-09,8.05
cas,20200408,365,277269,131.64,2.029e-10,9.69
cas,20200426,212,184730,114.76,3.097e-07,6.51
cas,20200429,329,294540,111.70,2.454e-07,6.61
cas,20200502,180,166224,108.29,3.253e-06,5.49
cas,20200505,302,288663,104.62,2.749e-06,5.56
cas,20200508,241,230593,104.51,4.521e-06,5.34
cas,20200511,262,211733,123.74,9.415e-09,8.03
cas,20200517,160,160599,99.63,4.419e-05,4.35
cas,20200526,247,262227,94.19,8.117e-05,4.09
cas,20200713,182,154930,117.47,2.376e-07,6.62
cas,20200824,206,178388,115.48,2.751e-07,6.56
cas,20200905,240,255768,93.84,9.354e-05,4.03
cas,20200914,234,246735,94.84,7.403e-05,4.13
cas,20210319,290,294269,98.55,1.831e-05,4.74
cas,20211229,234,210047,111.40,6.296e-07,6.20
cas,20220101,293,239306,122.44,9.904e-09,8.00
cas,20220104,336,266759,125.96,1.953e-09,8.71
prendre,19580515,62,92978,66.68,3.827e-06,5.42
prendre,19580721,57,91839,62.07,3.885e-05,4.41
prendre,20200318,170,316174,53.77,5.047e-06,5.30
prendre,20200324,169,302375,55.89,1.247e-06,5.90
compte,20100206,123,164156,74.93,2.493e-05,4.60
compte,20130403,334,355725,93.89,8.335e-12,11.08
compte,20190616,201,230239,87.30,8.015e-09,8.10
guerre,19441220,83,33070,250.98,3.233e-06,5.49
guerre,19441223,106,35344,299.91,7.436e-08,7.13
guerre,19441227,107,34075,314.01,2.808e-08,7.55
guerre,19441230,83,35258,235.41,8.821e-06,5.05
guerre,19450103,90,35329,254.75,2.152e-06,5.67
guerre,19450106,104,32363,321.35,1.855e-08,7.73
guerre,19450110,96,34209,280.63,3.408e-07,6.47
guerre,19450113,94,31205,301.23,9.248e-08,7.03
guerre,19450117,43,17785,241.78,2.691e-05,4.57
guerre,19450124,77,27787,277.11,7.314e-07,6.14
guerre,19450127,77,33699,228.49,1.570e-05,4.80
guerre,19450131,66,29138,226.51,2.363e-05,4.63
guerre,19450203,87,32740,265.73,1.129e-06,5.95
guerre,19450207,76,30129,252.25,3.590e-06,5.44
guerre,19450210,87,32082,271.18,7.928e-07,6.10
guerre,19450214,89,31619,281.48,3.854e-07,6.41
guerre,19450217,84,32760,256.41,2.224e-06,5.65
guerre,19450224,85,32655,260.30,1.688e-06,5.77
guerre,19450228,103,32775,314.26,3.057e-08,7.51
guerre,19450303,128,44791,285.77,1.306e-07,6.88
guerre,19450310,70,33539,208.71,6.377e-05,4.20
guerre,19450317,82,33588,244.13,5.144e-06,5.29
guerre,19450324,68,31399,216.57,4.115e-05,4.39
guerre,19450331,146,52240,279.48,1.611e-07,6.79
guerre,19450407,81,32273,250.98,3.399e-06,5.47
guerre,19450414,124,45418,273.02,3.391e-07,6.47
guerre,19450418,66,32053,205.91,8.323e-05,4.08
guerre,19450425,105,46496,225.83,1.146e-05,4.94
