mot,categorie,source
marqué,adj,lexique
accusé,nom,lexique
récente,adj,lexique
actes,nom,lexique
faux,adj,spacy
disait,verbe,lexique
européennes,nom,lexique
réseau,nom,lexique
objectif,nom,lexique
zones,nom,lexique
voulait,verbe,lexique
retraite,nom,lexique
entrer,verbe,lexique
minimum,nom,lexique
accepter,verbe,lexique
communistes,nom,lexique
club,nom,lexique
entretien,nom,lexique
totalement,autre,lexique
efficace,adj,lexique
permettent,verbe,lexique
rares,adj,lexique
hauts,nom,lexique
n'aurait,verbe,lexique
expérience,nom,lexique
retard,nom,lexique
organisée,adj,lexique
tonnes,nom,lexique
d'origine,nom,lexique
regard,nom,lexique
fixé,adj,lexique
cinéma,nom,lexique
vit,verbe,lexique
programmes,nom,lexique
maximum,nom,lexique
placé,adj,lexique
marchés,nom,lexique
commencer,verbe,lexique
l'expérience,nom,lexique
préparation,nom,lexique
menée,nom,lexique
renforcer,verbe,lexique
policiers,nom,lexique
quasi,nom,lexique
mémoire,nom,lexique
parlementaires,nom,lexique
électorale,adj,lexique
stade,nom,lexique
poursuivi,verbe,lexique
dispositions,nom,lexique
adversaires,nom,lexique
calme,nom,lexique
constate,verbe,lexique
italie,nom_propre,spacy
communication,nom,lexique
cher,nom,lexique
donnent,verbe,lexique
réunis,verbe,lexique
japon,nom_propre,lexique+spacy
payer,verbe,lexique
d'or,nom,lexique
belgique,nom_propre,lexique+spacy
principales,nom,lexique
privée,adj,lexique
extrêmement,autre,lexique
maître,nom,lexique
devenue,verbe,lexique
l'attention,nom,lexique
finale,nom,lexique
noire,nom,lexique
orient,nom,lexique
commis,nom,lexique
l'information,nom,lexique
dizaine,nom,lexique
l'élection,nom,lexique
comptes,nom,lexique
internationaux,nom,lexique
prononcé,adj,lexique
changé,adj,lexique
réserves,nom,lexique
confirme,verbe,lexique
auxquels,autre,lexique
table,nom,lexique
oublier,verbe,lexique
militants,nom,lexique
étudiants,nom,lexique
dialogue,nom,lexique
langue,nom,lexique
reconnaître,verbe,lexique
établissements,nom,lexique
document,nom,lexique
exactement,autre,lexique
italien,nom,lexique
l'âge,nom,lexique
certainement,autre,lexique
vaut,verbe,lexique
spécialistes,nom,lexique
chute,nom,lexique
l'été,nom,lexique
pages,nom,lexique
perspective,nom,lexique
champ,nom,lexique
jugement,nom,lexique
principale,nom,lexique
professionnels,nom,lexique
d'information,nom,lexique
compromis,nom,lexique
plans,nom,lexique
bras,nom,lexique
échange,nom,lexique
mi,nom,lexique
prennent,verbe,lexique
lecture,nom,lexique
personnalité,nom,lexique
noms,nom,lexique
geste,nom,lexique
construire,verbe,lexique
l'enquête,nom,lexique
spécial,adj,lexique
jugé,nom,lexique
participé,verbe,lexique
actions,nom,lexique
qu'est,nom,lexique
industrielle,nom,lexique
suivante,nom,lexique
mérite,nom,lexique
chargée,adj,lexique
portes,nom,lexique
rang,nom,lexique
agents,nom,lexique
maisons,nom,lexique
n'étaient,verbe,lexique
proches,nom,lexique
choisir,verbe,lexique
pensée,nom,lexique
centres,nom,lexique
lancer,nom,lexique
logique,nom,lexique
interdit,nom,lexique
constituent,verbe,lexique
employés,nom,lexique
nationales,nom,lexique
l'entreprise,nom,lexique
financiers,nom,lexique
changer,verbe,lexique
parvenir,verbe,lexique
règle,nom,lexique
engagé,nom,lexique
documents,nom,lexique
écoles,nom,lexique
étude,nom,lexique
demandent,verbe,lexique
d'ordre,nom,lexique
définitivement,autre,lexique
l'agriculture,nom,lexique
arrivée,nom,lexique
venait,verbe,lexique
salariés,nom,lexique
partenaires,nom,lexique
cinquième,nom,lexique
attitude,nom,lexique
modèle,nom,lexique
l'italie,nom_propre,spacy
continuent,verbe,lexique
poser,verbe,lexique
tué,nom,lexique
supplémentaires,adj,lexique
venue,nom,lexique
gagné,adj,lexique
préciser,verbe,lexique
combien,autre,lexique
l'hôtel,nom,lexique
multiples,nom,lexique
chinois,nom,lexique
l'art,nom,lexique
résoudre,verbe,lexique
d'obtenir,verbe,lexique
l'attitude,nom,lexique
seules,nom,lexique
auteur,nom,lexique
permettra,verbe,lexique
conseils,nom,lexique
judiciaire,adj,lexique
ouvriers,nom,lexique
ii,nom,spacy
voitures,nom,lexique
revenus,nom,lexique
détail,nom,lexique
limites,nom,lexique
fédérale,adj,lexique
provisoire,nom,lexique
convient,verbe,lexique
berlin,nom_propre,lexique+spacy
financières,nom,lexique
saurait,verbe,lexique
étape,nom,lexique
réuni,verbe,lexique
d'études,nom,lexique
sujets,nom,lexique
n'ai,verbe,lexique
rues,nom,lexique
sources,nom,lexique
investissements,nom,lexique
intervention,nom,lexique
distribution,nom,lexique
journaliste,nom,lexique
fit,verbe,lexique
hommage,nom,lexique
humaine,nom,lexique
créée,verbe,lexique
afrique,nom_propre,spacy
constituer,verbe,lexique
évoqué,verbe,lexique
jeux,nom,lexique
officiels,nom,lexique
docteur,nom,lexique
collaboration,nom,lexique
air,nom,lexique
sciences,nom,lexique
village,nom,lexique
réalisation,nom,lexique
difficiles,adj,lexique
titres,nom,lexique
financement,nom,lexique
reconnaissance,nom,lexique
l'espoir,nom,lexique
liens,nom,lexique
défaut,nom,lexique
division,nom,lexique
paru,verbe,lexique
naissance,nom,lexique
crédits,nom,lexique
futur,nom,lexique
destiné,adj,lexique
suffisamment,autre,lexique
l'eau,nom,lexique
probable,adj,lexique
uniquement,autre,lexique
centaine,nom,lexique
contrat,nom,lexique
rupture,nom,lexique
circulation,nom,lexique
représentent,verbe,lexique
l'enseignement,nom,lexique
souvenir,nom,lexique
précis,nom,lexique
locale,adj,lexique
transport,nom,lexique
envoyé,nom,lexique
conclut,verbe,lexique
ciel,nom,lexique
privés,nom,lexique
entière,adj,lexique
disparu,nom,lexique
sommet,nom,lexique
ami,nom,lexique
vieille,nom,lexique
quatorze,autre,lexique
structure,nom,lexique
coupe,nom,lexique
crois,verbe,lexique
augmenté,verbe,lexique
treize,autre,lexique
carte,nom,lexique
biens,nom,lexique
destinée,nom,lexique
articles,nom,lexique
maurice,nom_propre,spacy
scrutin,nom,lexique
capacité,nom,lexique
scientifique,nom,lexique
m'a,nom,lexique
couleurs,nom,lexique
retrait,nom,lexique
invité,nom,lexique
foule,nom,lexique
plaisir,nom,lexique
charges,nom,lexique
l'application,nom,lexique
parlé,adj,lexique
fortement,autre,lexique
généraux,nom,lexique
réel,nom,lexique
union,nom,lexique
voisins,nom,lexique
cgt,nom_propre,spacy
attend,verbe,lexique
valeurs,nom,lexique
l'établissement,nom,lexique
prenant,adj,lexique
démission,nom,lexique
association,nom,lexique
vive,nom,lexique
l'argent,nom,lexique
bases,nom,lexique
méthode,nom,lexique
philippe,nom_propre,spacy
solutions,nom,lexique
opposition,nom,lexique
fournir,verbe,lexique
dieu,nom,lexique
l'augmentation,nom,lexique
d'intérêt,nom,lexique
découverte,nom,lexique
commissaire,nom,lexique
enfant,nom,lexique
possède,verbe,lexique
proposer,verbe,lexique
associations,nom,lexique
erreur,nom,lexique
perte,nom,lexique
chômage,nom,lexique
aider,verbe,lexique
correspondant,nom,lexique
déficit,nom,lexique
supérieure,nom,lexique
vingtaine,nom,lexique
demandes,nom,lexique
l'image,nom,lexique
négociation,nom,lexique
rencontrer,verbe,lexique
avenir,nom,lexique
n'avons,verbe,lexique
parisien,nom,lexique
seize,autre,lexique
réactions,nom,lexique
major,nom,lexique
prête,adj,lexique
pouvaient,verbe,lexique
sénat,nom,lexique
fallu,verbe,lexique
prochaines,nom,lexique
apporter,verbe,lexique
tableau,nom,lexique
pratiquement,autre,lexique
nationaux,nom,lexique
complète,adj,lexique
physique,nom,lexique
appris,adj,lexique
consiste,verbe,lexique
adressé,verbe,lexique
page,nom,lexique
puissent,verbe,lexique
normal,nom,lexique
découvert,nom,lexique
dizaines,nom,lexique
traitement,nom,lexique
interrogé,verbe,lexique
tension,nom,lexique
conserver,verbe,lexique
voté,verbe,lexique
effectifs,nom,lexique
frère,nom,lexique
qu'a,nom,lexique
reconnaît,verbe,lexique
qu',autre,spacy
territoires,nom,lexique
suprême,adj,lexique
réelle,adj,lexique
réformes,nom,lexique
d'armes,nom,lexique
rené,verbe,lexique
garder,verbe,lexique
collègues,nom,lexique
occidentaux,nom,lexique
john,nom_propre,spacy
vacances,nom,lexique
l'extrême,nom,lexique
atlantique,adj,lexique
commercial,nom,lexique
âgé,adj,lexique
diplomatique,adj,lexique
empêcher,verbe,lexique
quart,nom,lexique
priorité,nom,lexique
profonde,adj,lexique
suppression,nom,lexique
conception,nom,lexique
constater,verbe,lexique
satisfaction,nom,lexique
trafic,nom,lexique
conduire,verbe,lexique
commandant,nom,lexique
direct,nom,lexique
intérieur,nom,lexique
signifie,verbe,lexique
d'état,nom,lexique
marine,nom,lexique
savent,verbe,lexique
agricole,adj,lexique
égard,nom,lexique
soleil,nom,lexique
personnage,nom,lexique
signature,nom,lexique
décret,nom,lexique
attaques,nom,lexique
représentation,nom,lexique
pratiques,nom,lexique
régulièrement,autre,lexique
occidentale,nom,lexique
échec,nom,lexique
décider,verbe,lexique
séjour,nom,lexique
domaines,nom,lexique
vague,nom,lexique
phase,nom,lexique
naturellement,autre,lexique
continent,nom,lexique
démarche,nom,lexique
royaume,nom,lexique
l'afrique,nom_propre,spacy
prononcer,verbe,lexique
anti,autre,lexique
intérieure,adj,lexique
l'énergie,nom,lexique
d'éviter,verbe,lexique
conclusions,nom,lexique
russe,nom,lexique
possibilités,nom,lexique
duquel,autre,lexique
phénomène,nom,lexique
hier,autre,lexique
s'être,nom,lexique
dessous,nom,lexique
record,nom,lexique
consacrée,adj,lexique
portent,verbe,lexique
volume,nom,lexique
équipes,nom,lexique
évolution,nom,lexique
retrouvé,verbe,lexique
matinée,nom,lexique
images,nom,lexique
l'espace,nom,lexique
l'intervention,nom,lexique
heureux,nom,lexique
places,nom,lexique
appartient,verbe,lexique
convention,nom,lexique
pacifique,nom,lexique
l'appel,nom,lexique
profondément,autre,lexique
d'eau,nom,lexique
considérable,adj,lexique
opposé,nom,lexique
relativement,autre,lexique
vienne,verbe,lexique
complexe,nom,lexique
favorables,adj,lexique
cru,nom,lexique
l'annonce,nom,lexique
convaincre,verbe,lexique
expliqué,verbe,lexique
d'aujourd'hui,autre,lexique
champion,nom,lexique
publiée,verbe,lexique
totalité,nom,lexique
professionnelle,nom,lexique
frères,nom,lexique
l'humanité,nom,lexique
drame,nom,lexique
fondé,adj,lexique
entrée,nom,lexique
régler,verbe,lexique
montrent,verbe,lexique
économie,nom,lexique
domicile,nom,lexique
information,nom,lexique
sénateur,nom,lexique
produire,verbe,lexique
l'amérique,nom,lexique
intention,nom,lexique
compétition,nom,lexique
lance,nom,lexique
vitesse,nom,lexique
fête,nom,lexique
industriel,nom,lexique
procédé,nom,lexique
longues,nom,lexique
élèves,nom,lexique
gouvernementale,adj,lexique
attaque,nom,lexique
mettent,verbe,lexique
libres,adj,lexique
milliard,nom,lexique
devons,nom,lexique
espère,verbe,lexique
médecins,nom,lexique
extraordinaire,nom,lexique
vent,nom,lexique
règne,nom,lexique
dangereux,adj,lexique
constitué,adj,lexique
riche,nom,lexique
restera,verbe,lexique
réflexion,nom,lexique
soin,nom,lexique
marge,nom,lexique
bâtiment,nom,lexique
valoir,verbe,lexique
définitive,adj,lexique
partage,nom,lexique
engagements,nom,lexique
attention,nom,lexique
populaires,adj,lexique
progression,nom,lexique
vol,nom,lexique
possibles,nom,lexique
morale,nom,lexique
lutter,verbe,lexique
emploi,nom,lexique
perspectives,nom,lexique
ventes,nom,lexique
distance,nom,lexique
arrière,nom,lexique
peuples,nom,lexique
évoque,verbe,lexique
respecter,verbe,lexique
visant,verbe,lexique
dos,nom,lexique
essentiel,nom,lexique
personnages,nom,lexique
résolution,nom,lexique
civils,nom,lexique
l'échec,nom,lexique
vis,nom,lexique
match,nom,lexique
change,nom,lexique
départements,nom,lexique
arabe,nom,lexique
vivant,nom,lexique
el,nom_propre,spacy
l'objectif,nom,lexique
chaîne,nom,lexique
métier,nom,lexique
médecin,nom,lexique
autorité,nom,lexique
processus,nom,lexique
disparition,nom,lexique
justement,autre,lexique
rêve,nom,lexique
traduit,verbe,lexique
analyse,nom,lexique
couleur,nom,lexique
pouvant,verbe,lexique
uvre,nom_propre,spacy
prévues,verbe,lexique
l'hôpital,nom,lexique
complet,nom,lexique
initiative,nom,lexique
battu,nom,lexique
attendu,nom,lexique
assemblée,nom,lexique
fini,adj,lexique
maladie,nom,lexique
limiter,verbe,lexique
l'ancienne,nom,lexique
installé,verbe,lexique
renoncer,verbe,lexique
bureaux,nom,lexique
trouvait,verbe,lexique
soutenu,adj,lexique
discuter,verbe,lexique
préfet,nom,lexique
l'appui,nom,lexique
récent,adj,lexique
construit,verbe,lexique
tiré,adj,lexique
réunir,verbe,lexique
anniversaire,nom,lexique
découvrir,verbe,lexique
précédente,nom,lexique
version,nom,lexique
banques,nom,lexique
expliquer,verbe,lexique
principalement,autre,lexique
garantie,nom,lexique
intentions,nom,lexique
procéder,verbe,lexique
d'administration,nom,lexique
avance,nom,lexique
protéger,verbe,lexique
l'expression,nom,lexique
alain,nom_propre,lexique+spacy
bénéfice,nom,lexique
beaux,adj,lexique
provoquer,verbe,lexique
local,nom,lexique
objet,nom,lexique
bénéficier,verbe,lexique
naturel,nom,lexique
pétrole,nom,lexique
producteurs,nom,lexique
tribune,nom,lexique
simples,nom,lexique
langage,nom,lexique
légèrement,autre,lexique
présidents,nom,lexique
classes,nom,lexique
réclame,nom,lexique
canada,nom_propre,manuel
rencontré,adj,lexique
touche,nom,lexique
man,nom,lexique
absolument,autre,lexique
particulière,nom,lexique
supplémentaire,adj,lexique
importance,nom,lexique
présents,nom,lexique
gaz,nom,lexique
défaite,nom,lexique
manifeste,nom,lexique
code,nom,lexique
films,nom,lexique
posé,adj,lexique
hauteur,nom,lexique
commerciale,nom,lexique
stratégie,nom,lexique
tiennent,verbe,lexique
l'exercice,nom,lexique
intervenir,verbe,lexique
japonais,nom,lexique
progressivement,autre,lexique
indépendant,nom,lexique
situé,adj,lexique
salaire,nom,lexique
effectivement,autre,lexique
considérer,verbe,lexique
passée,adj,lexique
fédéral,nom,lexique
directe,adj,lexique
ex,autre,spacy
n'importe,verbe,lexique
vise,verbe,lexique
russes,nom,lexique
promis,nom,lexique
ur,nom_propre,spacy
dépend,verbe,lexique
pouvons,verbe,lexique
électeurs,nom,lexique
déposé,verbe,lexique
d'aller,nom,lexique
facilement,autre,lexique
l'utilisation,nom,lexique
belge,nom,lexique
thèse,nom,lexique
subi,verbe,lexique
héros,nom,lexique
collective,adj,lexique
contenu,nom,lexique
application,nom,lexique
révèle,verbe,lexique
d'environ,autre,lexique
modifier,verbe,lexique
apporté,verbe,lexique
arabes,nom,lexique
lit,nom,lexique
arrêtés,nom,lexique
auxquelles,autre,lexique
catholique,nom,lexique
élément,nom,lexique
vert,nom,lexique
personnelle,adj,lexique
coalition,nom,lexique
convaincu,nom,lexique
accordé,nom,lexique
sais,verbe,lexique
d'urgence,nom,lexique
roger,nom_propre,spacy
d'argent,nom,lexique
évident,adj,lexique
israël,nom_propre,spacy
l'exception,nom,lexique
l'effet,nom,lexique
fidèle,nom,lexique
voient,verbe,lexique
réservé,adj,lexique
utile,nom,lexique
utilisé,adj,lexique
dirigé,adj,lexique
l'île,nom,lexique
connue,adj,lexique
agricoles,adj,lexique
génération,nom,lexique
justifier,verbe,lexique
fil,nom,lexique
composé,nom,lexique
hasard,nom,lexique
réussite,nom,lexique
banlieue,nom,lexique
révélé,adj,lexique
républicain,nom,lexique
permettrait,verbe,lexique
n'aura,nom,lexique
d'hommes,nom,lexique
lancée,nom,lexique
tués,nom,lexique
croissance,nom,lexique
respectivement,autre,lexique
suit,verbe,lexique
rentrée,nom,lexique
démocrates,nom,lexique
prochainement,autre,lexique
publie,verbe,lexique
jusqu'en,autre,lexique
net,nom,lexique
vues,nom,lexique
l'extérieur,nom,lexique
fortes,adj,lexique
comportement,nom,lexique
accompagné,adj,lexique
bordeaux,nom,lexique
définir,verbe,lexique
remarquer,verbe,lexique
d'années,nom,lexique
taille,nom,lexique
atteinte,nom,lexique
crainte,nom,lexique
musée,nom,lexique
organismes,nom,lexique
parc,nom,lexique
quinzaine,nom,lexique
composition,nom,lexique
combats,nom,lexique
secours,nom,lexique
comporte,nom,lexique
parisiens,nom,lexique
d'assurer,verbe,lexique
présentation,nom,lexique
juridique,adj,lexique
allant,nom,lexique
civil,nom,lexique
voter,verbe,lexique
recettes,nom,lexique
l'effort,nom,lexique
science,nom,lexique
stabilité,nom,lexique
dite,adj,lexique
observateurs,nom,lexique
monétaire,adj,lexique
l'équilibre,nom,lexique
vraie,adj,lexique
filles,nom,lexique
puisqu'il,autre,lexique
chargés,adj,lexique
rare,adj,lexique
régional,nom,lexique
poursuite,nom,lexique
quitte,adj,lexique
admis,nom,lexique
publicité,nom,lexique
dénoncé,verbe,lexique
courage,nom,lexique
proximité,nom,lexique
favoriser,verbe,lexique
sert,nom,lexique
usines,nom,lexique
demandant,verbe,lexique
clients,nom,lexique
catégories,nom,lexique
connus,adj,lexique
logement,nom,lexique
champs,nom,lexique
vide,nom,lexique
enregistré,verbe,lexique
image,nom,lexique
pire,nom,lexique
sauver,verbe,lexique
présentée,verbe,lexique
privées,adj,lexique
vertu,nom,lexique
revendications,nom,lexique
arriver,verbe,lexique
propriété,nom,lexique
art,nom,lexique
qualifié,adj,lexique
martin,nom_propre,lexique+spacy
immense,adj,lexique
populations,nom,lexique
parcours,nom,lexique
rendez,verbe,lexique
l'exemple,nom,lexique
législatives,nom,lexique
unité,nom,lexique
nucléaire,nom,lexique
tort,nom,lexique
fabrication,nom,lexique
retirer,verbe,lexique
resté,verbe,lexique
trentaine,nom,lexique
mettant,verbe,lexique
l'automne,nom,lexique
papier,nom,lexique
suivie,adj,lexique
prisonniers,nom,lexique
claire,nom,lexique
remplacer,verbe,lexique
annuel,adj,lexique
christian,nom_propre,spacy
relative,nom,lexique
dure,nom,lexique
contacts,nom,lexique
pensent,verbe,lexique
tente,nom,lexique
vendre,verbe,lexique
unités,nom,lexique
genève,nom_propre,spacy
propriétaire,nom,lexique
voies,nom,lexique
avion,nom,lexique
machine,nom,lexique
adoptée,nom,lexique
surveillance,nom,lexique
monter,verbe,lexique
téléphone,nom,lexique
extrême,nom,lexique
avocat,nom,lexique
offert,verbe,lexique
entretiens,nom,lexique
n'existe,verbe,lexique
conseillers,nom,lexique
réunions,nom,lexique
précision,nom,lexique
ouvrir,verbe,lexique
venant,nom,lexique
référence,nom,lexique
uni,nom,lexique
rencontres,nom,lexique
catégorie,nom,lexique
éventuelle,adj,lexique
détails,nom,lexique
âge,nom,lexique
refuser,verbe,lexique
dirigeant,nom,lexique
école,nom,lexique
dispositif,nom,lexique
sport,nom,lexique
avantages,nom,lexique
due,adj,lexique
rhône,nom_propre,spacy
tellement,autre,lexique
discipline,nom,lexique
donnant,adj,lexique
exportations,nom,lexique
espérer,verbe,lexique
former,verbe,lexique
times,autre,spacy
servi,adj,lexique
montée,nom,lexique
semblait,verbe,lexique
david,nom_propre,spacy
chasse,nom,lexique
prochains,nom,lexique
pointe,nom,lexique
volontiers,autre,lexique
structures,nom,lexique
